"album_id","mood_id"
"mw0003617073","xa0000000992"
"mw0003617073","xa0000001026"
"mw0003617073","xa0000001061"
"mw0003617073","xa0000001066"
"mw0003617073","xa0000001088"
"mw0003617073","xa0000001098"
"mw0003617073","xa0000001114"
"mw0003617073","xa0000001141"
"mw0003617073","xa0000000947"
"mw0003617073","xa0000000964"
"mw0003617073","xa0000001070"
"mw0003617073","xa0000000696"
"mw0003617073","xa0000000941"
"mw0003617073","xa0000000954"
"mw0003617073","xa0000000959"
"mw0003617073","xa0000000985"
"mw0003617073","xa0000000991"
"mw0003617073","xa0000000714"
"mw0003617073","xa0000000719"
"mw0003617073","xa0000000734"
"mw0003617073","xa0000001054"
"mw0003617073","xa0000001120"
"mw0003617073","xa0000000694"
"mw0003617073","xa0000000946"
"mw0003617073","xa0000000707"
"mw0003617073","xa0000000708"
"mw0003617073","xa0000001441"
"mw0003617073","xa0000000721"
"mw0003617073","xa0000001036"
"mw0003617073","xa0000001055"
"mw0003617073","xa0000001068"
"mw0003617073","xa0000000750"
"mw0003617073","xa0000000753"
"mw0003617073","xa0000000697"
"mw0003617073","xa0000001131"
"mw0003617073","xa0000000970"
"mw0003617073","xa0000001138"
"mw0003617073","xa0000000972"
"mw0003617073","xa0000000722"
"mw0003502197","xa0000000953"
"mw0003502197","xa0000000954"
"mw0003502197","xa0000000708"
"mw0003502197","xa0000000980"
"mw0003502197","xa0000000734"
"mw0003502197","xa0000001066"
"mw0003502197","xa0000000747"
"mw0003502197","xa0000001142"
"mw0003502197","xa0000000733"
"mw0003502197","xa0000000941"
"mw0003502197","xa0000000946"
"mw0003502197","xa0000000701"
"mw0003502197","xa0000000753"
"mw0003502197","xa0000000696"
"mw0003502197","xa0000001008"
"mw0003502197","xa0000000719"
"mw0003502197","xa0000000722"
"mw0003502197","xa0000001054"
"mw0003502197","xa0000001092"
"mw0003502197","xa0000000933"
"mw0003502197","xa0000000714"
"mw0003502197","xa0000001037"
"mw0003502197","xa0000001439"
"mw0003502197","xa0000000959"
"mw0003502197","xa0000001068"
"mw0003502197","xa0000001069"
"mw0003502197","xa0000001007"
"mw0003598993","xa0000000933"
"mw0003598993","xa0000000748"
"mw0003598993","xa0000000992"
"mw0003598993","xa0000001006"
"mw0003598993","xa0000001133"
"mw0003598993","xa0000000958"
"mw0003598993","xa0000000708"
"mw0003598993","xa0000000990"
"mw0003598993","xa0000000721"
"mw0003598993","xa0000001057"
"mw0003598993","xa0000001080"
"mw0003598993","xa0000000759"
"mw0003598993","xa0000000946"
"mw0003598993","xa0000000699"
"mw0003598993","xa0000001005"
"mw0003598993","xa0000000722"
"mw0003598993","xa0000001029"
"mw0003598993","xa0000001062"
"mw0003598993","xa0000000757"
"mw0003598993","xa0000001088"
"mw0003598993","xa0000000954"
"mw0003598993","xa0000000980"
"mw0003598993","xa0000001002"
"mw0003598993","xa0000001036"
"mw0003598993","xa0000000734"
"mw0003598993","xa0000001066"
"mw0003598993","xa0000001068"
"mw0003598993","xa0000001108"
"mw0003598993","xa0000001120"
"mw0003598993","xa0000000733"
"mw0003598993","xa0000000981"
"mw0003598993","xa0000000987"
"mw0003598993","xa0000000753"
"mw0003598993","xa0000001142"
"mw0003542008","xa0000000933"
"mw0003542008","xa0000000981"
"mw0003542008","xa0000000990"
"mw0003542008","xa0000000997"
"mw0003542008","xa0000000721"
"mw0003542008","xa0000001062"
"mw0003542008","xa0000000759"
"mw0003542008","xa0000001088"
"mw0003542008","xa0000001100"
"mw0003542008","xa0000001113"
"mw0003542008","xa0000000950"
"mw0003542008","xa0000000934"
"mw0003542008","xa0000000748"
"mw0003542008","xa0000000708"
"mw0003542008","xa0000000980"
"mw0003542008","xa0000000987"
"mw0003542008","xa0000001005"
"mw0003542008","xa0000001014"
"mw0003542008","xa0000001015"
"mw0003542008","xa0000000726"
"mw0003542008","xa0000001067"
"mw0003542008","xa0000001071"
"mw0003542008","xa0000001080"
"mw0003542008","xa0000001111"
"mw0003542008","xa0000001121"
"mw0003542008","xa0000001132"
"mw0003542008","xa0000001138"
"mw0003542008","xa0000001144"
"mw0003475450","xa0000000745"
"mw0003475450","xa0000001082"
"mw0003475450","xa0000000943"
"mw0003475450","xa0000000946"
"mw0003475450","xa0000000966"
"mw0003475450","xa0000000981"
"mw0003475450","xa0000001036"
"mw0003475450","xa0000000753"
"mw0003475450","xa0000001088"
"mw0003475450","xa0000001142"
"mw0003475450","xa0000001008"
"mw0003475450","xa0000000722"
"mw0003475450","xa0000001032"
"mw0003475450","xa0000001057"
"mw0003475450","xa0000001066"
"mw0003475450","xa0000001068"
"mw0003477866","xa0000000748"
"mw0003477866","xa0000000988"
"mw0003477866","xa0000000722"
"mw0003477866","xa0000001096"
"mw0003477866","xa0000001113"
"mw0003477866","xa0000001138"
"mw0003477866","xa0000000934"
"mw0003477866","xa0000000952"
"mw0003477866","xa0000000702"
"mw0003477866","xa0000000708"
"mw0003477866","xa0000000726"
"mw0003477866","xa0000000753"
"mw0003477866","xa0000000764"
"mw0003477866","xa0000001100"
"mw0003477866","xa0000000773"
"mw0003477866","xa0000000950"
"mw0003477866","xa0000000704"
"mw0003477866","xa0000001008"
"mw0003477866","xa0000001025"
"mw0003477866","xa0000001062"
"mw0003477866","xa0000001067"
"mw0003477866","xa0000001068"
"mw0003477866","xa0000001077"
"mw0003477866","xa0000000758"
"mw0003477866","xa0000000765"
"mw0003477866","xa0000001102"
"mw0003477866","xa0000001110"
"mw0003567799","xa0000000941"
"mw0003567799","xa0000000983"
"mw0003567799","xa0000001101"
"mw0003567799","xa0000000979"
"mw0003567799","xa0000000981"
"mw0003567799","xa0000000985"
"mw0003567799","xa0000000719"
"mw0003567799","xa0000001057"
"mw0003567799","xa0000001067"
"mw0003567799","xa0000000743"
"mw0003567799","xa0000001099"
"mw0003567799","xa0000000991"
"mw0003567799","xa0000000993"
"mw0003567799","xa0000001005"
"mw0003567799","xa0000001028"
"mw0003567799","xa0000001116"
"mw0003567799","xa0000000749"
"mw0003567799","xa0000000988"
"mw0003567799","xa0000000990"
"mw0003576315","xa0000000709"
"mw0003576315","xa0000001025"
"mw0003576315","xa0000001068"
"mw0003576315","xa0000000758"
"mw0003576315","xa0000001100"
"mw0003576315","xa0000000773"
"mw0003576315","xa0000001066"
"mw0003576315","xa0000001076"
"mw0003576315","xa0000000765"
"mw0003576315","xa0000001142"
"mw0003576315","xa0000000934"
"mw0003576315","xa0000000702"
"mw0003576315","xa0000000703"
"mw0003576315","xa0000000748"
"mw0003576315","xa0000001005"
"mw0003576315","xa0000001006"
"mw0003576315","xa0000001067"
"mw0003576315","xa0000000753"
"mw0003576315","xa0000001080"
"mw0003576315","xa0000000759"
"mw0003576315","xa0000001113"
"mw0003576315","xa0000001116"
"mw0003576315","xa0000001138"
"mw0003576315","xa0000001016"
"mw0003576315","xa0000000717"
"mw0003576315","xa0000000946"
"mw0003576315","xa0000000997"
"mw0003576315","xa0000001029"
"mw0003576315","xa0000001032"
"mw0003576315","xa0000000988"
"mw0003537890","xa0000000936"
"mw0003537890","xa0000000964"
"mw0003537890","xa0000001438"
"mw0003537890","xa0000000990"
"mw0003537890","xa0000000700"
"mw0003537890","xa0000001023"
"mw0003537890","xa0000001037"
"mw0003537890","xa0000000742"
"mw0003537890","xa0000000747"
"mw0003537890","xa0000001100"
"mw0003539186","xa0000000946"
"mw0003539186","xa0000000980"
"mw0003539186","xa0000000988"
"mw0003539186","xa0000000722"
"mw0003539186","xa0000001100"
"mw0003539186","xa0000000733"
"mw0003539186","xa0000000701"
"mw0003539186","xa0000000748"
"mw0003539186","xa0000000997"
"mw0003539186","xa0000001008"
"mw0003539186","xa0000001068"
"mw0003539186","xa0000000764"
"mw0003539186","xa0000000765"
"mw0003539186","xa0000001120"
"mw0003539186","xa0000000708"
"mw0003539186","xa0000001062"
"mw0003539186","xa0000001066"
"mw0003539186","xa0000001076"
"mw0003539186","xa0000000753"
"mw0003539186","xa0000000758"
"mw0003539186","xa0000001099"
"mw0003539186","xa0000001113"
"mw0003539186","xa0000001138"
"mw0003539186","xa0000001142"
"mw0003539186","xa0000001032"
"mw0003539186","xa0000001037"
"mw0003539186","xa0000001096"
"mw0003357271","xa0000000726"
"mw0003357271","xa0000000733"
"mw0003357271","xa0000000703"
"mw0003357271","xa0000001005"
"mw0003357271","xa0000001006"
"mw0003357271","xa0000000717"
"mw0003357271","xa0000001028"
"mw0003357271","xa0000001080"
"mw0003357271","xa0000001089"
"mw0003357271","xa0000001116"
"mw0003357271","xa0000000704"
"mw0003357271","xa0000000759"
"mw0003357271","xa0000001088"
"mw0003357271","xa0000000773"
"mw0003357271","xa0000000935"
"mw0003357271","xa0000000980"
"mw0003357271","xa0000001067"
"mw0003357271","xa0000001144"
"mw0003357271","xa0000000946"
"mw0003449451","xa0000000694"
"mw0003449451","xa0000000935"
"mw0003449451","xa0000000990"
"mw0003449451","xa0000000721"
"mw0003449451","xa0000001062"
"mw0003449451","xa0000001066"
"mw0003449451","xa0000001136"
"mw0003449451","xa0000000946"
"mw0003449451","xa0000000954"
"mw0003449451","xa0000000958"
"mw0003449451","xa0000000980"
"mw0003449451","xa0000000753"
"mw0003449451","xa0000000734"
"mw0003449451","xa0000000759"
"mw0003449451","xa0000001088"
"mw0003471882","xa0000000726"
"mw0003471882","xa0000000733"
"mw0003471882","xa0000000703"
"mw0003471882","xa0000001005"
"mw0003471882","xa0000001006"
"mw0003471882","xa0000000717"
"mw0003471882","xa0000001028"
"mw0003471882","xa0000001080"
"mw0003471882","xa0000001089"
"mw0003471882","xa0000001116"
"mw0003471882","xa0000000704"
"mw0003471882","xa0000000759"
"mw0003471882","xa0000001088"
"mw0003471882","xa0000000773"
"mw0003471882","xa0000000935"
"mw0003471882","xa0000000980"
"mw0003471882","xa0000001067"
"mw0003471882","xa0000001144"
"mw0003471882","xa0000000946"
"mw0003570078","xa0000000933"
"mw0003570078","xa0000000703"
"mw0003570078","xa0000000726"
"mw0003570078","xa0000001071"
"mw0003570078","xa0000001112"
"mw0003570078","xa0000001018"
"mw0003570078","xa0000001005"
"mw0003570078","xa0000000702"
"mw0003570078","xa0000000980"
"mw0003570078","xa0000000997"
"mw0003570078","xa0000001113"
"mw0003570078","xa0000000749"
"mw0003570078","xa0000000949"
"mw0003570078","xa0000001029"
"mw0003570078","xa0000000759"
"mw0003536379","xa0000000703"
"mw0003536379","xa0000001018"
"mw0003536379","xa0000001112"
"mw0003536379","xa0000001118"
"mw0003536379","xa0000001122"
"mw0003536379","xa0000000695"
"mw0003536379","xa0000000966"
"mw0003536379","xa0000001020"
"mw0003536379","xa0000001070"
"mw0003536379","xa0000001091"
"mw0003536379","xa0000001126"
"mw0003536379","xa0000001137"
"mw0003536379","xa0000000694"
"mw0003536379","xa0000001017"
"mw0003536379","xa0000001032"
"mw0003536379","xa0000001033"
"mw0003536379","xa0000001075"
"mw0003536379","xa0000001093"
"mw0003536379","xa0000000767"
"mw0003536379","xa0000000772"
"mw0003536379","xa0000000699"
"mw0003536379","xa0000001003"
"mw0003536379","xa0000000752"
"mw0003536379","xa0000001095"
"mw0003536379","xa0000000954"
"mw0003536379","xa0000000979"
"mw0003536379","xa0000001014"
"mw0003522497","xa0000000703"
"mw0003522497","xa0000001005"
"mw0003522497","xa0000000759"
"mw0003522497","xa0000000699"
"mw0003522497","xa0000000958"
"mw0003522497","xa0000000979"
"mw0003522497","xa0000000993"
"mw0003522497","xa0000001014"
"mw0003522497","xa0000001067"
"mw0003522497","xa0000001112"
"mw0003522497","xa0000001116"
"mw0003522497","xa0000001129"
"mw0003522497","xa0000000748"
"mw0003522497","xa0000000991"
"mw0003460145","xa0000000702"
"mw0003460145","xa0000000704"
"mw0003460145","xa0000000990"
"mw0003460145","xa0000000728"
"mw0003460145","xa0000001127"
"mw0003460145","xa0000000750"
"mw0003570088","xa0000001080"
"mw0003570088","xa0000000759"
"mw0003570088","xa0000001081"
"mw0003570088","xa0000000748"
"mw0003570088","ma0000005462"
"mw0003570088","xa0000000951"
"mw0003570088","xa0000000980"
"mw0003570088","xa0000000991"
"mw0003570088","xa0000001030"
"mw0003570088","xa0000001067"
"mw0003570088","xa0000001118"
"mw0003570088","xa0000000774"
"mw0003570088","xa0000000934"
"mw0003570088","xa0000000981"
"mw0003433388","xa0000001101"
"mw0003433388","xa0000000941"
"mw0003433388","xa0000000964"
"mw0003433388","xa0000000708"
"mw0003433388","xa0000000709"
"mw0003433388","xa0000000987"
"mw0003433388","xa0000000991"
"mw0003433388","xa0000000994"
"mw0003433388","xa0000001055"
"mw0003433388","xa0000000753"
"mw0003433388","xa0000001100"
"mw0003433388","xa0000001120"
"mw0003433388","xa0000000749"
"mw0003433388","xa0000000701"
"mw0003433388","xa0000000993"
"mw0003433388","xa0000001000"
"mw0003433388","xa0000000719"
"mw0003433388","xa0000001054"
"mw0003433388","xa0000000985"
"mw0003456694","xa0000000941"
"mw0003456694","xa0000000748"
"mw0003456694","xa0000000972"
"mw0003456694","xa0000000709"
"mw0003456694","xa0000000991"
"mw0003456694","xa0000001441"
"mw0003456694","xa0000000998"
"mw0003456694","xa0000000713"
"mw0003456694","xa0000001011"
"mw0003456694","xa0000001036"
"mw0003456694","xa0000001037"
"mw0003456694","xa0000001040"
"mw0003456694","xa0000001127"
"mw0003456694","xa0000000738"
"mw0003456694","xa0000000743"
"mw0003456694","xa0000001076"
"mw0003456694","xa0000000755"
"mw0003456694","xa0000000756"
"mw0003456694","xa0000000765"
"mw0003456694","xa0000001096"
"mw0003456694","xa0000001102"
"mw0003457541","xa0000000932"
"mw0003457541","xa0000000937"
"mw0003457541","xa0000000952"
"mw0003457541","xa0000000959"
"mw0003457541","xa0000000704"
"mw0003457541","xa0000000964"
"mw0003457541","xa0000000748"
"mw0003457541","xa0000000967"
"mw0003457541","xa0000000972"
"mw0003457541","xa0000000980"
"mw0003457541","xa0000000987"
"mw0003457541","xa0000000988"
"mw0003457541","xa0000000991"
"mw0003457541","xa0000000711"
"mw0003457541","xa0000001441"
"mw0003457541","xa0000001003"
"mw0003457541","xa0000000713"
"mw0003457541","xa0000001011"
"mw0003457541","xa0000000722"
"mw0003457541","xa0000001030"
"mw0003457541","xa0000001036"
"mw0003457541","xa0000000726"
"mw0003457541","xa0000001037"
"mw0003457541","xa0000001127"
"mw0003457541","xa0000001052"
"mw0003457541","xa0000001057"
"mw0003457541","xa0000000745"
"mw0003457541","xa0000001067"
"mw0003457541","xa0000001439"
"mw0003457541","xa0000001079"
"mw0003457541","xa0000001100"
"mw0003457541","xa0000001444"
"mw0003457541","xa0000001138"
"mw0003457541","xa0000001140"
"mw0003554430","xa0000000934"
"mw0003554430","xa0000000959"
"mw0003554430","xa0000000963"
"mw0003554430","xa0000000964"
"mw0003554430","xa0000001005"
"mw0003554430","xa0000000721"
"mw0003554430","xa0000001031"
"mw0003554430","xa0000001062"
"mw0003554430","xa0000001067"
"mw0003554430","xa0000001068"
"mw0003554430","xa0000001069"
"mw0003554430","xa0000001076"
"mw0003554430","xa0000000753"
"mw0003554430","xa0000001100"
"mw0003554430","xa0000001103"
"mw0003554430","xa0000001113"
"mw0003554430","xa0000000773"
"mw0003554430","xa0000001142"
"mw0003554430","xa0000000988"
"mw0003554430","xa0000001008"
"mw0003554430","xa0000000722"
"mw0003554430","xa0000001077"
"mw0003554430","xa0000000941"
"mw0003554430","xa0000000708"
"mw0003554430","xa0000000980"
"mw0003554430","xa0000000987"
"mw0003554430","xa0000000990"
"mw0003554430","xa0000000991"
"mw0003554430","xa0000000997"
"mw0003554430","xa0000001036"
"mw0003554430","xa0000000726"
"mw0003554430","xa0000000756"
"mw0003554430","xa0000000759"
"mw0003554430","xa0000001088"
"mw0003554430","xa0000001089"
"mw0003554430","xa0000001108"
"mw0003554430","xa0000001111"
"mw0003554430","xa0000001138"
"mw0003554430","xa0000001143"
"mw0003554430","xa0000001144"
"mw0003554968","xa0000000933"
"mw0003554968","xa0000000958"
"mw0003554968","xa0000000748"
"mw0003554968","xa0000000966"
"mw0003554968","xa0000000708"
"mw0003554968","xa0000000721"
"mw0003554968","xa0000001027"
"mw0003554968","xa0000001070"
"mw0003554968","xa0000000753"
"mw0003554968","xa0000000696"
"mw0003554968","xa0000000954"
"mw0003554968","xa0000000706"
"mw0003554968","xa0000000747"
"mw0003554968","xa0000000750"
"mw0003554968","xa0000000694"
"mw0003554968","xa0000000941"
"mw0003554968","xa0000000970"
"mw0003554968","xa0000001015"
"mw0003554968","xa0000001038"
"mw0003554968","xa0000001045"
"mw0003554968","xa0000000736"
"mw0003554968","xa0000001055"
"mw0003554968","xa0000001074"
"mw0003554968","xa0000001100"
"mw0003554968","xa0000000697"
"mw0003554968","xa0000001136"
"mw0003554968","xa0000000949"
"mw0003554968","xa0000001440"
"mw0003554968","xa0000000985"
"mw0003554968","xa0000000994"
"mw0003554968","xa0000001001"
"mw0003554968","xa0000001014"
"mw0003554968","xa0000001048"
"mw0003554968","xa0000000759"
"mw0003554968","xa0000000772"
"mw0003554968","xa0000001120"
"mw0003554968","xa0000000991"
"mw0003554968","xa0000000992"
"mw0003554968","xa0000001020"
"mw0003554968","xa0000001073"
"mw0003554968","xa0000000762"
"mw0003554968","xa0000000777"
"mw0003554968","xa0000000776"
"mw0003554968","xa0000001129"
"mw0003554968","xa0000001131"
"mw0003554968","xa0000001133"
"mw0003554968","xa0000001135"
"mw0003554968","xa0000001444"
"mw0003554968","xa0000000733"
"mw0003554968","xa0000001000"
"mw0003554968","xa0000001002"
"mw0003554968","xa0000000741"
"mw0003554968","xa0000001098"
"mw0003554968","xa0000000999"
"mw0003558126","xa0000001057"
"mw0003558126","xa0000001088"
"mw0003558126","xa0000001129"
"mw0003558126","xa0000000941"
"mw0003558126","xa0000000977"
"mw0003558126","xa0000000719"
"mw0003558126","xa0000000759"
"mw0003558126","xa0000001105"
"mw0003558126","xa0000000932"
"mw0003558126","xa0000000748"
"mw0003558126","xa0000000980"
"mw0003558126","xa0000000713"
"mw0003558126","xa0000000722"
"mw0003558126","xa0000000732"
"mw0003558126","xa0000001062"
"mw0003558126","xa0000001064"
"mw0003558126","xa0000001075"
"mw0003558126","xa0000001447"
"mw0003558126","xa0000001112"
"mw0003558126","xa0000000946"
"mw0003558126","xa0000000952"
"mw0003558126","xa0000000981"
"mw0003558126","xa0000001001"
"mw0003558126","xa0000001032"
"mw0003558126","xa0000001033"
"mw0003558126","xa0000000746"
"mw0003558126","xa0000001099"
"mw0003558126","xa0000001116"
"mw0003558126","xa0000001138"
"mw0003560904","xa0000000990"
"mw0003560904","xa0000001003"
"mw0003560904","xa0000000713"
"mw0003560904","xa0000001040"
"mw0003560904","xa0000001127"
"mw0003560904","xa0000001056"
"mw0003560904","xa0000001058"
"mw0003560904","xa0000001076"
"mw0003611319","xa0000000943"
"mw0003611319","xa0000000980"
"mw0003611319","xa0000001057"
"mw0003611319","xa0000000981"
"mw0003611319","xa0000000722"
"mw0003611319","xa0000001070"
"mw0003611319","xa0000000743"
"mw0003611319","xa0000000753"
"mw0003611319","xa0000001088"
"mw0003611319","xa0000000695"
"mw0003611319","xa0000000946"
"mw0003611319","xa0000000954"
"mw0003611319","xa0000000966"
"mw0003611319","xa0000000983"
"mw0003611319","xa0000001032"
"mw0003611319","xa0000001044"
"mw0003611319","xa0000001046"
"mw0003611319","xa0000001066"
"mw0003611319","xa0000001072"
"mw0003611319","xa0000000759"
"mw0003611319","xa0000001098"
"mw0003611319","xa0000001136"
"mw0003611319","xa0000001139"
"mw0003611319","xa0000000931"
"mw0003611319","xa0000000933"
"mw0003611319","xa0000000935"
"mw0003611319","xa0000000945"
"mw0003611319","xa0000000949"
"mw0003611319","xa0000000958"
"mw0003611319","xa0000000964"
"mw0003611319","xa0000000976"
"mw0003611319","xa0000001017"
"mw0003611319","xa0000001036"
"mw0003611319","xa0000001054"
"mw0003611319","xa0000000745"
"mw0003611319","xa0000001068"
"mw0003611319","xa0000001082"
"mw0003611319","xa0000000761"
"mw0003611319","xa0000000773"
"mw0003611319","xa0000001142"
"mw0003611319","xa0000001008"
"mw0003611319","xa0000000714"
"mw0003611319","xa0000000734"
"mw0003611319","xa0000001081"
"mw0003611319","xa0000000694"
"mw0003614152","xa0000000748"
"mw0003614152","xa0000000979"
"mw0003614152","xa0000001018"
"mw0003614152","xa0000001032"
"mw0003614152","xa0000001112"
"mw0003614152","xa0000001118"
"mw0003614152","xa0000001143"
"mw0003614152","xa0000000703"
"mw0003614152","xa0000000707"
"mw0003614152","xa0000000694"
"mw0003614152","xa0000000934"
"mw0003614152","xa0000000949"
"mw0003614152","xa0000000983"
"mw0003614152","xa0000001094"
"mw0003614152","xa0000001122"
"mw0003614152","xa0000001075"
"mw0003614152","xa0000001113"
"mw0003614152","xa0000000699"
"mw0003614152","xa0000000988"
"mw0003614152","xa0000001005"
"mw0003614152","xa0000001017"
"mw0003614152","xa0000001045"
"mw0003614152","xa0000001120"
"mw0003614152","xa0000001055"
"mw0003617509","xa0000000959"
"mw0003617509","xa0000001023"
"mw0003617509","xa0000000753"
"mw0003617509","xa0000000933"
"mw0003617509","xa0000000941"
"mw0003617509","xa0000000748"
"mw0003617509","xa0000001077"
"mw0003617509","xa0000001096"
"mw0003617509","xa0000001097"
"mw0003617509","xa0000000775"
"mw0003617509","xa0000000934"
"mw0003617509","xa0000000701"
"mw0003617509","xa0000000964"
"mw0003617509","xa0000001031"
"mw0003617509","xa0000000755"
"mw0003617509","xa0000001070"
"mw0003618879","xa0000000702"
"mw0003618879","xa0000000979"
"mw0003618879","xa0000001005"
"mw0003618879","xa0000001031"
"mw0003618879","xa0000001088"
"mw0003618879","xa0000001101"
"mw0003618879","xa0000001105"
"mw0003618879","xa0000000749"
"mw0003618879","xa0000001140"
"mw0003618879","xa0000000934"
"mw0003618879","xa0000000991"
"mw0003618879","xa0000001034"
"mw0003618879","xa0000001044"
"mw0003618879","xa0000001046"
"mw0003618879","xa0000001057"
"mw0003618879","xa0000001066"
"mw0003618879","xa0000000755"
"mw0003618879","xa0000001080"
"mw0003618879","xa0000001099"
"mw0003618879","xa0000001116"
"mw0003618879","xa0000000701"
