"album_id","album_name","duration","release_date","all_music_rating","url"
"mw0003466671","songs from stage & screen","01:15:44",2021-02-05,NA,"https://www.allmusic.com/album/songs-from-stage-screen-mw0003466671"
"mw0003467444","john morales presents teena marie: love songs & funky beats - remixed with loving devotion","02:14:22",2021-03-26,NA,"https://www.allmusic.com/album/john-morales-presents-teena-marie-love-songs-funky-beats-remixed-with-loving-devotion-mw0003467444"
"mw0003467922","love goes: live at abbey road studios","48:54",2021-02-12,NA,"https://www.allmusic.com/album/love-goes-live-at-abbey-road-studios-mw0003467922"
"mw0003468806","pieces of a woman [music from the netflix film]","30:07",2021-01-08,NA,"https://www.allmusic.com/album/pieces-of-a-woman-music-from-the-netflix-film--mw0003468806"
"mw0003505594","ayer, hoy y siempre con…","01:57:37",2021-03-31,NA,"https://www.allmusic.com/album/ayer-hoy-y-siempre-con%A6-mw0003505594"
"mw0003509628","now serving: royal tea live from the ryman",NA,2021-05-21,NA,"https://www.allmusic.com/album/now-serving-royal-tea-live-from-the-ryman-mw0003509628"
"mw0003512765","positivo: acústico","01:05:54",2021-04-16,NA,"https://www.allmusic.com/album/positivo-ac%C3%BAstico-mw0003512765"
"mw0003514803","songs of faith","13:23",2021-04-02,NA,"https://www.allmusic.com/album/songs-of-faith-mw0003514803"
"mw0003598111","memories of 2020 [video]",NA,2021-08-13,NA,"https://www.allmusic.com/album/memories-of-2020-video--mw0003598111"
"mw0003598718","the nowhere inn","29:15",2021-09-17,NA,"https://www.allmusic.com/album/the-nowhere-inn-mw0003598718"
"mw0003599999","i dream of christmas","42:21",2021-10-15,NA,"https://www.allmusic.com/album/i-dream-of-christmas-mw0003599999"
"mw0003601791","the latest shade of blue: the columbia recordings 1973-1976","04:22:14",2021-11-05,NA,"https://www.allmusic.com/album/the-latest-shade-of-blue-the-columbia-recordings-1973-1976-mw0003601791"
"mw0003601847","this thing of ours 2","11:48",2021-10-08,NA,"https://www.allmusic.com/album/this-thing-of-ours-2-mw0003601847"
"mw0003602003","miracle baby","02:31",2021-10-02,NA,"https://www.allmusic.com/album/miracle-baby-mw0003602003"
"mw0003602489","nobles",NA,2021-04-23,NA,"https://www.allmusic.com/album/nobles-mw0003602489"
"mw0003603982","shine","06:27",2021-10-07,NA,"https://www.allmusic.com/album/shine-mw0003603982"
"mw0003604393","bad blood: the mayan albums 2002-2005",NA,2021-12-10,NA,"https://www.allmusic.com/album/bad-blood-the-mayan-albums-2002-2005-mw0003604393"
"mw0003606032","watch the sound with mark ronson [original tv soundtrack]","16:39",2021-07-30,NA,"https://www.allmusic.com/album/watch-the-sound-with-mark-ronson-original-tv-soundtrack--mw0003606032"
"mw0003607197","christmas calling (jolly jones)","03:20",2021-10-01,NA,"https://www.allmusic.com/album/christmas-calling-jolly-jones-mw0003607197"
"mw0003542569","higher ground",NA,2021-07-06,NA,"https://www.allmusic.com/album/higher-ground-mw0003542569"
"mw0003542644","making memories","56:13",2021-07-30,NA,"https://www.allmusic.com/album/making-memories-mw0003542644"
"mw0003543246","tesoros de coleccion, vol. 2",NA,2021-04-09,NA,"https://www.allmusic.com/album/tesoros-de-coleccion-vol-2-mw0003543246"
"mw0003543891","peaches","03:49",NA,NA,"https://www.allmusic.com/album/peaches-mw0003543891"
"mw0003544259","live at the shoals theatre, june 15, 2014","02:18:11",2021-06-04,NA,"https://www.allmusic.com/album/live-at-the-shoals-theatre-june-15-2014-mw0003544259"
"mw0003544420","out on a hill",NA,2021-07-13,NA,"https://www.allmusic.com/album/out-on-a-hill-mw0003544420"
"mw0003546094","gladys knight & the pips [good time]","31:53",2021-05-05,NA,"https://www.allmusic.com/album/gladys-knight-the-pips-good-time--mw0003546094"
"mw0003547178","somewhere with devo",NA,2021-06-12,NA,"https://www.allmusic.com/album/somewhere-with-devo-mw0003547178"
"mw0003547227","singles","26:20",2021-07-09,NA,"https://www.allmusic.com/album/singles-mw0003547227"
"mw0003547510","empathy",NA,2021-08-27,NA,"https://www.allmusic.com/album/empathy-mw0003547510"
"mw0003547604","nea kipseli; nea orleani","01:08",2021-06-18,NA,"https://www.allmusic.com/album/nea-kipseli-nea-orleani-mw0003547604"
"mw0003547958","f.f.o.e.","22:52",2021-06-04,NA,"https://www.allmusic.com/album/ffoe-mw0003547958"
"mw0003549542","re-union","54:04",2021-08-06,NA,"https://www.allmusic.com/album/re-union-mw0003549542"
"mw0003550158","spin it faster","03:56",2021-07-09,NA,"https://www.allmusic.com/album/spin-it-faster-mw0003550158"
"mw0003818851","making memories","03:33",2021-06-08,NA,"https://www.allmusic.com/album/making-memories-mw0003818851"
"mw0003722277","sus éxitos de los 60, vol. 3","01:12:15",2021-12-03,NA,"https://www.allmusic.com/album/sus-%C3xitos-de-los-60-vol-3-mw0003722277"
"mw0003470851","your love (9pm)","02:30",2021-01-15,NA,"https://www.allmusic.com/album/your-love-9pm-mw0003470851"
"mw0003472545","kash only","34:39",2021-01-22,5,"https://www.allmusic.com/album/kash-only-mw0003472545"
"mw0003472921","european tour 2019",NA,2021-01-22,NA,"https://www.allmusic.com/album/european-tour-2019-mw0003472921"
"mw0003472954","memories of a tunicate",NA,2021-01-22,NA,"https://www.allmusic.com/album/memories-of-a-tunicate-mw0003472954"
"mw0003473353","water bed","01:45",2021-01-22,NA,"https://www.allmusic.com/album/water-bed-mw0003473353"
"mw0003473748","carry the fire",NA,2021-01-28,NA,"https://www.allmusic.com/album/carry-the-fire-mw0003473748"
"mw0003475561","lo más romántico de","57:42",2021-01-22,NA,"https://www.allmusic.com/album/lo-m%C3%A1s-rom%C3%A1ntico-de-mw0003475561"
"mw0003475992","al jarreau works",NA,2021-04-02,NA,"https://www.allmusic.com/album/al-jarreau-works-mw0003475992"
"mw0003476097","his ultimate collection",NA,2021-02-05,NA,"https://www.allmusic.com/album/his-ultimate-collection-mw0003476097"
"mw0003476583","lo más romántico de","01:03:48",2021-01-29,NA,"https://www.allmusic.com/album/lo-m%C3%A1s-rom%C3%A1ntico-de-mw0003476583"
"mw0003476869","básicos","20:54",2021-01-28,NA,"https://www.allmusic.com/album/b%C3%A1sicos-mw0003476869"
"mw0003477558","orchestrating my life: live",NA,2021-02-14,NA,"https://www.allmusic.com/album/orchestrating-my-life-live-mw0003477558"
"mw0003478074","lo más romántico de","01:04:18",2021-01-22,NA,"https://www.allmusic.com/album/lo-m%C3%A1s-rom%C3%A1ntico-de-mw0003478074"
"mw0003478894","selected works 1985-2005",NA,2021-03-05,NA,"https://www.allmusic.com/album/selected-works-1985-2005-mw0003478894"
"mw0003479413","the little things [original motion picture soundtrack]",NA,2021-01-29,NA,"https://www.allmusic.com/album/the-little-things-original-motion-picture-soundtrack--mw0003479413"
"mw0003479466","ivory emperor 1954-1962 sides",NA,2021-02-26,NA,"https://www.allmusic.com/album/ivory-emperor-1954-1962-sides-mw0003479466"
"mw0003635245","liszt: s'il est un charmant gazon, s. 284","03:07",2021-09-24,NA,"https://www.allmusic.com/album/liszt-sil-est-un-charmant-gazon-s-284-mw0003635245"
"mw0003718249","live in new york 1979","02:59:29",2021-11-19,NA,"https://www.allmusic.com/album/live-in-new-york-1979-mw0003718249"
"mw0003622932","picture show",NA,2021-11-12,NA,"https://www.allmusic.com/album/picture-show-mw0003622932"
"mw0003628635","by your side","20:46",2021-12-03,NA,"https://www.allmusic.com/album/by-your-side-mw0003628635"
"mw0003629263","christmas favourites",NA,2021-11-16,NA,"https://www.allmusic.com/album/christmas-favourites-mw0003629263"
"mw0003633649","escape plan / mafia","06:29",2021-11-05,NA,"https://www.allmusic.com/album/escape-plan-mafia-mw0003633649"
"mw0003566408","shine on","56:37",2021-07-30,NA,"https://www.allmusic.com/album/shine-on-mw0003566408"
"mw0003565118","live at ronnie scott's 1963",NA,2021-07-17,NA,"https://www.allmusic.com/album/live-at-ronnie-scotts-1963-mw0003565118"
"mw0003566142","jungle cruise [original motion picture soundtrack]","01:12:52",2021-07-30,NA,"https://www.allmusic.com/album/jungle-cruise-original-motion-picture-soundtrack--mw0003566142"
"mw0003564570","the montreux years","01:12:51",2021-08-27,NA,"https://www.allmusic.com/album/the-montreux-years-mw0003564570"
"mw0003566680","blues","29:01",2021-07-30,NA,"https://www.allmusic.com/album/blues-mw0003566680"
"mw0003568058","ballads","25:01",2021-08-27,NA,"https://www.allmusic.com/album/ballads-mw0003568058"
"mw0003568228","noturno","37:07",2021-07-30,NA,"https://www.allmusic.com/album/noturno-mw0003568228"
"mw0003569311","greatest hits, vol. 1","24:48",2021-08-01,NA,"https://www.allmusic.com/album/greatest-hits-vol-1-mw0003569311"
"mw0003569993","bo jackson","44:03",2021-08-13,NA,"https://www.allmusic.com/album/bo-jackson-mw0003569993"
"mw0003572548","volví","03:50",2021-08-03,NA,"https://www.allmusic.com/album/volv%C3%AD-mw0003572548"
"mw0003572743","this thing of ours",NA,2021-04-30,NA,"https://www.allmusic.com/album/this-thing-of-ours-mw0003572743"
"mw0003574032","the ultimate blue note collection","05:08:22",2021-10-01,NA,"https://www.allmusic.com/album/the-ultimate-blue-note-collection-mw0003574032"
"mw0003575025","in my heart",NA,2021-08-16,NA,"https://www.allmusic.com/album/in-my-heart-mw0003575025"
"mw0003575032","joy like a river",NA,2021-08-23,NA,"https://www.allmusic.com/album/joy-like-a-river-mw0003575032"
"mw0003575033","carry me home [2021]",NA,2021-08-20,NA,"https://www.allmusic.com/album/carry-me-home-2021--mw0003575033"
"mw0003575037","one of these days",NA,2021-08-26,NA,"https://www.allmusic.com/album/one-of-these-days-mw0003575037"
"mw0003575043","remember me",NA,2021-08-31,NA,"https://www.allmusic.com/album/remember-me-mw0003575043"
"mw0003528139","or textos, provas e desmentidos",NA,2021-07-30,NA,"https://www.allmusic.com/album/or-textos-provas-e-desmentidos-mw0003528139"
"mw0003529282","the best of [sony]","43:21",2021-07-16,NA,"https://www.allmusic.com/album/the-best-of-sony--mw0003529282"
"mw0003530909","butter","11:46",2021-05-21,NA,"https://www.allmusic.com/album/butter-mw0003530909"
"mw0003530958","blight",NA,2021-06-04,NA,"https://www.allmusic.com/album/blight-mw0003530958"
"mw0003536728","most wanted","29:56",2021-05-21,5,"https://www.allmusic.com/album/most-wanted-mw0003536728"
"mw0003538366","close your eyes","03:32",2021-06-18,NA,"https://www.allmusic.com/album/close-your-eyes-mw0003538366"
"mw0003538527","basses loaded! plus east coast jazz/5",NA,2021-03-05,NA,"https://www.allmusic.com/album/basses-loaded%21-plus-east-coast-jazz-5-mw0003538527"
"mw0003540196","run the world: season 1 [music from the starz original series]","28:30",2021-06-01,NA,"https://www.allmusic.com/album/run-the-world-season-1-music-from-the-starz-original-series--mw0003540196"
"mw0003660283","christmas for kids","14:16",2021-10-15,NA,"https://www.allmusic.com/album/christmas-for-kids-mw0003660283"
"mw0003701481","winter jones","19:15",2021-09-24,NA,"https://www.allmusic.com/album/winter-jones-mw0003701481"
"mw0003680926","sus éxitos de los 60, vol. 1","01:08:01",2021-10-29,NA,"https://www.allmusic.com/album/sus-%C3xitos-de-los-60-vol-1-mw0003680926"
"mw0003649011","wandered to la","03:10",2021-12-03,NA,"https://www.allmusic.com/album/wandered-to-la-mw0003649011"
"mw0003650107","music from remy's ratatouille adventure","09:14",2021-11-05,NA,"https://www.allmusic.com/album/music-from-remys-ratatouille-adventure-mw0003650107"
"mw0003651485","ruby's gems: ruby braff live at the king of france tavern",NA,2021-11-05,NA,"https://www.allmusic.com/album/rubys-gems-ruby-braff-live-at-the-king-of-france-tavern-mw0003651485"
"mw0003654413","electrif lycanthrope: live at ultra-sonic studios, 1974",NA,2021-11-26,NA,"https://www.allmusic.com/album/electrif-lycanthrope-live-at-ultra-sonic-studios-1974-mw0003654413"
"mw0003656268","sus exitos de los 60, vol. 2","01:10:11",2021-11-05,NA,"https://www.allmusic.com/album/sus-exitos-de-los-60-vol-2-mw0003656268"
"mw0003686463","what was","23:47",2021-09-17,NA,"https://www.allmusic.com/album/what-was-mw0003686463"
"mw0003587847","esp: the 808 state effect","01:41:57",2021-09-03,NA,"https://www.allmusic.com/album/esp-the-808-state-effect-mw0003587847"
"mw0003592565","i been thru a lot",NA,2021-08-13,NA,"https://www.allmusic.com/album/i-been-thru-a-lot-mw0003592565"
"mw0003592937","sharing locations","02:41",2021-08-27,NA,"https://www.allmusic.com/album/sharing-locations-mw0003592937"
"mw0003590717","show me your soul","04:04",2021-08-27,NA,"https://www.allmusic.com/album/show-me-your-soul-mw0003590717"
"mw0003596376","you will be found [from the “dear evan hansen” original motion picture soundtrack]","03:58",2021-09-17,NA,"https://www.allmusic.com/album/you-will-be-found-from-the-dear-evan-hansen-original-motion-picture-soundtrack--mw0003596376"
"mw0003596595","blue notes 2","03:50",2021-09-01,NA,"https://www.allmusic.com/album/blue-notes-2-mw0003596595"
"mw0003596648","brahms: piano concerto no. 2 [stereo]",NA,2021-06-23,NA,"https://www.allmusic.com/album/brahms-piano-concerto-no-2-stereo--mw0003596648"
"mw0003597796","covers from the brothers","43:07",2021-10-15,NA,"https://www.allmusic.com/album/covers-from-the-brothers-mw0003597796"
"mw0003836349","true: live at tipitina's",NA,2021-12-03,NA,"https://www.allmusic.com/album/true-live-at-tipitinas-mw0003836349"
"mw0003578553","misery lake",NA,2021-08-13,5,"https://www.allmusic.com/album/misery-lake-mw0003578553"
"mw0003577142","the complete r&b hit singles",NA,2021-10-01,NA,"https://www.allmusic.com/album/the-complete-r-b-hit-singles-mw0003577142"
"mw0003584035","don't go","02:48",2021-08-20,NA,"https://www.allmusic.com/album/dont-go-mw0003584035"
"mw0004051362","cycles [original score]",NA,2021-12-24,NA,"https://www.allmusic.com/album/cycles-original-score--mw0004051362"
"mw0003586918","kurtág: six moments musicaux; officium breve; dvořák: string quintet op. 97","01:03:13",2021-10-22,10,"https://www.allmusic.com/album/kurt%C3%A1g-six-moments-musicaux-officium-breve-dvo%C5%C3%A1k-string-quintet-op-97-mw0003586918"
"mw0003579030","poof","38:02",2021-09-24,8,"https://www.allmusic.com/album/poof-mw0003579030"
"mw0003440640","the shadow i remember","32:08",2021-02-26,9,"https://www.allmusic.com/album/the-shadow-i-remember-mw0003440640"
"mw0003555078","songs of hope: the essential joe hisaishi, vol. 2","02:10:31",2021-08-20,8,"https://www.allmusic.com/album/songs-of-hope-the-essential-joe-hisaishi-vol-2-mw0003555078"
"mw0003560019","tommy castro presents: a bluesman came to town","48:00",2021-09-17,8,"https://www.allmusic.com/album/tommy-castro-presents-a-bluesman-came-to-town-mw0003560019"
"mw0003490836","jubilee","36:58",2021-06-04,9,"https://www.allmusic.com/album/jubilee-mw0003490836"
"mw0003522816","consequences","34:37",2021-08-13,8,"https://www.allmusic.com/album/consequences-mw0003522816"
"mw0003527374","former things","40:25",2021-06-25,9,"https://www.allmusic.com/album/former-things-mw0003527374"
"mw0003494332","the blue elephant","45:49",2021-05-14,9,"https://www.allmusic.com/album/the-blue-elephant-mw0003494332"
"mw0003501752","jesup wagon","51:11",2021-05-07,9,"https://www.allmusic.com/album/jesup-wagon-mw0003501752"
"mw0003512649","fatigue","29:55",2021-06-25,9,"https://www.allmusic.com/album/fatigue-mw0003512649"
"mw0003474332","paris","53:05",2021-03-05,10,"https://www.allmusic.com/album/paris-mw0003474332"
"mw0003478758","january flower","42:17",2021-05-21,9,"https://www.allmusic.com/album/january-flower-mw0003478758"
"mw0003480114","skellig","56:06",2021-05-14,8,"https://www.allmusic.com/album/skellig-mw0003480114"
"mw0003565666","broken land 2","28:00",2021-07-16,9,"https://www.allmusic.com/album/broken-land-2-mw0003565666"
"mw0003568313","live from lafayette","01:02:43",2021-09-17,9,"https://www.allmusic.com/album/live-from-lafayette-mw0003568313"
"mw0003575271","book","42:02",2021-11-12,8,"https://www.allmusic.com/album/book-mw0003575271"
"mw0003590404","turn around: complete recordings 1964-1970","09:54:03",2021-10-29,8,"https://www.allmusic.com/album/turn-around-complete-recordings-1964-1970-mw0003590404"
"mw0003578428","time, tequila & therapy","40:01",2021-10-28,8,"https://www.allmusic.com/album/time-tequila-therapy-mw0003578428"
"mw0003580948","songwrights apothecary lab","01:00:47",2021-09-24,8,"https://www.allmusic.com/album/songwrights-apothecary-lab-mw0003580948"
"mw0003583911","live at the village vanguard [2021]","01:19:45",2021-11-26,8,"https://www.allmusic.com/album/live-at-the-village-vanguard-2021--mw0003583911"
"mw0003442919","start walkin' 1965-1976","01:12:21",2021-03-12,9,"https://www.allmusic.com/album/start-walkin-1965-1976-mw0003442919"
"mw0003501753","'til we meet again [live]","01:15:43",2021-04-16,7,"https://www.allmusic.com/album/til-we-meet-again-live--mw0003501753"
"mw0003468929","when you see yourself","51:26",2021-03-05,7,"https://www.allmusic.com/album/when-you-see-yourself-mw0003468929"
"mw0003512584","not in chronological order","29:39",2021-04-30,9,"https://www.allmusic.com/album/not-in-chronological-order-mw0003512584"
"mw0003604324","asin9ne","01:03:37",2021-10-08,7,"https://www.allmusic.com/album/asin9ne-mw0003604324"
"mw0003604898","live in brighton 1975","01:31:11",2021-12-03,7,"https://www.allmusic.com/album/live-in-brighton-1975-mw0003604898"
"mw0003575282","the beautiful liar","35:55",2021-09-24,9,"https://www.allmusic.com/album/the-beautiful-liar-mw0003575282"
"mw0003457195","concertos for mallet instruments: alrich, jenkins, rorem","01:10:54",2021-01-15,9,"https://www.allmusic.com/album/concertos-for-mallet-instruments-alrich-jenkins-rorem-mw0003457195"
"mw0003558879","phantasmagoria or a different kind of journey","01:01:42",2021-10-15,9,"https://www.allmusic.com/album/phantasmagoria-or-a-different-kind-of-journey-mw0003558879"
"mw0003562056","mozart: violin concertos, vol. 1 - kv 216 & kv 218, violin sonata kv 304","56:24",2021-09-03,9,"https://www.allmusic.com/album/mozart-violin-concertos-vol-1-kv-216-kv-218-violin-sonata-kv-304-mw0003562056"
"mw0003487964","justice","45:25",2021-03-19,7,"https://www.allmusic.com/album/justice-mw0003487964"
"mw0003618880","what you expect","18:54",2021-10-29,7,"https://www.allmusic.com/album/what-you-expect-mw0003618880"
"mw0003521618","the golden casket","50:22",2021-06-25,7,"https://www.allmusic.com/album/the-golden-casket-mw0003521618"
"mw0003493390","let the soil play its simple part","42:43",2021-04-23,9,"https://www.allmusic.com/album/let-the-soil-play-its-simple-part-mw0003493390"
"mw0003494116","pink noise","37:35",2021-07-02,9,"https://www.allmusic.com/album/pink-noise-mw0003494116"
"mw0003465069","still dreaming","31:24",2021-01-19,8,"https://www.allmusic.com/album/still-dreaming-mw0003465069"
"mw0003465815","children of the sun: complete recordings 1965-1966","01:38:11",2021-02-26,10,"https://www.allmusic.com/album/children-of-the-sun-complete-recordings-1965-1966-mw0003465815"
"mw0003469455","heaux tales",NA,2021-01-08,7,"https://www.allmusic.com/album/heaux-tales-mw0003469455"
"mw0003601733","nico muhly: throughline","18:46",2021-08-27,9,"https://www.allmusic.com/album/nico-muhly-throughline-mw0003601733"
"mw0003423003","everything's gonna be alright","44:58",2021-02-12,NA,"https://www.allmusic.com/album/everythings-gonna-be-alright-mw0003423003"
"mw0003451328","live '83","01:18:30",2021-01-08,NA,"https://www.allmusic.com/album/live-83-mw0003451328"
"mw0003451932","legacy","01:28:18",2021-02-05,NA,"https://www.allmusic.com/album/legacy-mw0003451932"
"mw0003452867","lines redacted","47:20",2021-02-12,5,"https://www.allmusic.com/album/lines-redacted-mw0003452867"
"mw0003454070","still running",NA,2021-01-15,NA,"https://www.allmusic.com/album/still-running-mw0003454070"
"mw0004034295","essentials [#2]","01:21:07",2021-05-10,NA,"https://www.allmusic.com/album/essentials-2--mw0004034295"
"mw0003967359","kilogram","25:17",2021-02-12,NA,"https://www.allmusic.com/album/kilogram-mw0003967359"
"mw0003552468","lost not forgotten archives: train of thought instrumental demos (2003)","01:07:10",2021-08-27,NA,"https://www.allmusic.com/album/lost-not-forgotten-archives-train-of-thought-instrumental-demos-2003-mw0003552468"
"mw0003553541","the sparkle and romance of victor herbert","32:35",2021-07-23,NA,"https://www.allmusic.com/album/the-sparkle-and-romance-of-victor-herbert-mw0003553541"
"mw0003556017","no sudden move [original motion picture soundtrack]",NA,2021-07-02,NA,"https://www.allmusic.com/album/no-sudden-move-original-motion-picture-soundtrack--mw0003556017"
"mw0003556887","stronger [from the netflix series ""we the people""]",NA,2021-07-02,NA,"https://www.allmusic.com/album/stronger-from-the-netflix-series-we-the-people--mw0003556887"
"mw0003557224","live from telluride","20:52",2021-07-13,NA,"https://www.allmusic.com/album/live-from-telluride-mw0003557224"
"mw0003557929","wrath","22:39",2021-07-09,NA,"https://www.allmusic.com/album/wrath-mw0003557929"
"mw0003558408","duel dub at king tubby's",NA,2021-08-13,NA,"https://www.allmusic.com/album/duel-dub-at-king-tubbys-mw0003558408"
"mw0003558631","faith","56:16",2021-07-16,3,"https://www.allmusic.com/album/faith-mw0003558631"
"mw0003559023","that's what love is","03:32",2021-07-16,NA,"https://www.allmusic.com/album/thats-what-love-is-mw0003559023"
"mw0003559899","the jazz mettal eps","37:41",2021-09-03,NA,"https://www.allmusic.com/album/the-jazz-mettal-eps-mw0003559899"
"mw0003559951","soul searchin'","41:06",2021-09-24,NA,"https://www.allmusic.com/album/soul-searchin-mw0003559951"
"mw0003560777","de museo","03:29",2021-07-06,NA,"https://www.allmusic.com/album/de-museo-mw0003560777"
"mw0003563540","hecho a la antigua","02:11:22",2021-07-23,NA,"https://www.allmusic.com/album/hecho-a-la-antigua-mw0003563540"
"mw0003563765","absence [single]","06:55",2021-08-27,NA,"https://www.allmusic.com/album/absence-single--mw0003563765"
"mw0003563882","splendido!: the italian singles collection","01:27:02",2021-08-27,NA,"https://www.allmusic.com/album/splendido%21-the-italian-singles-collection-mw0003563882"
"mw0003482902","death & the magician","33:40",2021-02-26,NA,"https://www.allmusic.com/album/death-the-magician-mw0003482902"
"mw0003484740","nocturnal chill","26:55",2021-02-14,NA,"https://www.allmusic.com/album/nocturnal-chill-mw0003484740"
"mw0003480318","legacy +",NA,2021-02-05,NA,"https://www.allmusic.com/album/legacy--mw0003480318"
"mw0003480328","stop the hate",NA,2021-02-05,NA,"https://www.allmusic.com/album/stop-the-hate-mw0003480328"
"mw0003484343","covers, demos y otras travesuras de blanco","01:04:22",2021-02-12,NA,"https://www.allmusic.com/album/covers-demos-y-otras-travesuras-de-blanco-mw0003484343"
"mw0003483912","the dawn collection","20:44",2021-01-29,NA,"https://www.allmusic.com/album/the-dawn-collection-mw0003483912"
"mw0003487202","the verve years","10:08",2021-02-24,NA,"https://www.allmusic.com/album/the-verve-years-mw0003487202"
"mw0003487818","remembering","03:54:42",2021-02-22,NA,"https://www.allmusic.com/album/remembering-mw0003487818"
"mw0003489295","chicago blues of sunnyland slim: rockin', rollin', tumblin' & slippin' 1948-1954",NA,2021-03-19,NA,"https://www.allmusic.com/album/chicago-blues-of-sunnyland-slim-rockin-rollin-tumblin-slippin-1948-1954-mw0003489295"
"mw0003489398","sunrise reprise","54:42",2021-05-14,NA,"https://www.allmusic.com/album/sunrise-reprise-mw0003489398"
"mw0003485939","the jazz","19:40",2021-05-14,NA,"https://www.allmusic.com/album/the-jazz-mw0003485939"
"mw0003488896","the early years: his debut recordings","40:45",2021-04-30,NA,"https://www.allmusic.com/album/the-early-years-his-debut-recordings-mw0003488896"
"mw0003486128","bed",NA,2021-02-19,NA,"https://www.allmusic.com/album/bed-mw0003486128"
"mw0003610533","collected",NA,2021-12-03,NA,"https://www.allmusic.com/album/collected-mw0003610533"
"mw0003611302","coffret",NA,2021-11-26,NA,"https://www.allmusic.com/album/coffret-mw0003611302"
"mw0003612288","when hollywood meets paris",NA,2021-10-08,NA,"https://www.allmusic.com/album/when-hollywood-meets-paris-mw0003612288"
"mw0003614050","et après",NA,2021-11-26,NA,"https://www.allmusic.com/album/et-apr%C3%A8s-mw0003614050"
"mw0003614081","hope","21:31",2021-10-01,NA,"https://www.allmusic.com/album/hope-mw0003614081"
"mw0003614542","route 84 quarantine blues","49:52",2021-11-19,NA,"https://www.allmusic.com/album/route-84-quarantine-blues-mw0003614542"
"mw0003616466","at the chestnut cabaret",NA,2021-12-10,NA,"https://www.allmusic.com/album/at-the-chestnut-cabaret-mw0003616466"
"mw0003518657","remixed [terry hunter remixes]","52:11",2021-04-02,NA,"https://www.allmusic.com/album/remixed-terry-hunter-remixes--mw0003518657"
"mw0003518826","the collection 1952-1962","02:24:05",2021-06-04,NA,"https://www.allmusic.com/album/the-collection-1952-1962-mw0003518826"
"mw0003519391","tenderoni vibes","25:59",2021-03-05,NA,"https://www.allmusic.com/album/tenderoni-vibes-mw0003519391"
"mw0003521391","last orders!",NA,2021-06-26,NA,"https://www.allmusic.com/album/last-orders%21-mw0003521391"
"mw0003524512","theme from b positive",NA,2021-05-07,NA,"https://www.allmusic.com/album/theme-from-b-positive-mw0003524512"
"mw0003525305","one way out","04:03",2021-05-25,NA,"https://www.allmusic.com/album/one-way-out-mw0003525305"
"mw0003492278","singles collection",NA,2021-03-26,NA,"https://www.allmusic.com/album/singles-collection-mw0003492278"
"mw0003493512","vivir la vida","31:04",2021-02-26,NA,"https://www.allmusic.com/album/vivir-la-vida-mw0003493512"
"mw0003492712","trace 25: still dreamin' out loud","32:44",2021-02-27,NA,"https://www.allmusic.com/album/trace-25-still-dreamin-out-loud-mw0003492712"
"mw0003495693","slow clap","02:30",2021-03-11,NA,"https://www.allmusic.com/album/slow-clap-mw0003495693"
"mw0003498064","big tree energy","27:24",2021-03-12,NA,"https://www.allmusic.com/album/big-tree-energy-mw0003498064"
"mw0003498479","disclosure classics","27:25",2021-03-19,NA,"https://www.allmusic.com/album/disclosure-classics-mw0003498479"
"mw0003499378","sa-ba-holla! two sides of lonnie mack: fraternity recordings 1963-1967",NA,2021-05-07,NA,"https://www.allmusic.com/album/sa-ba-holla%21-two-sides-of-lonnie-mack-fraternity-recordings-1963-1967-mw0003499378"
"mw0003500774","the director's cut collection, vol. 3",NA,2021-04-02,NA,"https://www.allmusic.com/album/the-directors-cut-collection-vol-3-mw0003500774"
"mw0003460060","back to those charleston days","01:11:57",2021-01-15,NA,"https://www.allmusic.com/album/back-to-those-charleston-days-mw0003460060"
"mw0003467191","coffee lounge: a journey around the world of coffee","01:17:50",2021-01-15,NA,"https://www.allmusic.com/album/coffee-lounge-a-journey-around-the-world-of-coffee-mw0003467191"
"mw0003467291","winter garden","57:38",2021-03-26,NA,"https://www.allmusic.com/album/winter-garden-mw0003467291"
"mw0003467406","mazza","02:52",2021-01-05,NA,"https://www.allmusic.com/album/mazza-mw0003467406"
"mw0003467921","the go-go's",NA,2021-02-05,NA,"https://www.allmusic.com/album/the-go-gos-mw0003467921"
"mw0003468047","the first farewell","31:14",2021-04-09,NA,"https://www.allmusic.com/album/the-first-farewell-mw0003468047"
"mw0003469340","rarities","01:18:55",2021-02-19,NA,"https://www.allmusic.com/album/rarities-mw0003469340"
"mw0003504093","oblivion","00:11",2021-04-15,NA,"https://www.allmusic.com/album/oblivion-mw0003504093"
"mw0003506349","jesus in the ghetto","02:54",2021-03-26,NA,"https://www.allmusic.com/album/jesus-in-the-ghetto-mw0003506349"
"mw0003506883","convocations","02:29:43",2021-05-06,NA,"https://www.allmusic.com/album/convocations-mw0003506883"
"mw0003506884","celebration",NA,2021-04-30,NA,"https://www.allmusic.com/album/celebration-mw0003506884"
"mw0003506885","lamentation",NA,2021-04-16,NA,"https://www.allmusic.com/album/lamentation-mw0003506885"
"mw0003506886","meditation",NA,2021-04-09,NA,"https://www.allmusic.com/album/meditation-mw0003506886"
"mw0003506887","incantation",NA,2021-05-06,NA,"https://www.allmusic.com/album/incantation-mw0003506887"
"mw0003506888","revelation",NA,2021-04-23,NA,"https://www.allmusic.com/album/revelation-mw0003506888"
"mw0003506994","rammellzee","27:27",2021-03-26,NA,"https://www.allmusic.com/album/rammellzee-mw0003506994"
