"album_id","style_id"
"mw0003481169","ma0000002829"
"mw0003481169","ma0000013414"
"mw0003481169","ma0000002800"
"mw0003481169","ma0000004459"
"mw0003481169","ma0000002593"
"mw0003485742","ma0000002855"
"mw0003521097","ma0000011955"
"mw0003521097","ma0000002865"
"mw0003521097","ma0000004425"
"mw0003521097","ma0000002969"
"mw0003522147","ma0000004545"
"mw0003522147","ma0000012242"
"mw0003522147","ma0000011905"
"mw0003522147","ma0000011906"
"mw0003522298","ma0000012033"
"mw0003522298","ma0000004456"
"mw0003522298","ma0000012230"
"mw0003522298","ma0000012252"
"mw0003522298","ma0000002422"
"mw0003522298","ma0000002607"
"mw0003522298","ma0000012014"
"mw0003522302","ma0000012033"
"mw0003522302","ma0000004456"
"mw0003522302","ma0000012230"
"mw0003522302","ma0000012252"
"mw0003522302","ma0000002422"
"mw0003522302","ma0000002607"
"mw0003522302","ma0000012014"
"mw0003524328","ma0000002536"
"mw0003524328","ma0000004456"
"mw0003524328","ma0000002829"
"mw0003524328","ma0000013414"
"mw0003524328","ma0000002800"
"mw0003524328","ma0000004459"
"mw0003524328","ma0000002593"
"mw0003526086","ma0000002946"
"mw0003526086","ma0000011949"
"mw0003526086","ma0000012268"
"mw0003526086","ma0000002536"
"mw0003526086","ma0000012188"
"mw0003526086","ma0000002796"
"mw0003503478","ma0000012230"
"mw0003503478","ma0000004488"
"mw0003462433","ma0000002438"
"mw0003462433","ma0000004486"
"mw0003462433","ma0000011987"
"mw0003462433","ma0000004930"
"mw0003462433","ma0000012185"
"mw0003463217","ma0000002855"
"mw0003463217","ma0000002536"
"mw0003463217","ma0000012282"
"mw0003509785","ma0000004459"
"mw0003509785","ma0000002431"
"mw0003509785","ma0000002583"
"mw0003509785","ma0000002619"
"mw0003509785","ma0000002636"
"mw0003509785","ma0000004443"
"mw0003542709","ma0000012247"
"mw0003542709","ma0000011906"
"mw0003542709","ma0000004545"
"mw0003542709","ma0000012142"
"mw0003542709","ma0000002860"
"mw0003542709","ma0000002947"
"mw0003543738","ma0000004459"
"mw0003543738","ma0000002636"
"mw0003543738","ma0000002431"
"mw0003543738","ma0000002800"
"mw0003543738","ma0000002829"
"mw0003543738","ma0000004443"
"mw0003543738","ma0000005021"
"mw0003543738","ma0000012000"
"mw0003550109","ma0000002466"
"mw0003550109","ma0000011818"
"mw0003550109","ma0000011947"
"mw0003550109","ma0000012360"
"mw0003473226","ma0000002529"
"mw0003473226","ma0000002534"
"mw0003473226","ma0000002622"
"mw0003473226","ma0000002946"
"mw0003479180","ma0000012210"
"mw0003479180","ma0000002438"
"mw0003479180","ma0000012358"
"mw0003565369","ma0000002750"
"mw0003565369","ma0000011872"
"mw0003565369","ma0000002829"
"mw0003565369","ma0000012137"
"mw0003565369","ma0000004461"
"mw0003565369","ma0000011908"
"mw0003565369","ma0000004443"
"mw0003565369","ma0000002826"
"mw0003573546","ma0000011929"
"mw0003573546","ma0000004443"
"mw0003573546","ma0000002829"
"mw0003573546","ma0000002534"
"mw0003573546","ma0000002622"
"mw0003573546","ma0000012000"
"mw0003528726","ma0000002865"
"mw0003528726","ma0000012131"
"mw0003528726","ma0000004425"
"mw0003528726","ma0000002948"
"mw0003528726","ma0000002552"
"mw0003529258","ma0000004443"
"mw0003529258","ma0000012268"
"mw0003529258","ma0000004445"
"mw0003533044","ma0000012131"
"mw0003533044","ma0000002969"
"mw0003535701","ma0000012291"
"mw0003590786","ma0000011944"
"mw0003590786","ma0000004457"
"mw0003595403","ma0000002634"
"mw0003595403","ma0000002866"
"mw0003595403","ma0000012256"
"mw0003583740","ma0000004446"
"mw0003583740","ma0000012095"
"mw0003583740","ma0000004443"
"mw0003583740","ma0000012287"
"mw0003515798","ma0000002948"
"mw0003515798","ma0000002966"
"mw0003515798","ma0000002607"
"mw0003515798","ma0000004487"
"mw0003515798","ma0000002451"
"mw0003515798","ma0000002947"
"mw0003515798","ma0000004426"
"mw0003515798","ma0000004545"
"mw0003522292","ma0000012230"
"mw0003522292","ma0000004457"
"mw0003522292","ma0000002900"
"mw0003522292","ma0000004488"
"mw0003522292","ma0000004415"
"mw0003522292","ma0000004443"
"mw0003522292","ma0000012246"
"mw0003602507","ma0000002946"
"mw0003602507","ma0000004416"
"mw0003602507","ma0000012148"
"mw0003546895","ma0000004488"
"mw0003546895","ma0000012230"
"mw0003595004","ma0000012306"
"mw0003595004","ma0000002867"
"mw0003595004","ma0000004500"
"mw0003595004","ma0000012320"
"mw0003595004","ma0000012177"
"mw0003595004","ma0000012236"
"mw0003595004","ma0000013408"
"mw0003559950","ma0000012103"
"mw0003559950","ma0000002721"
"mw0003480333","ma0000012291"
"mw0003485995","ma0000012291"
"mw0003490881","ma0000011905"
"mw0003490881","ma0000004544"
"mw0003490881","ma0000005010"
"mw0003518653","ma0000012338"
"mw0003518653","ma0000004500"
"mw0003518653","ma0000004499"
"mw0003518685","ma0000012001"
"mw0003518685","ma0000002867"
"mw0003518685","ma0000002424"
"mw0003518685","ma0000012210"
"mw0003524809","ma0000002544"
"mw0003524809","ma0000012308"
"mw0003524809","ma0000004465"
"mw0003542611","ma0000002960"
"mw0003542611","ma0000011944"
"mw0003542611","ma0000012042"
"mw0003542611","ma0000012184"
"mw0003471467","ma0000004488"
"mw0003471467","ma0000012230"
"mw0003471467","ma0000012268"
"mw0003584281","ma0000004520"
"mw0003553258","ma0000002946"
"mw0003553258","ma0000012268"
"mw0003553258","ma0000004416"
"mw0003556784","ma0000002960"
"mw0003556784","ma0000002468"
"mw0003556784","ma0000011944"
"mw0003556784","ma0000002969"
"mw0003556784","ma0000004405"
"mw0003556784","ma0000004457"
"mw0003484518","ma0000013375"
"mw0003484518","ma0000002969"
"mw0003480922","ma0000012101"
"mw0003480922","ma0000012028"
"mw0003480922","ma0000012000"
"mw0003480922","ma0000011915"
"mw0003480922","ma0000002800"
"mw0003489051","ma0000012275"
"mw0003489051","ma0000012230"
"mw0003489051","ma0000012112"
"mw0003489051","ma0000011854"
"mw0003490825","ma0000012230"
"mw0003490825","ma0000004453"
"mw0003490825","ma0000012036"
"mw0003490825","ma0000002408"
"mw0003490840","ma0000004545"
"mw0003490840","ma0000012244"
"mw0003490840","ma0000004477"
"mw0003611424","ma0000012244"
"mw0003611424","ma0000002544"
"mw0003611424","ma0000002893"
"mw0003611424","ma0000012209"
"mw0003611424","ma0000004477"
"mw0003522277","ma0000012203"
"mw0003522277","ma0000002871"
"mw0003522277","ma0000013542"
"mw0003522277","ma0000013576"
"mw0003525977","ma0000002721"
"mw0003525977","ma0000012328"
"mw0003525977","ma0000002636"
"mw0003525977","ma0000012230"
"mw0003526379","ma0000013542"
"mw0003526379","ma0000013576"
"mw0003527370","ma0000011907"
"mw0003527370","ma0000012169"
"mw0003527370","ma0000012254"
"mw0003527370","ma0000013639"
"mw0003527370","ma0000013641"
"mw0003497454","ma0000004488"
"mw0003497454","ma0000012268"
"mw0003497454","ma0000004445"
"mw0003502741","ma0000012275"
"mw0003502741","ma0000012230"
"mw0003502741","ma0000004477"
"mw0003398892","ma0000004453"
"mw0003398892","ma0000012230"
"mw0003398892","ma0000004455"
"mw0003465061","ma0000002583"
"mw0003465061","ma0000012275"
"mw0003465061","ma0000004453"
"mw0003465061","ma0000012230"
"mw0003465061","ma0000012252"
"mw0003508333","ma0000004488"
"mw0003508333","ma0000012254"
"mw0003508333","ma0000012100"
"mw0003508333","ma0000012268"
"mw0003508333","ma0000012230"
"mw0003605173","ma0000013542"
"mw0003605173","ma0000005012"
"mw0003606902","ma0000011907"
"mw0003606902","ma0000012254"
"mw0003606902","ma0000012169"
"mw0003606902","ma0000013641"
"mw0003606902","ma0000013639"
"mw0003545109","ma0000002815"
"mw0003545109","ma0000011893"
"mw0003545109","ma0000002722"
"mw0003545109","ma0000002755"
"mw0003564893","ma0000012230"
"mw0003564893","ma0000004453"
"mw0003564893","ma0000012156"
"mw0003564893","ma0000012275"
"mw0003573028","ma0000012230"
"mw0003573028","ma0000004453"
"mw0003575277","ma0000013542"
"mw0003575277","ma0000013576"
"mw0003575277","ma0000002563"
"mw0003576135","ma0000002969"
"mw0003576135","ma0000013542"
"mw0003531849","ma0000013542"
"mw0003531849","ma0000002871"
"mw0003531849","ma0000013576"
"mw0003539149","ma0000013542"
"mw0003539149","ma0000013619"
"mw0003539777","ma0000013643"
"mw0003539777","ma0000002563"
"mw0003539777","ma0000013576"
"mw0003539777","ma0000013542"
"mw0003671053","ma0000002969"
"mw0003595404","ma0000011929"
"mw0003595404","ma0000004453"
"mw0003595404","ma0000012148"
"mw0003595404","ma0000004494"
"mw0003595404","ma0000012230"
"mw0003576579","ma0000012230"
"mw0003576579","ma0000002583"
"mw0003576579","ma0000012149"
"mw0003457106","ma0000004499"
"mw0003457106","ma0000012338"
"mw0003480334","ma0000004500"
"mw0003490254","ma0000012338"
"mw0003464897","ma0000012338"
"mw0003601797","ma0000012338"
"mw0003545266","ma0000012338"
"mw0003564329","ma0000012291"
"mw0003564377","ma0000004499"
"mw0003569920","ma0000012291"
"mw0003586549","ma0000013542"
"mw0003586549","ma0000013521"
"mw0003597440","ma0000011828"
"mw0003426343","ma0000012230"
"mw0003426343","ma0000004453"
"mw0003430365","ma0000002499"
"mw0003430365","ma0000012260"
"mw0003430365","ma0000012345"
"mw0003430365","ma0000002966"
"mw0003430365","ma0000005010"
"mw0003430365","ma0000004545"
"mw0003430365","ma0000002947"
"mw0003430365","ma0000002948"
"mw0003430773","ma0000012252"
"mw0003430773","ma0000012303"
"mw0003430773","ma0000004494"
"mw0003430773","ma0000012230"
"mw0003430773","ma0000012020"
"mw0003434278","ma0000012033"
"mw0003434278","ma0000012230"
"mw0003434278","ma0000012252"
"mw0003417141","ma0000012230"
"mw0003417141","ma0000004453"
"mw0003417141","ma0000012020"
"mw0003419006","ma0000004453"
"mw0003419006","ma0000012156"
"mw0003419006","ma0000012020"
"mw0003419006","ma0000012230"
"mw0003419006","ma0000013523"
"mw0003435355","ma0000012230"
"mw0003435355","ma0000012343"
"mw0003435355","ma0000004453"
"mw0003435355","ma0000004494"
"mw0003435615","ma0000012230"
"mw0003435615","ma0000012252"
"mw0003435615","ma0000002827"
"mw0003440010","ma0000012100"
"mw0003440010","ma0000012275"
"mw0003440010","ma0000004453"
"mw0003440010","ma0000012252"
"mw0003440010","ma0000012230"
"mw0003440905","ma0000012112"
"mw0003440905","ma0000012230"
"mw0003440905","ma0000004930"
"mw0003441374","ma0000004494"
"mw0003441374","ma0000012149"
"mw0003441374","ma0000012230"
"mw0003443077","ma0000012230"
"mw0003443077","ma0000004494"
"mw0003443077","ma0000012252"
"mw0003353754","ma0000002734"
"mw0003353754","ma0000002756"
"mw0003353754","ma0000002416"
"mw0003446362","ma0000004544"
"mw0003446362","ma0000005010"
"mw0003446362","ma0000011987"
"mw0003446362","ma0000002438"
"mw0003446362","ma0000004545"
"mw0003446362","ma0000002634"
"mw0003446362","ma0000011865"
"mw0003449793","ma0000002827"
"mw0003449793","ma0000012252"
"mw0003449793","ma0000002582"
"mw0003449793","ma0000012230"
"mw0003449793","ma0000002651"
"mw0003449793","ma0000012275"
"mw0003449793","ma0000013626"
"mw0003449793","ma0000002800"
"mw0003451095","ma0000004459"
"mw0003451095","ma0000012000"
"mw0003451098","ma0000012230"
"mw0003451098","ma0000004494"
"mw0003451098","ma0000012122"
"mw0003451098","ma0000012343"
"mw0003451098","ma0000002468"
"mw0003451118","ma0000004459"
"mw0003451118","ma0000002798"
"mw0003451118","ma0000013414"
"mw0003451118","ma0000002800"
"mw0003452194","ma0000012230"
"mw0003452194","ma0000012263"
"mw0003452194","ma0000012275"
"mw0003456326","ma0000012275"
"mw0003456326","ma0000012230"
"mw0003456326","ma0000004999"
"mw0003456326","ma0000013375"
"mw0003456543","ma0000002583"
"mw0003456543","ma0000012230"
"mw0003456543","ma0000012255"
"mw0003456543","ma0000012252"
"mw0003456891","ma0000012100"
"mw0003456891","ma0000012230"
"mw0003456891","ma0000012252"
"mw0003456891","ma0000012149"
"mw0003457141","ma0000004500"
"mw0003457152","ma0000004500"
"mw0003457152","ma0000004520"
"mw0003369639","ma0000004453"
"mw0003369639","ma0000012230"
"mw0003369639","ma0000004494"
"mw0003369639","ma0000002887"
"mw0003552448","ma0000002438"
"mw0003552448","ma0000012112"
"mw0003552448","ma0000012358"
"mw0003555398","ma0000002544"
"mw0003555398","ma0000002651"
"mw0003555398","ma0000012312"
"mw0003555398","ma0000013641"
"mw0003556925","ma0000002583"
"mw0003556925","ma0000012230"
"mw0003556925","ma0000012252"
"mw0003556925","ma0000012014"
"mw0003556925","ma0000012271"
"mw0003557664","ma0000002408"
"mw0003557664","ma0000012343"
"mw0003557664","ma0000012230"
"mw0003558140","ma0000012230"
"mw0003558140","ma0000004453"
"mw0003558854","ma0000012252"
"mw0003558854","ma0000012230"
"mw0003559005","ma0000012260"
"mw0003559005","ma0000002638"
"mw0003559005","ma0000004469"
"mw0003559005","ma0000013592"
"mw0003559005","ma0000005029"
"mw0003559005","ma0000002769"
"mw0003559005","ma0000004498"
"mw0003559005","ma0000013403"
"mw0003559748","ma0000012210"
"mw0003559748","ma0000012244"
"mw0003559989","ma0000004494"
"mw0003559989","ma0000004453"
"mw0003559989","ma0000012230"
"mw0003559989","ma0000002887"
"mw0003559989","ma0000012112"
"mw0003560373","ma0000004488"
"mw0003560373","ma0000012230"
"mw0003560373","ma0000012099"
"mw0003560373","ma0000012267"
"mw0003560373","ma0000012268"
"mw0003563709","ma0000012230"
"mw0003563709","ma0000012100"
"mw0003563709","ma0000004453"
"mw0003564009","ma0000002918"
"mw0003564009","ma0000002932"
"mw0003564009","ma0000011909"
"mw0003483578","ma0000012230"
"mw0003483578","ma0000004494"
"mw0003483578","ma0000004453"
"mw0003483578","ma0000002672"
"mw0003481595","ma0000002438"
"mw0003481595","ma0000004486"
"mw0003481595","ma0000011987"
"mw0003481595","ma0000012185"
"mw0003480185","ma0000002701"
"mw0003480185","ma0000012230"
"mw0003480185","ma0000004453"
"mw0003480617","ma0000002438"
"mw0003480617","ma0000012242"
"mw0003480617","ma0000002451"
"mw0003480617","ma0000002630"
"mw0003480617","ma0000011969"
"mw0003480617","ma0000002947"
"mw0003480617","ma0000004486"
"mw0003480617","ma0000002598"
"mw0003480617","ma0000002827"
"mw0003482782","ma0000012343"
"mw0003482782","ma0000002408"
"mw0003482782","ma0000012230"
"mw0003482782","ma0000012252"
"mw0003480709","ma0000012230"
"mw0003480709","ma0000004453"
"mw0003482502","ma0000012230"
"mw0003482502","ma0000012100"
"mw0003482502","ma0000004494"
"mw0003482502","ma0000012156"
"mw0003482502","ma0000004453"
"mw0003480914","ma0000004450"
"mw0003480914","ma0000011883"
"mw0003480923","ma0000002619"
"mw0003480923","ma0000011935"
"mw0003480923","ma0000012000"
"mw0003480923","ma0000002552"
"mw0003480923","ma0000002887"
"mw0003487691","ma0000012230"
"mw0003487691","ma0000004453"
"mw0003487691","ma0000012100"
"mw0003486770","ma0000004453"
"mw0003486770","ma0000012230"
"mw0003489635","ma0000004488"
"mw0003489635","ma0000012100"
"mw0003489635","ma0000012268"
"mw0003489635","ma0000012230"
"mw0003489638","ma0000012230"
"mw0003489638","ma0000002583"
"mw0003489638","ma0000002790"
"mw0003489638","ma0000004453"
"mw0003489638","ma0000002867"
"mw0003489638","ma0000004455"
"mw0003489920","ma0000012252"
"mw0003489920","ma0000012230"
"mw0003489920","ma0000004453"
"mw0003491138","ma0000012230"
"mw0003491138","ma0000002790"
"mw0003491138","ma0000012275"
"mw0003611567","ma0000012230"
"mw0003611567","ma0000012210"
"mw0003611567","ma0000012275"
"mw0003611567","ma0000002790"
"mw0003619083","ma0000011828"
"mw0003619462","ma0000011987"
"mw0003619462","ma0000002438"
"mw0003619462","ma0000005010"
"mw0003619462","ma0000012262"
"mw0003619462","ma0000012260"
"mw0003517047","ma0000011890"
"mw0003517047","ma0000004545"
"mw0003517047","ma0000012175"
"mw0003517047","ma0000004998"
"mw0003517047","ma0000004464"
"mw0003517047","ma0000011905"
"mw0003517047","ma0000004426"
"mw0003517580","ma0000002582"
"mw0003517580","ma0000012230"
"mw0003517580","ma0000012076"
"mw0003516652","ma0000004459"
"mw0003516652","ma0000012038"
"mw0003516652","ma0000002798"
"mw0003516652","ma0000002582"
"mw0003516652","ma0000002593"
"mw0003516652","ma0000002636"
"mw0003516652","ma0000012014"
"mw0003516652","ma0000013414"
"mw0003516652","ma0000002800"
"mw0003517682","ma0000011915"
"mw0003517682","ma0000012038"
"mw0003517682","ma0000002800"
"mw0003517682","ma0000012000"
"mw0003517268","ma0000012230"
"mw0003517268","ma0000012275"
"mw0003517268","ma0000004453"
"mw0003517958","ma0000002636"
"mw0003517958","ma0000004459"
"mw0003517958","ma0000012327"
"mw0003517958","ma0000002798"
"mw0003517958","ma0000002721"
"mw0003517958","ma0000012038"
"mw0003517958","ma0000002800"
"mw0003520053","ma0000013542"
"mw0003520053","ma0000011863"
"mw0003520053","ma0000002871"
"mw0003523760","ma0000002477"
"mw0003523760","ma0000011848"
"mw0003523760","ma0000004545"
"mw0003523760","ma0000002595"
"mw0003523760","ma0000002947"
"mw0003523760","ma0000011987"
"mw0003523760","ma0000004544"
"mw0003523760","ma0000002476"
"mw0003524119","ma0000004520"
"mw0003524973","ma0000012328"
"mw0003524973","ma0000002721"
"mw0003524973","ma0000012276"
"mw0003524973","ma0000012230"
"mw0003525168","ma0000004477"
"mw0003525168","ma0000012210"
"mw0003525168","ma0000004991"
"mw0003526138","ma0000012230"
"mw0003526138","ma0000002408"
"mw0003526138","ma0000004453"
"mw0003494351","ma0000012230"
"mw0003494351","ma0000004453"
"mw0003494351","ma0000012100"
"mw0003494355","ma0000012230"
"mw0003494355","ma0000004453"
"mw0003493851","ma0000012210"
"mw0003493851","ma0000011836"
"mw0003493851","ma0000012112"
"mw0003493081","ma0000004500"
"mw0003492658","ma0000012230"
"mw0003492658","ma0000004453"
"mw0003492658","ma0000012020"
"mw0003492658","ma0000002583"
"mw0003492658","ma0000002790"
"mw0003497181","ma0000004458"
"mw0003497181","ma0000002800"
"mw0003497181","ma0000012028"
"mw0003497181","ma0000002593"
"mw0003497181","ma0000011915"
"mw0003497364","ma0000012020"
"mw0003497364","ma0000004453"
"mw0003497364","ma0000012230"
"mw0003497997","ma0000004500"
"mw0003497997","ma0000011828"
"mw0003497997","ma0000004520"
"mw0003497997","ma0000012083"
"mw0003498484","ma0000004453"
"mw0003498484","ma0000012263"
"mw0003498484","ma0000002790"
"mw0003498484","ma0000012230"
"mw0003498484","ma0000012160"
"mw0003500502","ma0000002701"
"mw0003500502","ma0000004453"
"mw0003500502","ma0000012230"
"mw0003500502","ma0000004494"
"mw0003501257","ma0000012230"
"mw0003501257","ma0000004453"
"mw0003502148","ma0000012252"
"mw0003502148","ma0000012230"
"mw0003502148","ma0000012343"
"mw0003502190","ma0000002583"
"mw0003502190","ma0000012275"
"mw0003502190","ma0000012230"
"mw0003457776","ma0000012230"
"mw0003457776","ma0000012303"
"mw0003457776","ma0000004455"
"mw0003457776","ma0000012156"
"mw0003457776","ma0000004454"
"mw0003457990","ma0000012230"
"mw0003457990","ma0000002583"
"mw0003457990","ma0000002790"
"mw0003457990","ma0000004453"
"mw0003457990","ma0000002582"
"mw0003460064","ma0000012217"
"mw0003460064","ma0000002790"
"mw0003460064","ma0000002424"
"mw0003460064","ma0000012112"
"mw0003461878","ma0000012210"
"mw0003461878","ma0000002750"
"mw0003461878","ma0000002887"
"mw0003461878","ma0000002431"
"mw0003461878","ma0000012315"
"mw0003461878","ma0000012122"
"mw0003461993","ma0000004494"
"mw0003461993","ma0000012020"
"mw0003461993","ma0000004453"
"mw0003461993","ma0000012230"
"mw0003462309","ma0000012252"
"mw0003462309","ma0000004453"
"mw0003462309","ma0000012230"
"mw0003462309","ma0000002422"
"mw0003462309","ma0000002887"
"mw0003464380","ma0000012112"
"mw0003464380","ma0000012244"
"mw0003464380","ma0000012358"
"mw0003464380","ma0000011972"
"mw0003465660","ma0000004459"
"mw0003465660","ma0000002619"
"mw0003465660","ma0000011935"
"mw0003465660","ma0000002636"
"mw0003465660","ma0000012220"
"mw0003465660","ma0000005021"
"mw0003465660","ma0000011872"
"mw0003465660","ma0000002431"
"mw0003465660","ma0000002829"
"mw0003465661","ma0000011872"
"mw0003465661","ma0000002403"
"mw0003465661","ma0000002750"
"mw0003465661","ma0000012230"
"mw0003465713","ma0000002701"
"mw0003465713","ma0000004453"
"mw0003465713","ma0000012230"
"mw0003466046","ma0000002583"
"mw0003466046","ma0000012275"
"mw0003466046","ma0000004494"
"mw0003466046","ma0000012230"
"mw0003466245","ma0000012210"
"mw0003466245","ma0000011854"
"mw0003468050","ma0000012304"
"mw0003468050","ma0000002404"
"mw0003468050","ma0000002960"
"mw0003468050","ma0000002533"
"mw0003468050","ma0000004404"
"mw0003468163","ma0000012275"
"mw0003468163","ma0000012230"
"mw0003468163","ma0000004494"
"mw0003468163","ma0000012252"
"mw0003468682","ma0000004494"
"mw0003468682","ma0000004453"
"mw0003468682","ma0000012230"
"mw0003469303","ma0000012230"
"mw0003469303","ma0000012252"
"mw0003505690","ma0000004494"
"mw0003505690","ma0000012230"
"mw0003506208","ma0000012230"
"mw0003506208","ma0000004453"
"mw0003506208","ma0000004455"
"mw0003506208","ma0000012252"
"mw0003505703","ma0000012230"
"mw0003505703","ma0000002408"
"mw0003505703","ma0000012191"
"mw0003506399","ma0000004453"
"mw0003506399","ma0000004494"
"mw0003506399","ma0000012230"
"mw0003506593","ma0000002798"
"mw0003506593","ma0000011915"
"mw0003506593","ma0000002800"
"mw0003506593","ma0000002855"
"mw0003506593","ma0000002483"
"mw0003506593","ma0000002636"
"mw0003506593","ma0000002619"
"mw0003506593","ma0000002593"
"mw0003508343","ma0000002793"
"mw0003508343","ma0000012230"
"mw0003508343","ma0000004494"
"mw0003509259","ma0000013543"
"mw0003509259","ma0000012244"
"mw0003509259","ma0000002893"
"mw0003510217","ma0000004545"
"mw0003510217","ma0000002607"
"mw0003510217","ma0000011905"
"mw0003510370","ma0000012230"
"mw0003510370","ma0000004453"
"mw0003510370","ma0000004455"
"mw0003510370","ma0000012252"
"mw0003511687","ma0000012230"
"mw0003511687","ma0000012020"
"mw0003511687","ma0000002887"
"mw0003511730","ma0000012252"
"mw0003511730","ma0000002583"
"mw0003511730","ma0000012020"
"mw0003511730","ma0000012230"
"mw0003511730","ma0000002701"
"mw0003511730","ma0000004455"
"mw0003512402","ma0000002948"
"mw0003512402","ma0000002966"
"mw0003512402","ma0000012142"
"mw0003513563","ma0000013375"
"mw0003515185","ma0000012230"
"mw0003515185","ma0000004453"
"mw0003515385","ma0000002946"
"mw0003515403","ma0000012230"
"mw0003515403","ma0000004494"
"mw0003515403","ma0000012020"
"mw0003598746","ma0000012324"
"mw0003598746","ma0000002797"
"mw0003598746","ma0000004496"
"mw0003598746","ma0000002721"
"mw0003598752","ma0000012343"
"mw0003598752","ma0000004453"
"mw0003598752","ma0000012230"
"mw0003600966","ma0000011881"
"mw0003600966","ma0000002813"
"mw0003600966","ma0000002416"
"mw0003600966","ma0000012265"
"mw0003601174","ma0000002855"
"mw0003601174","ma0000011841"
"mw0003601174","ma0000002593"
"mw0003601174","ma0000002865"
"mw0003601882","ma0000004461"
"mw0003601882","ma0000002826"
"mw0003601882","ma0000002422"
"mw0003601882","ma0000004457"
"mw0003602652","ma0000004500"
"mw0003602652","ma0000011828"
"mw0003602652","ma0000013542"
"mw0003602652","ma0000013576"
"mw0003604077","ma0000012033"
"mw0003604077","ma0000004457"
"mw0003604077","ma0000012100"
"mw0003604077","ma0000012230"
"mw0003604077","ma0000012246"
"mw0003604205","ma0000002416"
"mw0003604205","ma0000004999"
"mw0003604205","ma0000011974"
"mw0003604205","ma0000002813"
"mw0003604205","ma0000002825"
"mw0003604230","ma0000012230"
"mw0003604230","ma0000012020"
"mw0003604230","ma0000012275"
"mw0003604230","ma0000012303"
"mw0003604733","ma0000002582"
"mw0003604733","ma0000011972"
"mw0003604733","ma0000012230"
"mw0003604733","ma0000012174"
"mw0003604733","ma0000012073"
"mw0003604747","ma0000012230"
"mw0003604747","ma0000004453"
"mw0003606708","ma0000002477"
"mw0003606708","ma0000002583"
"mw0003606708","ma0000012230"
"mw0003606708","ma0000011888"
"mw0003606708","ma0000012268"
"mw0003606708","ma0000012083"
"mw0003606708","ma0000002703"
"mw0003606708","ma0000002842"
"mw0003541011","ma0000012230"
"mw0003541011","ma0000004453"
"mw0003541011","ma0000004494"
"mw0003542760","ma0000002867"
"mw0003542760","ma0000002913"
"mw0003542760","ma0000012200"
"mw0003542760","ma0000002525"
"mw0003542760","ma0000002736"
"mw0003542760","ma0000012086"
"mw0003542760","ma0000012366"
"mw0003543926","ma0000002829"
"mw0003543926","ma0000012036"
"mw0003543926","ma0000012296"
"mw0003543926","ma0000002618"
"mw0003543930","ma0000002552"
"mw0003543930","ma0000002865"
"mw0003543930","ma0000002606"
"mw0003543930","ma0000002810"
"mw0003544653","ma0000012230"
"mw0003544653","ma0000012100"
"mw0003544653","ma0000004453"
"mw0003544653","ma0000004494"
"mw0003544659","ma0000012230"
"mw0003544659","ma0000004454"
"mw0003544659","ma0000012303"
"mw0003544659","ma0000004494"
"mw0003544659","ma0000012156"
"mw0003546286","ma0000004494"
"mw0003546286","ma0000012201"
"mw0003546286","ma0000012230"
"mw0003547586","ma0000002408"
"mw0003547586","ma0000012252"
"mw0003547586","ma0000012191"
"mw0003547586","ma0000004455"
"mw0003547586","ma0000012230"
"mw0003548404","ma0000012230"
"mw0003548404","ma0000012275"
"mw0003548404","ma0000013523"
"mw0003548404","ma0000012254"
"mw0003469951","ma0000012177"
"mw0003469951","ma0000004494"
"mw0003469951","ma0000012230"
"mw0003471472","ma0000004494"
"mw0003471472","ma0000012230"
"mw0003471472","ma0000012156"
"mw0003470737","ma0000012230"
"mw0003470737","ma0000012020"
"mw0003472624","ma0000012230"
"mw0003472624","ma0000004453"
"mw0003472624","ma0000004443"
"mw0003472825","ma0000004520"
"mw0003472825","ma0000004500"
"mw0003473436","ma0000012149"
"mw0003473436","ma0000012230"
"mw0003473436","ma0000012100"
"mw0003474279","ma0000002976"
"mw0003474279","ma0000013578"
"mw0003474279","ma0000013618"
"mw0003474279","ma0000002694"
"mw0003474543","ma0000004453"
"mw0003474543","ma0000012252"
"mw0003474543","ma0000012230"
"mw0003474630","ma0000002438"
"mw0003474630","ma0000002947"
"mw0003474630","ma0000004544"
"mw0003474630","ma0000002476"
"mw0003475286","ma0000011883"
"mw0003475286","ma0000012275"
"mw0003475286","ma0000012230"
"mw0003475441","ma0000002583"
"mw0003475441","ma0000012230"
"mw0003475441","ma0000012176"
"mw0003475441","ma0000011974"
"mw0003476397","ma0000004488"
"mw0003476397","ma0000012230"
"mw0003476397","ma0000012020"
"mw0003476840","ma0000004453"
"mw0003476840","ma0000012252"
"mw0003476840","ma0000012230"
"mw0003477552","ma0000002438"
"mw0003477552","ma0000012242"
"mw0003477552","ma0000002582"
"mw0003477552","ma0000002630"
"mw0003477552","ma0000012185"
"mw0003477754","ma0000013583"
"mw0003477754","ma0000002607"
"mw0003477754","ma0000002630"
"mw0003477754","ma0000002721"
"mw0003477754","ma0000012014"
"mw0003477754","ma0000012218"
"mw0003478055","ma0000012230"
"mw0003478055","ma0000004494"
"mw0003478055","ma0000012275"
"mw0003478419","ma0000012230"
"mw0003478419","ma0000004453"
"mw0003478419","ma0000002636"
"mw0003478781","ma0000012210"
"mw0003478781","ma0000012112"
"mw0003479445","ma0000012230"
"mw0003479445","ma0000004453"
"mw0003479445","ma0000002583"
"mw0003479445","ma0000012275"
"mw0003479445","ma0000012156"
"mw0003480115","ma0000012230"
