"album_id","theme_id"
"mw0003583368","ma0000006287"
"mw0003583768",NA
"mw0003584252",NA
"mw0003584346",NA
"mw0003450709","ma0000006315"
"mw0003450709","ma0000006308"
"mw0003450709","ma0000004272"
"mw0003450709","ma0000006297"
"mw0003450709","ma0000006311"
"mw0003450709","ma0000005076"
"mw0003450709","ma0000006327"
"mw0003450709","ma0000006292"
"mw0003450709","ma0000006282"
"mw0003553392","ma0000005047"
"mw0003553392","ma0000006311"
"mw0003553392","ma0000004248"
"mw0003553392","ma0000005086"
"mw0003553392","ma0000005100"
"mw0003553392","ma0000006326"
"mw0003488331",NA
"mw0003616236","ma0000006328"
"mw0003616236","ma0000004252"
"mw0003616236","ma0000004254"
"mw0003616236","ma0000006321"
"mw0003616236","ma0000006297"
"mw0003616236","ma0000006322"
"mw0003616236","ma0000005112"
"mw0003616236","ma0000013546"
"mw0003616236","ma0000004287"
"mw0003616236","ma0000005031"
"mw0003616236","ma0000005051"
"mw0003616236","ma0000006291"
"mw0003616236","ma0000004272"
"mw0003616236","ma0000013591"
"mw0003616236","ma0000004247"
"mw0003616236","ma0000005042"
"mw0003492314","ma0000005106"
"mw0003492314","ma0000005057"
"mw0003492314","ma0000006318"
"mw0003492314","ma0000005047"
"mw0003492314","ma0000006311"
"mw0003492314","ma0000013559"
"mw0003492314","ma0000005107"
"mw0003492314","ma0000004251"
"mw0003497172","ma0000005046"
"mw0003497172","ma0000006330"
"mw0003497172","ma0000006296"
"mw0003497172","ma0000005030"
"mw0003497172","ma0000006328"
"mw0003515536",NA
"mw0003532857","ma0000004272"
"mw0003532857","ma0000005633"
"mw0003532857","ma0000006328"
"mw0003532857","ma0000006297"
"mw0003532857","ma0000006308"
"mw0003532857","ma0000006291"
"mw0003576735","ma0000006299"
"mw0003576735","ma0000006335"
"mw0003576735","ma0000005123"
"mw0003576735","ma0000005093"
"mw0003576735","ma0000005116"
"mw0003576735","ma0000006313"
"mw0003576735","ma0000006310"
"mw0003576735","ma0000013564"
"mw0003576735","ma0000005095"
"mw0003560307","ma0000005042"
"mw0003560307","ma0000006328"
"mw0003560307","ma0000005112"
"mw0003560307","ma0000005048"
"mw0003560307","ma0000005080"
"mw0003560307","ma0000005036"
"mw0003560307","ma0000004254"
"mw0003456599",NA
"mw0003362014",NA
"mw0003944496",NA
"mw0003996117",NA
"mw0004020138",NA
"mw0003555354",NA
"mw0003555359",NA
"mw0003556138",NA
"mw0003559970",NA
"mw0003560675",NA
"mw0003562109",NA
"mw0003563209",NA
"mw0003483581",NA
"mw0003480146",NA
"mw0003481587",NA
"mw0003480622",NA
"mw0003482913",NA
"mw0003482411",NA
"mw0003483024",NA
"mw0003481901",NA
"mw0003483546",NA
"mw0003488329",NA
"mw0003485894",NA
"mw0003485936",NA
"mw0003489073",NA
"mw0003486096",NA
"mw0003490143",NA
"mw0003491211",NA
"mw0003491274",NA
"mw0003618049",NA
"mw0003618566",NA
"mw0003517037",NA
"mw0003516896",NA
"mw0003516921",NA
"mw0003518662",NA
"mw0003519086",NA
"mw0003519639",NA
"mw0003519911",NA
"mw0003519938",NA
"mw0003519968",NA
"mw0003520650",NA
"mw0003521236",NA
"mw0003521975",NA
"mw0003525419",NA
"mw0003526115",NA
"mw0003526184",NA
"mw0003493260",NA
"mw0003492296",NA
"mw0003492639",NA
"mw0003495213",NA
"mw0003496441",NA
"mw0003500920",NA
"mw0003461707",NA
"mw0003467199",NA
"mw0003467836",NA
"mw0003506050",NA
"mw0003505068",NA
"mw0003507522",NA
"mw0003508334",NA
"mw0003508521",NA
"mw0003508726","ma0000006328"
"mw0003508726","ma0000005579"
"mw0003508726","ma0000005063"
"mw0003508726","ma0000006291"
"mw0003508726","ma0000005085"
"mw0003508726","ma0000006269"
"mw0003508726","ma0000006297"
"mw0003508726","ma0000004272"
"mw0003508726","ma0000005036"
"mw0003508726","ma0000006295"
"mw0003508726","ma0000005658"
"mw0003508726","ma0000005086"
"mw0003508728","ma0000006328"
"mw0003508728","ma0000005579"
"mw0003508728","ma0000005063"
"mw0003508728","ma0000006291"
"mw0003508728","ma0000005085"
"mw0003508728","ma0000006269"
"mw0003508728","ma0000006297"
"mw0003508728","ma0000004272"
"mw0003508728","ma0000005036"
"mw0003508728","ma0000006295"
"mw0003508728","ma0000005658"
"mw0003508728","ma0000005086"
"mw0003509263",NA
"mw0003510524",NA
"mw0003510525",NA
"mw0003512024",NA
"mw0003512883",NA
"mw0003513156",NA
"mw0003515147",NA
"mw0003515598",NA
"mw0003600629",NA
"mw0003598548",NA
"mw0003601353",NA
"mw0003601367",NA
"mw0003602541","ma0000005043"
"mw0003602545",NA
"mw0003603512",NA
"mw0003605000",NA
"mw0003606706",NA
"mw0003606184",NA
"mw0003607275",NA
"mw0003607611",NA
"mw0003542697",NA
"mw0003542990",NA
"mw0003543194",NA
"mw0003544623",NA
"mw0003545044",NA
"mw0003545045",NA
"mw0003546127",NA
"mw0003547142",NA
"mw0003547293",NA
"mw0003548410",NA
"mw0003548542",NA
"mw0003548583",NA
"mw0003549056",NA
"mw0003549447",NA
"mw0003549540",NA
"mw0003550741",NA
"mw0003551488",NA
"mw0003806680",NA
"mw0003753983",NA
"mw0003755465",NA
"mw0003471398",NA
"mw0003471404",NA
"mw0003473554",NA
"mw0003473803",NA
"mw0003475321",NA
"mw0003477519",NA
"mw0003478786",NA
"mw0003479506",NA
"mw0003634491",NA
"mw0003636942",NA
"mw0003637818",NA
"mw0003641425",NA
"mw0003626084",NA
"mw0003631314",NA
"mw0003633661",NA
"mw0003564185",NA
"mw0003565615",NA
"mw0003566642",NA
"mw0003567798",NA
"mw0003569310",NA
"mw0003569315",NA
"mw0003569502",NA
"mw0003569803",NA
"mw0003570064","ma0000006308"
"mw0003570064","ma0000005063"
"mw0003570064","ma0000006297"
"mw0003570064","ma0000006321"
"mw0003570064","ma0000006314"
"mw0003572577",NA
"mw0003572651",NA
"mw0003574026",NA
"mw0003528236",NA
"mw0003534191",NA
"mw0003538783",NA
"mw0003660734",NA
"mw0003660434",NA
"mw0003660571",NA
"mw0003663802",NA
"mw0003663803",NA
"mw0003665642",NA
"mw0003665644",NA
"mw0003669544",NA
"mw0003700003",NA
"mw0003672698",NA
"mw0003677411",NA
"mw0003647758",NA
"mw0003647784",NA
"mw0003651627",NA
"mw0003653183",NA
"mw0003656840",NA
"mw0003658307",NA
"mw0003687927",NA
"mw0003693709",NA
"mw0003585040",NA
"mw0003587456",NA
"mw0003585381",NA
"mw0003585387",NA
"mw0003596484",NA
"mw0003838075",NA
"mw0003577125",NA
"mw0003579629",NA
"mw0003583508","ma0000006316"
"mw0003583508","ma0000004252"
"mw0003583508","ma0000004251"
"mw0003583508","ma0000004248"
"mw0003583508","ma0000006318"
"mw0003583508","ma0000004245"
"mw0003583508","ma0000006311"
"mw0003583508","ma0000006317"
"mw0003583508","ma0000006287"
"mw0003583510","ma0000006316"
"mw0003583510","ma0000004252"
"mw0003583510","ma0000004251"
"mw0003583510","ma0000004248"
"mw0003583510","ma0000006318"
"mw0003583510","ma0000004245"
"mw0003583510","ma0000006311"
"mw0003583510","ma0000006317"
"mw0003583510","ma0000006287"
"mw0003515868","ma0000005036"
"mw0003515868","ma0000013572"
"mw0003515868","ma0000006269"
"mw0003515868","ma0000005112"
"mw0003515868","ma0000004247"
"mw0003515868","ma0000013574"
"mw0003515868","ma0000013571"
"mw0003515868","ma0000005579"
"mw0003503480","ma0000006328"
"mw0003503480","ma0000004252"
"mw0003503480","ma0000004254"
"mw0003503480","ma0000006321"
"mw0003503480","ma0000006297"
"mw0003503480","ma0000004287"
"mw0003503480","ma0000005051"
"mw0003503480","ma0000005042"
"mw0003503480","ma0000004272"
"mw0003509105","ma0000006291"
"mw0003509105","ma0000006328"
"mw0003509105","ma0000006321"
"mw0003509105","ma0000005579"
"mw0003547484","ma0000006327"
"mw0003547484","ma0000013572"
"mw0003547484","ma0000005042"
"mw0003547484","ma0000005633"
"mw0003547484","ma0000005051"
"mw0003547484","ma0000005047"
"mw0003547484","ma0000013569"
"mw0003547484","ma0000006321"
"mw0003547484","ma0000006313"
"mw0003547484","ma0000013566"
"mw0003547484","ma0000006324"
"mw0003547484","ma0000006295"
"mw0003547484","ma0000006273"
"mw0003547484","ma0000006311"
"mw0003547484","ma0000005082"
"mw0003547484","ma0000004272"
"mw0003547484","ma0000005124"
"mw0003547484","ma0000006299"
"mw0003547484","ma0000006318"
"mw0003547484","ma0000006315"
"mw0003476558","ma0000005036"
"mw0003476558","ma0000005057"
"mw0003476558","ma0000004247"
"mw0003476558","ma0000005048"
"mw0003476558","ma0000004254"
"mw0003476558","ma0000005112"
"mw0003476558","ma0000005118"
"mw0003476558","ma0000006335"
"mw0003476558","ma0000006297"
"mw0003476558","ma0000005097"
"mw0003494505","ma0000005031"
"mw0003494505","ma0000004248"
"mw0003494505","ma0000006269"
"mw0003494505","ma0000005097"
"mw0003494505","ma0000006311"
"mw0003519935",NA
"mw0003440695",NA
"mw0003440711",NA
"mw0003445236",NA
"mw0003450133",NA
"mw0003450137",NA
"mw0003452856",NA
"mw0003456682",NA
"mw0003987404",NA
"mw0003552115",NA
"mw0003552883",NA
"mw0003553564",NA
"mw0003554454",NA
"mw0003554475",NA
"mw0003555403",NA
"mw0003556779",NA
"mw0003557981",NA
"mw0003559749",NA
"mw0003560671",NA
"mw0003561261",NA
"mw0003482880",NA
"mw0003481909",NA
"mw0003480509",NA
"mw0003487707","ma0000006324"
"mw0003487707","ma0000005579"
"mw0003487707","ma0000004251"
"mw0003487707","ma0000005063"
"mw0003487707","ma0000006287"
"mw0003487707","ma0000004281"
"mw0003484066",NA
"mw0003488133",NA
"mw0003488147",NA
"mw0003489826",NA
"mw0003486007",NA
"mw0003486106",NA
"mw0003490035",NA
"mw0003490076",NA
"mw0003490098",NA
"mw0003491054",NA
"mw0003491737",NA
"mw0003609270",NA
"mw0003610538",NA
"mw0003612640",NA
"mw0003613795",NA
"mw0003616406",NA
"mw0003617157",NA
"mw0003619132",NA
"mw0003517042","ma0000004252"
"mw0003517042","ma0000006291"
"mw0003517042","ma0000004272"
"mw0003517042","ma0000005042"
"mw0003517042","ma0000005113"
"mw0003517042","ma0000005030"
"mw0003517042","ma0000005082"
"mw0003517042","ma0000006308"
"mw0003517923",NA
"mw0003518654",NA
"mw0003523498",NA
"mw0003492316",NA
"mw0003494607",NA
"mw0003495264",NA
"mw0003496906",NA
"mw0003497596",NA
"mw0003499396","ma0000005633"
"mw0003499396","ma0000006328"
"mw0003499396","ma0000006299"
"mw0003499396","ma0000006321"
"mw0003499396","ma0000006335"
"mw0003499396","ma0000006322"
"mw0003499396","ma0000004272"
"mw0003499396","ma0000006315"
"mw0003499437",NA
"mw0003500358",NA
"mw0003500740",NA
"mw0003500909",NA
"mw0003500911",NA
"mw0003502729",NA
"mw0003503238",NA
"mw0003460998",NA
"mw0003461995",NA
"mw0003466441",NA
"mw0003468530",NA
"mw0003469337",NA
"mw0003508345",NA
"mw0003508755",NA
"mw0003509757",NA
"mw0003512870",NA
"mw0003513033",NA
"mw0003513658",NA
"mw0003514175",NA
"mw0003515379",NA
"mw0003600389",NA
"mw0003600070",NA
"mw0003601179","ma0000005063"
"mw0003601179","ma0000006333"
"mw0003601179","ma0000004281"
"mw0003601179","ma0000006310"
"mw0003601179","ma0000006327"
"mw0003601179","ma0000006324"
"mw0003601179","ma0000004245"
"mw0003601179","ma0000006325"
"mw0003601179","ma0000006320"
"mw0003601179","ma0000004251"
"mw0003601179","ma0000006321"
"mw0003601179","ma0000005096"
"mw0003601179","ma0000006287"
"mw0003603360",NA
"mw0003604045",NA
"mw0003604900",NA
"mw0003605798",NA
"mw0003606321",NA
"mw0003608400",NA
"mw0003608907",NA
"mw0003542755",NA
"mw0003542832",NA
"mw0003542843",NA
"mw0003542865",NA
"mw0003543970",NA
"mw0003545041",NA
"mw0003545344",NA
"mw0003545472",NA
"mw0003545794",NA
"mw0003546642",NA
"mw0003547161",NA
"mw0003547572",NA
"mw0003549383","ma0000006289"
"mw0003549383","ma0000004255"
"mw0003549383","ma0000006334"
"mw0003549383","ma0000006329"
"mw0003549383","ma0000006325"
"mw0003549383","ma0000006310"
"mw0003549383","ma0000006297"
"mw0003549383","ma0000006318"
"mw0003549383","ma0000006330"
"mw0003549477",NA
"mw0003549959",NA
"mw0003550939",NA
"mw0003752309",NA
"mw0003741895",NA
"mw0003471565",NA
"mw0003471945",NA
"mw0003470736",NA
"mw0003472956",NA
"mw0003475417",NA
"mw0003475453",NA
"mw0003475736",NA
"mw0003476108",NA
"mw0003476749",NA
"mw0003479507",NA
"mw0003480113",NA
"mw0003639343",NA
"mw0003646929",NA
"mw0003711968",NA
"mw0003711972",NA
"mw0003621614",NA
"mw0003622862",NA
"mw0003625118",NA
"mw0003629111",NA
"mw0003629280",NA
"mw0003564314",NA
"mw0003565370",NA
"mw0003565085",NA
"mw0003566206",NA
"mw0003568233","ma0000006323"
"mw0003568233","ma0000005093"
"mw0003568233","ma0000005031"
"mw0003568233","ma0000013572"
"mw0003568233","ma0000005579"
"mw0003568317",NA
"mw0003568855",NA
"mw0003569633",NA
"mw0003570438",NA
"mw0003571208",NA
"mw0003571718",NA
"mw0003571722",NA
"mw0003572607",NA
"mw0003573017",NA
"mw0003573658",NA
"mw0003574018",NA
"mw0003575107","ma0000005099"
"mw0003575107","ma0000006277"
"mw0003575107","ma0000005042"
"mw0003575107","ma0000004281"
"mw0003575107","ma0000006297"
"mw0003575107","ma0000006287"
"mw0003575107","ma0000005046"
"mw0003575107","ma0000006298"
"mw0003575107","ma0000006315"
"mw0003575107","ma0000006310"
"mw0003575935",NA
"mw0003529186",NA
"mw0003530825",NA
"mw0003531101","ma0000006292"
"mw0003531101","ma0000006328"
"mw0003531101","ma0000006322"
"mw0003531101","ma0000006315"
"mw0003531101","ma0000006297"
"mw0003531101","ma0000004272"
"mw0003531101","ma0000004281"
"mw0003531101","ma0000006308"
"mw0003531640",NA
"mw0003534230",NA
"mw0003534244",NA
"mw0003477610","ma0000013548"
"mw0003477610","ma0000006299"
"mw0003477610","ma0000006321"
"mw0003477610","ma0000006277"
"mw0003477610","ma0000006276"
"mw0003477610","ma0000006293"
"mw0003570478",NA
"mw0003587071","ma0000004264"
"mw0003587071","ma0000013548"
"mw0003587071","ma0000005097"
"mw0003587071","ma0000005100"
"mw0003587071","ma0000004276"
"mw0003587071","ma0000005107"
"mw0003587071","ma0000006317"
"mw0003587071","ma0000005086"
"mw0003587071","ma0000006316"
"mw0003587071","ma0000005059"
"mw0003587071","ma0000006277"
"mw0003587071","ma0000005087"
"mw0003587071","ma0000005047"
"mw0003587071","ma0000006281"
"mw0003578409","ma0000006299"
"mw0003578409","ma0000006318"
"mw0003578409","ma0000006321"
"mw0003578409","ma0000006335"
"mw0003500850","ma0000006299"
"mw0003500850","ma0000005045"
"mw0003500850","ma0000005042"
"mw0003500850","ma0000004247"
"mw0003500850","ma0000005579"
"mw0003500850","ma0000006335"
"mw0003500850","ma0000013591"
"mw0003606415",NA
"mw0003549522","ma0000004272"
"mw0003549522","ma0000006287"
"mw0003549522","ma0000006328"
"mw0003549522","ma0000006299"
"mw0003549522","ma0000006335"
"mw0003586894","ma0000005051"
"mw0003586894","ma0000006315"
"mw0003586894","ma0000006328"
"mw0003586894","ma0000006308"
"mw0003586894","ma0000005123"
"mw0003586894","ma0000004272"
"mw0003586894","ma0000005093"
"mw0003586894","ma0000006292"
"mw0003586894","ma0000006297"
"mw0003586894","ma0000005076"
"mw0003586894","ma0000005107"
"mw0003586894","ma0000004246"
"mw0003586894","ma0000006318"
"mw0003586894","ma0000005096"
"mw0003586894","ma0000005090"
"mw0003447068","ma0000006289"
"mw0003447068","ma0000006329"
"mw0003447068","ma0000006325"
"mw0003447068","ma0000013548"
"mw0003447068","ma0000006327"
"mw0003447068","ma0000005096"
"mw0003447068","ma0000006318"
"mw0003447068","ma0000006309"
"mw0003447068","ma0000006316"
"mw0003447068","ma0000006324"
"mw0003447068","ma0000004251"
"mw0003447068","ma0000006314"
"mw0003447068","ma0000006311"
"mw0003447068","ma0000005076"
"mw0003453659","ma0000005098"
"mw0003559003","ma0000006297"
"mw0003559003","ma0000006311"
"mw0003559003","ma0000006318"
"mw0003564008","ma0000006299"
"mw0003564008","ma0000005093"
"mw0003564008","ma0000005123"
"mw0003564008","ma0000006269"
"mw0003564008","ma0000006297"
"mw0003564008","ma0000006322"
"mw0003564008","ma0000005124"
"mw0003564008","ma0000013572"
"mw0003564008","ma0000006315"
"mw0003564008","ma0000005045"
"mw0003485106","ma0000006299"
"mw0003485106","ma0000013572"
"mw0003485106","ma0000005067"
"mw0003485106","ma0000006335"
"mw0003485106","ma0000005093"
"mw0003485747","ma0000006299"
"mw0003485747","ma0000006320"
"mw0003485747","ma0000004251"
"mw0003485747","ma0000006311"
"mw0003485747","ma0000006317"
"mw0003485747","ma0000005096"
"mw0003485747","ma0000006316"
"mw0003485747","ma0000006310"
"mw0003485747","ma0000006301"
"mw0003485747","ma0000006318"
"mw0003485747","ma0000005079"
"mw0003485747","ma0000006321"
"mw0003490253",NA
"mw0003610767","ma0000005036"
"mw0003610767","ma0000005057"
"mw0003610767","ma0000005080"
"mw0003610767","ma0000004272"
"mw0003610767","ma0000005107"
"mw0003610767","ma0000005042"
"mw0003610767","ma0000005633"
"mw0003610767","ma0000006328"
"mw0003610767","ma0000005053"
"mw0003610767","ma0000004252"
"mw0003610767","ma0000004254"
"mw0003610767","ma0000006282"
"mw0003610767","ma0000006291"
"mw0003610767","ma0000004247"
"mw0003610767","ma0000005579"
"mw0003610767","ma0000006295"
"mw0003610767","ma0000006297"
"mw0003610767","ma0000006318"
"mw0003610767","ma0000005097"
"mw0003610767","ma0000005118"
"mw0003610767","ma0000005048"
"mw0003610767","ma0000005059"
"mw0003610767","ma0000006305"
"mw0003610767","ma0000006308"
"mw0003518642","ma0000006330"
"mw0003518642","ma0000006297"
"mw0003518642","ma0000006315"
"mw0003518642","ma0000006316"
"mw0003518642","ma0000006308"
"mw0003518642","ma0000006328"
"mw0003518642","ma0000004281"
"mw0003515882","ma0000006299"
"mw0003515882","ma0000005057"
"mw0003515882","ma0000006316"
"mw0003515882","ma0000006318"
"mw0003515882","ma0000006277"
"mw0003521621","ma0000006299"
"mw0003521621","ma0000006335"
"mw0003521621","ma0000006269"
"mw0003521621","ma0000006321"
"mw0003521621","ma0000006316"
"mw0003521621","ma0000006313"
"mw0003521621","ma0000006318"
"mw0003521621","ma0000005123"
"mw0003521621","ma0000005093"
"mw0003521621","ma0000005070"
"mw0003521621","ma0000004264"
"mw0003521621","ma0000006323"
"mw0003521621","ma0000006285"
"mw0003522800","ma0000004252"
"mw0003522800","ma0000006282"
"mw0003522800","ma0000006291"
"mw0003522800","ma0000006297"
"mw0003522800","ma0000006321"
"mw0003522800","ma0000005099"
"mw0003522800","ma0000004272"
"mw0003522800","ma0000006308"
"mw0003522800","ma0000006287"
"mw0003522800","ma0000006328"
"mw0003522800","ma0000004254"
"mw0003522800","ma0000005579"
"mw0003522800","ma0000006295"
"mw0003523946","ma0000006328"
"mw0003523946","ma0000005579"
"mw0003523946","ma0000005063"
"mw0003523946","ma0000006291"
"mw0003523946","ma0000005085"
"mw0003523946","ma0000006269"
"mw0003523946","ma0000006297"
"mw0003523946","ma0000004272"
"mw0003523946","ma0000005036"
"mw0003523946","ma0000006295"
"mw0003523946","ma0000005658"
"mw0003523946","ma0000005086"
"mw0003494134",NA
"mw0003502102","ma0000006329"
"mw0003502102","ma0000006292"
"mw0003502102","ma0000006314"
"mw0003502102","ma0000006310"
"mw0003503840","ma0000005098"
"mw0003459334","ma0000013572"
"mw0003459334","ma0000005579"
"mw0003459334","ma0000006318"
"mw0003459334","ma0000005075"
"mw0003459334","ma0000005085"
"mw0003459334","ma0000006316"
"mw0003459334","ma0000006269"
"mw0003459334","ma0000006321"
"mw0003459334","ma0000005082"
"mw0003459334","ma0000005093"
"mw0003459334","ma0000005123"
"mw0003459334","ma0000005047"
"mw0003459334","ma0000005053"
"mw0003459334","ma0000005057"
"mw0003459334","ma0000006311"
"mw0003459334","ma0000005069"
"mw0003459334","ma0000006299"
"mw0003459334","ma0000004264"
"mw0003459334","ma0000013573"
"mw0003459334","ma0000005065"
"mw0003459334","ma0000013591"
"mw0003459334","ma0000006280"
"mw0003459334","ma0000006270"
"mw0003459334","ma0000005055"
"mw0003459334","ma0000005059"
"mw0003459334","ma0000005060"
"mw0003459334","ma0000004251"
"mw0003459334","ma0000006273"
"mw0003464769",NA
"mw0003467289","ma0000005042"
"mw0003467289","ma0000004247"
"mw0003467289","ma0000005633"
"mw0003467289","ma0000006282"
"mw0003469200","ma0000006327"
"mw0003469200","ma0000006324"
"mw0003469200","ma0000005042"
"mw0003469200","ma0000013567"
"mw0003469200","ma0000006273"
"mw0003469200","ma0000005076"
"mw0003469200","ma0000006318"
"mw0003469200","ma0000005100"
"mw0003469200","ma0000006312"
"mw0003469200","ma0000005123"
"mw0003510856","ma0000006335"
"mw0003510856","ma0000006299"
"mw0003510856","ma0000005063"
"mw0003510856","ma0000005045"
"mw0003510857","ma0000006335"
"mw0003510857","ma0000006299"
"mw0003510857","ma0000005063"
"mw0003510857","ma0000005045"
"mw0003598310","ma0000006335"
"mw0003598310","ma0000006299"
"mw0003598310","ma0000005093"
"mw0003598310","ma0000006323"
"mw0003598310","ma0000005063"
"mw0003598310","ma0000005045"
"mw0003607524","ma0000004248"
"mw0003607524","ma0000005097"
"mw0003607524","ma0000004246"
"mw0003607524","ma0000006276"
"mw0003607524","ma0000004276"
"mw0003607524","ma0000005086"
"mw0003609122","ma0000006318"
"mw0003609122","ma0000006335"
"mw0003609122","ma0000005579"
"mw0003609122","ma0000005096"
"mw0003609122","ma0000004248"
"mw0003609122","ma0000004245"
"mw0003609122","ma0000006291"
"mw0003546383","ma0000005057"
"mw0003546383","ma0000004251"
"mw0003546383","ma0000006316"
"mw0003546383","ma0000006318"
"mw0003546383","ma0000006321"
"mw0003546383","ma0000004264"
"mw0003546383","ma0000006317"
"mw0003546383","ma0000005113"
"mw0003546383","ma0000006328"
"mw0003546383","ma0000006322"
"mw0003546383","ma0000006276"
"mw0003546383","ma0000005097"
"mw0003546383","ma0000005047"
"mw0003546383","ma0000005124"
"mw0003546383","ma0000006269"
"mw0003546383","ma0000005052"
"mw0003546383","ma0000006297"
"mw0003546383","ma0000004274"
"mw0003546610","ma0000006321"
"mw0003546610","ma0000006322"
"mw0003546610","ma0000005124"
"mw0003546610","ma0000005602"
"mw0003546610","ma0000006299"
"mw0003546610","ma0000006318"
"mw0003546610","ma0000004287"
"mw0003546610","ma0000006328"
"mw0003546610","ma0000005057"
"mw0003546610","ma0000006297"
"mw0003546610","ma0000006316"
"mw0003546610","ma0000006308"
"mw0003546610","ma0000005059"
"mw0003546610","ma0000006291"
"mw0003546610","ma0000005060"
"mw0003471434","ma0000006310"
"mw0003471434","ma0000005046"
"mw0003471434","ma0000005065"
"mw0003471434","ma0000006273"
"mw0003471434","ma0000013573"
"mw0003469860",NA
"mw0003472185","ma0000006291"
"mw0003472185","ma0000006328"
"mw0003472185","ma0000006292"
"mw0003472185","ma0000004272"
"mw0003472185","ma0000006315"
"mw0003472185","ma0000004281"
"mw0003472185","ma0000006308"
"mw0003566122","ma0000006297"
"mw0003566122","ma0000006332"
"mw0003566122","ma0000006321"
"mw0003566122","ma0000006309"
"mw0003567402","ma0000006299"
"mw0003567402","ma0000006318"
"mw0003567402","ma0000006314"
"mw0003567402","ma0000006313"
"mw0003567402","ma0000005096"
"mw0003567402","ma0000006316"
"mw0003567402","ma0000006326"
"mw0003567402","ma0000006273"
"mw0003567402","ma0000006331"
"mw0003567402","ma0000006296"
"mw0003567402","ma0000005065"
"mw0003534662",NA
"mw0003534665",NA
"mw0003540362",NA
"mw0003668779",NA
"mw0003678275",NA
"mw0003651468",NA
"mw0003655200",NA
"mw0003656835",NA
"mw0003585010",NA
"mw0003591747",NA
"mw0003591833",NA
"mw0003595953",NA
"mw0003596473",NA
"mw0003596542",NA
"mw0003595518",NA
"mw0003855380",NA
"mw0003577809",NA
"mw0003579919","ma0000005125"
"mw0003579919","ma0000005098"
"mw0003579981",NA
"mw0003582872",NA
"mw0003583950",NA
"mw0004084662",NA
"mw0003434197","ma0000006310"
"mw0003434197","ma0000006316"
"mw0003434197","ma0000006327"
"mw0003434197","ma0000005097"
"mw0003434197","ma0000006325"
"mw0003435628","ma0000006335"
"mw0003435628","ma0000005030"
"mw0003435628","ma0000006299"
"mw0003435628","ma0000005116"
"mw0003435628","ma0000006297"
"mw0003435628","ma0000006328"
"mw0003457120","ma0000005047"
"mw0003457120","ma0000006327"
"mw0003457120","ma0000005097"
"mw0003457120","ma0000005123"
"mw0003457120","ma0000006270"
"mw0003457120","ma0000005054"
"mw0003457120","ma0000005057"
"mw0003457120","ma0000004251"
"mw0003457120","ma0000006297"
"mw0003457120","ma0000006318"
"mw0003457120","ma0000013559"
"mw0003457120","ma0000005053"
"mw0003457120","ma0000005146"
"mw0003457120","ma0000006273"
"mw0003457120","ma0000005076"
"mw0003562320","ma0000006329"
"mw0003562320","ma0000006331"
"mw0003562320","ma0000006314"
"mw0003562320","ma0000006325"
"mw0003562320","ma0000006273"
"mw0003562320","ma0000006270"
"mw0003562320","ma0000006326"
"mw0003562320","ma0000006301"
"mw0003562320","ma0000005055"
"mw0003562320","ma0000006318"
"mw0003562320","ma0000006321"
"mw0003482878","ma0000006327"
"mw0003482878","ma0000006316"
"mw0003482878","ma0000004264"
"mw0003482878","ma0000005625"
"mw0003482878","ma0000013569"
"mw0003483014","ma0000005063"
"mw0003483014","ma0000006299"
"mw0003483014","ma0000006333"
"mw0003483014","ma0000004267"
"mw0003483014","ma0000006322"
"mw0003487679","ma0000005057"
"mw0003487679","ma0000006297"
"mw0003487679","ma0000005097"
"mw0003487679","ma0000006318"
"mw0003487679","ma0000006316"
"mw0003486283","ma0000004245"
"mw0003486283","ma0000006311"
"mw0003486283","ma0000006318"
"mw0003486283","ma0000006297"
"mw0003486283","ma0000006287"
"mw0003486283","ma0000005109"
"mw0003486283","ma0000004246"
"mw0003486283","ma0000004263"
"mw0003486283","ma0000004274"
"mw0003486283","ma0000005097"
"mw0003489650","ma0000004264"
"mw0003489650","ma0000006311"
"mw0003489650","ma0000005047"
"mw0003489650","ma0000005053"
"mw0003489650","ma0000004274"
"mw0003489058","ma0000006335"
"mw0003489058","ma0000005045"
"mw0003489058","ma0000013548"
"mw0003489058","ma0000006299"
"mw0003489058","ma0000006310"
"mw0003489058","ma0000005055"
"mw0003489058","ma0000004274"
"mw0003489058","ma0000005076"
"mw0003492133","ma0000005055"
"mw0003492133","ma0000004246"
"mw0003492133","ma0000005076"
"mw0003492133","ma0000005075"
"mw0003492133","ma0000006320"
"mw0003492133","ma0000006311"
"mw0003492133","ma0000006321"
"mw0003492133","ma0000006299"
"mw0003492133","ma0000006318"
"mw0003492133","ma0000006269"
"mw0003610965","ma0000006315"
"mw0003610965","ma0000006316"
"mw0003610965","ma0000006299"
"mw0003610965","ma0000006335"
"mw0003610965","ma0000004251"
"mw0003610965","ma0000005123"
"mw0003610971","ma0000006315"
"mw0003610971","ma0000006297"
"mw0003610971","ma0000005097"
"mw0003610971","ma0000006282"
"mw0003516210","ma0000005076"
"mw0003516210","ma0000005097"
"mw0003516210","ma0000006318"
"mw0003516210","ma0000006316"
"mw0003516210","ma0000004251"
"mw0003521418","ma0000006327"
"mw0003521418","ma0000006282"
"mw0003521418","ma0000006297"
"mw0003521418","ma0000005047"
"mw0003521418","ma0000006332"
"mw0003521418","ma0000004276"
"mw0003521418","ma0000004281"
"mw0003522295","ma0000006321"
