"album_id","theme_id"
"mw0003477361","ma0000006333"
"mw0003629378",NA
"mw0003632587",NA
"mw0003566133",NA
"mw0003567909",NA
"mw0003575276","ma0000006325"
"mw0003575276","ma0000005079"
"mw0003575276","ma0000006314"
"mw0003575276","ma0000006282"
"mw0003575276","ma0000006308"
"mw0003575276","ma0000006297"
"mw0003530919",NA
"mw0003534859",NA
"mw0003658037",NA
"mw0003686574",NA
"mw0003691484",NA
"mw0003586852",NA
"mw0003585370",NA
"mw0003595562",NA
"mw0003595326",NA
"mw0003597931",NA
"mw0003577880",NA
"mw0002816323",NA
"mw0003451952",NA
"mw0003559070",NA
"mw0003563694",NA
"mw0003481296",NA
"mw0003489919",NA
"mw0003610528",NA
"mw0003616770",NA
"mw0003619103",NA
"mw0003515694",NA
"mw0003524954",NA
"mw0003494013",NA
"mw0003498002",NA
"mw0003465673",NA
"mw0003469285",NA
"mw0003506172",NA
"mw0003509107",NA
"mw0003511810","ma0000006321"
"mw0003511810","ma0000005055"
"mw0003511810","ma0000006317"
"mw0003511810","ma0000006276"
"mw0003511810","ma0000006325"
"mw0003511810","ma0000013563"
"mw0003511810","ma0000013574"
"mw0003604371",NA
"mw0003606873","ma0000004247"
"mw0003606873","ma0000005057"
"mw0003606873","ma0000005063"
"mw0003606873","ma0000006297"
"mw0003606873","ma0000004281"
"mw0003607558",NA
"mw0003542857",NA
"mw0003548157",NA
"mw0003548600",NA
"mw0003472719",NA
"mw0003475295",NA
"mw0003478979",NA
"mw0003710893",NA
"mw0003627974",NA
"mw0003632846",NA
"mw0003575129",NA
"mw0003530800",NA
"mw0003654648",NA
"mw0003587444",NA
"mw0003587469",NA
"mw0003596488",NA
"mw0003477524","ma0000004272"
"mw0003477524","ma0000005097"
"mw0003477524","ma0000005076"
"mw0003477524","ma0000005633"
"mw0003477524","ma0000005100"
"mw0003477524","ma0000004248"
"mw0003477524","ma0000006311"
"mw0003477904",NA
"mw0003628349","ma0000005633"
"mw0003628349","ma0000006297"
"mw0003628349","ma0000006321"
"mw0003628349","ma0000006299"
"mw0003628349","ma0000006276"
"mw0003628349","ma0000006318"
"mw0003628349","ma0000006335"
"mw0003628349","ma0000006308"
"mw0003628349","ma0000005579"
"mw0003628349","ma0000006316"
"mw0003628349","ma0000013559"
"mw0003628349","ma0000005060"
"mw0003628349","ma0000005070"
"mw0003628349","ma0000005124"
"mw0003628349","ma0000005123"
"mw0003628350","ma0000006321"
"mw0003628350","ma0000006299"
"mw0003628350","ma0000006276"
"mw0003628350","ma0000006318"
"mw0003628350","ma0000006335"
"mw0003628350","ma0000005579"
"mw0003628350","ma0000006316"
"mw0003628350","ma0000013559"
"mw0003628350","ma0000005060"
"mw0003628350","ma0000005124"
"mw0003628350","ma0000005123"
"mw0003628351","ma0000006299"
"mw0003628351","ma0000006276"
"mw0003628351","ma0000006318"
"mw0003628351","ma0000006335"
"mw0003628351","ma0000005579"
"mw0003628351","ma0000006316"
"mw0003628351","ma0000013559"
"mw0003628351","ma0000005060"
"mw0003628351","ma0000005124"
"mw0003628351","ma0000005123"
"mw0003568349","ma0000006328"
"mw0003568349","ma0000005579"
"mw0003568349","ma0000006276"
"mw0003568349","ma0000006297"
"mw0003571916","ma0000006311"
"mw0003571916","ma0000005086"
"mw0003571916","ma0000013570"
"mw0003571916","ma0000005076"
"mw0003571916","ma0000006318"
"mw0003571916","ma0000006316"
"mw0003571916","ma0000005042"
"mw0003571916","ma0000006273"
"mw0003571916","ma0000013567"
"mw0003573030","ma0000006325"
"mw0003573030","ma0000006314"
"mw0003573030","ma0000004281"
"mw0003573030","ma0000013569"
"mw0003573030","ma0000004280"
"mw0003573030","ma0000004282"
"mw0003529267","ma0000006327"
"mw0003529267","ma0000006297"
"mw0003529267","ma0000006318"
"mw0003529267","ma0000005086"
"mw0003529267","ma0000006324"
"mw0003529267","ma0000005579"
"mw0003529267","ma0000005063"
"mw0003529267","ma0000006273"
"mw0003529267","ma0000005082"
"mw0003529267","ma0000005123"
"mw0003529267","ma0000005057"
"mw0003529267","ma0000013570"
"mw0003529267","ma0000006311"
"mw0003529267","ma0000006332"
"mw0003529267","ma0000013548"
"mw0003529267","ma0000005117"
"mw0003529267","ma0000013572"
"mw0003529267","ma0000006325"
"mw0003529267","ma0000005053"
"mw0003529267","ma0000006305"
"mw0003529267","ma0000013591"
"mw0003529267","ma0000013568"
"mw0003529267","ma0000013567"
"mw0003529267","ma0000005098"
"mw0003529267","ma0000005046"
"mw0003538873","ma0000005086"
"mw0003538873","ma0000005076"
"mw0003538873","ma0000004272"
"mw0003538873","ma0000005045"
"mw0003538873","ma0000006282"
"mw0003538873","ma0000004263"
"mw0003538873","ma0000005047"
"mw0003538873","ma0000006324"
"mw0003538873","ma0000005053"
"mw0003538873","ma0000006299"
"mw0003538873","ma0000006316"
"mw0003538873","ma0000006314"
"mw0003538873","ma0000005055"
"mw0003538873","ma0000005097"
"mw0003538873","ma0000005100"
"mw0003589451",NA
