"album","duration","release_date","all_music_rating","recording_date","recording_locations","genre_names","genre_urls","style_names","style_urls","mood_names","mood_urls","theme_names","theme_urls","url"
"Good Vibes","16:35","February 10, 2023","",NA,"","Rap","https://www.allmusic.com/genre/rap-ma0000002816","","","","","","","https://www.allmusic.com/album/good-vibes-mw0003914997"
"Group Therapy 512","01:50:15","January 21, 2023","",NA,"","Electronic","https://www.allmusic.com/genre/electronic-ma0000002572","Club/Dance","https://www.allmusic.com/style/club-dance-ma0000002544","","","","","https://www.allmusic.com/album/group-therapy-512-mw0003915768"
"Lully: Psyché","02:24:23","January 13, 2023","","January 29, 2022 - January 31, 2022","Opéra Royal de Versailles","Classical","https://www.allmusic.com/genre/classical-ma0000002521","Opera","https://www.allmusic.com/style/opera-ma0000004512","Dramatic;Dreamy;Energetic;Exuberant;Flowing;Lush;Lyrical;Melancholy;Melodic;Narrative;Organic;Ornate;Sophisticated;Theatrical;Warm","https://www.allmusic.com/mood/dramatic-xa0000000708;https://www.allmusic.com/mood/dreamy-xa0000000709;https://www.allmusic.com/mood/energetic-xa0000000990;https://www.allmusic.com/mood/exuberant-xa0000000997;https://www.allmusic.com/mood/flowing-xa0000000713;https://www.allmusic.com/mood/lush-xa0000001037;https://www.allmusic.com/mood/lyrical-xa0000001038;https://www.allmusic.com/mood/melancholy-xa0000000734;https://www.allmusic.com/mood/melodic-xa0000001127;https://www.allmusic.com/mood/narrative-xa0000001052;https://www.allmusic.com/mood/organic-xa0000001057;https://www.allmusic.com/mood/ornate-xa0000001058;https://www.allmusic.com/mood/sophisticated-xa0000001100;https://www.allmusic.com/mood/theatrical-xa0000001120;https://www.allmusic.com/mood/warm-xa0000001138","Myths & Legends","https://www.allmusic.com/theme/myths-legends-ma0000005058","https://www.allmusic.com/album/lully-psych%C3%A9-mw0003874082"
"Mozart: Operas. The Singspiele - Die Zauberflöte; Die Entführung aus dem Serail",NA,"February 3, 2023","",NA,"","Classical","https://www.allmusic.com/genre/classical-ma0000002521","Opera","https://www.allmusic.com/style/opera-ma0000004512","","","","","https://www.allmusic.com/album/mozart-operas-the-singspiele-die-zauberfl%C3%B6te-die-entf%C3%BChrung-aus-dem-serail-mw0003874965"
"City Federal Building","10:12","April 4, 2023","",NA,"","R&B;Pop/Rock","https://www.allmusic.com/genre/r-b-ma0000002809;https://www.allmusic.com/genre/pop-rock-ma0000002613","","","","","","","https://www.allmusic.com/album/city-federal-building-mw0003892859"
"Opporto-Madrid Blvd","03:29","April 18, 2023","",NA,"","R&B;Pop/Rock","https://www.allmusic.com/genre/r-b-ma0000002809;https://www.allmusic.com/genre/pop-rock-ma0000002613","","","","","","","https://www.allmusic.com/album/opporto-madrid-blvd-mw0003892867"
"Sea Star","03:28","February 7, 2023","",NA,"","R&B;Pop/Rock","https://www.allmusic.com/genre/r-b-ma0000002809;https://www.allmusic.com/genre/pop-rock-ma0000002613","","","","","","","https://www.allmusic.com/album/sea-star-mw0003892872"
"Lonely Love Song","02:37","March 7, 2023","",NA,"","R&B;Pop/Rock","https://www.allmusic.com/genre/r-b-ma0000002809;https://www.allmusic.com/genre/pop-rock-ma0000002613","","","","","","","https://www.allmusic.com/album/lonely-love-song-mw0003892876"
"Wennäkoski: Sigla; Flounce; Sedecim","47:06","February 3, 2023","","December, 2021","Helsinki Music Centre, Finland","Classical","https://www.allmusic.com/genre/classical-ma0000002521","Orchestral;Concerto","https://www.allmusic.com/style/orchestral-ma0000004499;https://www.allmusic.com/style/concerto-ma0000012338","Complex;Dark;Dissonant;Exploratory;Fantastic/Fantasy-like;Fractured;Lush;Meandering;Melodic;Menacing;Mysterious;Rustic;Searching;Suspenseful;Transparent/Translucent;Turbulent","https://www.allmusic.com/mood/complex-xa0000000964;https://www.allmusic.com/mood/dark-xa0000000970;https://www.allmusic.com/mood/dissonant-xa0000001438;https://www.allmusic.com/mood/exploratory-xa0000001441;https://www.allmusic.com/mood/fantastic-fantasy-like-xa0000000998;https://www.allmusic.com/mood/fractured-xa0000001004;https://www.allmusic.com/mood/lush-xa0000001037;https://www.allmusic.com/mood/meandering-xa0000001044;https://www.allmusic.com/mood/melodic-xa0000001127;https://www.allmusic.com/mood/menacing-xa0000001045;https://www.allmusic.com/mood/mysterious-xa0000000738;https://www.allmusic.com/mood/rustic-xa0000001082;https://www.allmusic.com/mood/searching-xa0000001088;https://www.allmusic.com/mood/suspenseful-xa0000001117;https://www.allmusic.com/mood/transparent-translucent-xa0000001124;https://www.allmusic.com/mood/turbulent-xa0000001128","","","https://www.allmusic.com/album/wenn%C3%A4koski-sigla-flounce-sedecim-mw0003900639"
"Group Therapy 513","01:03:31","January 28, 2023","",NA,"","Electronic","https://www.allmusic.com/genre/electronic-ma0000002572","Club/Dance","https://www.allmusic.com/style/club-dance-ma0000002544","","","","","https://www.allmusic.com/album/group-therapy-513-mw0003917774"
"Forwards","38:46","June 16, 2023","",NA,"","Pop/Rock","https://www.allmusic.com/genre/pop-rock-ma0000002613","College Rock;Dance-Rock;Post-Punk;Alternative Pop/Rock;Alternative/Indie Rock","https://www.allmusic.com/style/college-rock-ma0000012237;https://www.allmusic.com/style/dance-rock-ma0000012069;https://www.allmusic.com/style/post-punk-ma0000004450;https://www.allmusic.com/style/alternative-pop-rock-ma0000002422;https://www.allmusic.com/style/alternative-indie-rock-ma0000012230","Anthemic;Cathartic;Ambitious;Fiery;Literate;Passionate;Resolute;Rousing;Strong;Acerbic;Confrontational;Dramatic;Earnest;Heroic;Marching;Positive;Somber;Spiritual;Theatrical;Boisterous;Introspective;Organic;Philosophical;Serious;Uncompromising","https://www.allmusic.com/mood/anthemic-xa0000001436;https://www.allmusic.com/mood/cathartic-xa0000000958;https://www.allmusic.com/mood/ambitious-xa0000000933;https://www.allmusic.com/mood/fiery-xa0000001002;https://www.allmusic.com/mood/literate-xa0000001036;https://www.allmusic.com/mood/passionate-xa0000001062;https://www.allmusic.com/mood/resolute-xa0000001078;https://www.allmusic.com/mood/rousing-xa0000000759;https://www.allmusic.com/mood/strong-xa0000000772;https://www.allmusic.com/mood/acerbic-xa0000000931;https://www.allmusic.com/mood/confrontational-xa0000000966;https://www.allmusic.com/mood/dramatic-xa0000000708;https://www.allmusic.com/mood/earnest-xa0000000980;https://www.allmusic.com/mood/heroic-xa0000001019;https://www.allmusic.com/mood/marching-xa0000000729;https://www.allmusic.com/mood/positive-xa0000000746;https://www.allmusic.com/mood/somber-xa0000001098;https://www.allmusic.com/mood/spiritual-xa0000001105;https://www.allmusic.com/mood/theatrical-xa0000001120;https://www.allmusic.com/mood/boisterous-xa0000000699;https://www.allmusic.com/mood/introspective-xa0000001027;https://www.allmusic.com/mood/organic-xa0000001057;https://www.allmusic.com/mood/philosophical-xa0000001064;https://www.allmusic.com/mood/serious-xa0000000766;https://www.allmusic.com/mood/uncompromising-xa0000001129","Politics/Society;Empowerment;Autumn;School","https://www.allmusic.com/theme/politics-society-ma0000005093;https://www.allmusic.com/theme/empowerment-ma0000005579;https://www.allmusic.com/theme/autumn-ma0000004245;https://www.allmusic.com/theme/school-ma0000004275","https://www.allmusic.com/album/forwards-mw0003917544"
"Tongues of Fire: Songs by Eric McElroy","01:14:54","March 17, 2023","","May 21, 2022 - May 23, 2022","The Menuhin Hall, Stoke d'Abernon","Classical","https://www.allmusic.com/genre/classical-ma0000002521","Vocal Music","https://www.allmusic.com/style/vocal-music-ma0000004520","Exploratory;Exuberant;Fantastic/Fantasy-like;Flowing;Lush;Lyrical;Refined;Reflective;Shimmering;Sophisticated;Suspenseful","https://www.allmusic.com/mood/exploratory-xa0000001441;https://www.allmusic.com/mood/exuberant-xa0000000997;https://www.allmusic.com/mood/fantastic-fantasy-like-xa0000000998;https://www.allmusic.com/mood/flowing-xa0000000713;https://www.allmusic.com/mood/lush-xa0000001037;https://www.allmusic.com/mood/lyrical-xa0000001038;https://www.allmusic.com/mood/refined-xa0000001076;https://www.allmusic.com/mood/reflective-xa0000000753;https://www.allmusic.com/mood/shimmering-xa0000001092;https://www.allmusic.com/mood/sophisticated-xa0000001100;https://www.allmusic.com/mood/suspenseful-xa0000001117","","","https://www.allmusic.com/album/tongues-of-fire-songs-by-eric-mcelroy-mw0003919954"
"On Wat U On","02:39","January 12, 2023","",NA,"","Rap","https://www.allmusic.com/genre/rap-ma0000002816","","","","","","","https://www.allmusic.com/album/on-wat-u-on-mw0003921660"
"Chromosomes","02:31","February 17, 2023","",NA,"","Rap;Pop/Rock","https://www.allmusic.com/genre/rap-ma0000002816;https://www.allmusic.com/genre/pop-rock-ma0000002613","Contemporary Rap;Southern Rap;Hardcore Rap;Trap (Rap)","https://www.allmusic.com/style/contemporary-rap-ma0000013542;https://www.allmusic.com/style/southern-rap-ma0000002871;https://www.allmusic.com/style/hardcore-rap-ma0000011937;https://www.allmusic.com/style/trap-rap-ma0000013576","Cold;Aggressive;Austere;Bravado;Confrontational;Dark;Intense;Threatening;Tough;Uncompromising;Druggy;Explosive;Grim;Menacing;Swaggering;Volatile","https://www.allmusic.com/mood/cold-xa0000000963;https://www.allmusic.com/mood/aggressive-xa0000000694;https://www.allmusic.com/mood/austere-xa0000000942;https://www.allmusic.com/mood/bravado-xa0000000951;https://www.allmusic.com/mood/confrontational-xa0000000966;https://www.allmusic.com/mood/dark-xa0000000970;https://www.allmusic.com/mood/intense-xa0000000721;https://www.allmusic.com/mood/threatening-xa0000000777;https://www.allmusic.com/mood/tough-xa0000001122;https://www.allmusic.com/mood/uncompromising-xa0000001129;https://www.allmusic.com/mood/druggy-xa0000000979;https://www.allmusic.com/mood/explosive-xa0000000700;https://www.allmusic.com/mood/grim-xa0000001013;https://www.allmusic.com/mood/menacing-xa0000001045;https://www.allmusic.com/mood/swaggering-xa0000001118;https://www.allmusic.com/mood/volatile-xa0000001136","Violence;Money;Sex;City Life;Cool & Cocky","https://www.allmusic.com/theme/violence-ma0000005118;https://www.allmusic.com/theme/money-ma0000005080;https://www.allmusic.com/theme/sex-ma0000005107;https://www.allmusic.com/theme/city-life-ma0000004247;https://www.allmusic.com/theme/cool-cocky-ma0000006328","https://www.allmusic.com/album/chromosomes-mw0003922586"
