"album","duration","release_date","all_music_rating","recording_date","recording_locations","genre_names","genre_urls","style_names","style_urls","mood_names","mood_urls","theme_names","theme_urls","url"
"Sun Records Originals: We Wanna Boogie","47:41","February 17, 2023","",NA,"","Pop/Rock","https://www.allmusic.com/genre/pop-rock-ma0000002613","","","","","","","https://www.allmusic.com/album/sun-records-originals-we-wanna-boogie-mw0004006879"
"Live in Chicago 1990",NA,"April 22, 2023","",NA,"","Pop/Rock","https://www.allmusic.com/genre/pop-rock-ma0000002613","","","","","","","https://www.allmusic.com/album/live-in-chicago-1990-mw0004007663"
"Glory","02:44","June 1, 2023","",NA,"","R&B","https://www.allmusic.com/genre/r-b-ma0000002809","","","","","","","https://www.allmusic.com/album/glory-mw0004008047"
"10 Percent","03:19","June 1, 2023","",NA,"","Rap","https://www.allmusic.com/genre/rap-ma0000002816","West Coast Rap;Hardcore Rap","https://www.allmusic.com/style/west-coast-rap-ma0000002932;https://www.allmusic.com/style/hardcore-rap-ma0000011937","Snide;Striding;Swaggering;Urgent;Carefree;Dramatic;Dreamy;Fantastic/Fantasy-like;Feverish;Flashy;Freewheeling;Powerful;Relaxed;Street-Smart;Strong;Brash;Intense;Gutsy;Irreverent","https://www.allmusic.com/mood/snide-xa0000000767;https://www.allmusic.com/mood/striding-xa0000000771;https://www.allmusic.com/mood/swaggering-xa0000001118;https://www.allmusic.com/mood/urgent-xa0000001133;https://www.allmusic.com/mood/carefree-xa0000000702;https://www.allmusic.com/mood/dramatic-xa0000000708;https://www.allmusic.com/mood/dreamy-xa0000000709;https://www.allmusic.com/mood/fantastic-fantasy-like-xa0000000998;https://www.allmusic.com/mood/feverish-xa0000001000;https://www.allmusic.com/mood/flashy-xa0000001003;https://www.allmusic.com/mood/freewheeling-xa0000001005;https://www.allmusic.com/mood/powerful-xa0000000747;https://www.allmusic.com/mood/relaxed-xa0000000755;https://www.allmusic.com/mood/street-smart-xa0000001112;https://www.allmusic.com/mood/strong-xa0000000772;https://www.allmusic.com/mood/brash-xa0000000949;https://www.allmusic.com/mood/intense-xa0000000721;https://www.allmusic.com/mood/gutsy-xa0000001015;https://www.allmusic.com/mood/irreverent-xa0000001028","Introspection;Street Life;Struggle;Biographical;City Life;Pain;Catharsis;Everyday Life;Guys Night Out;Hanging Out;Late Night;Lifecycle;Partying;TGIF;Cool & Cocky;Motivation;Good Times","https://www.allmusic.com/theme/introspection-ma0000006318;https://www.allmusic.com/theme/street-life-ma0000005112;https://www.allmusic.com/theme/struggle-ma0000013591;https://www.allmusic.com/theme/biographical-ma0000005036;https://www.allmusic.com/theme/city-life-ma0000004247;https://www.allmusic.com/theme/pain-ma0000005085;https://www.allmusic.com/theme/catharsis-ma0000013572;https://www.allmusic.com/theme/everyday-life-ma0000005057;https://www.allmusic.com/theme/guys-night-out-ma0000006291;https://www.allmusic.com/theme/hanging-out-ma0000006297;https://www.allmusic.com/theme/late-night-ma0000006321;https://www.allmusic.com/theme/lifecycle-ma0000005075;https://www.allmusic.com/theme/partying-ma0000004272;https://www.allmusic.com/theme/tgif-ma0000006308;https://www.allmusic.com/theme/cool-cocky-ma0000006328;https://www.allmusic.com/theme/motivation-ma0000005082;https://www.allmusic.com/theme/good-times-ma0000006282","https://www.allmusic.com/album/10-percent-mw0004008413"
"Ysaÿe: 6 Sonatas for Violin Solo, Op. 27 - Sonata No. 2 in  A minor, I. Obessions. Prélude",NA,"May 26, 2023","",NA,"","Classical","https://www.allmusic.com/genre/classical-ma0000002521","Chamber Music","https://www.allmusic.com/style/chamber-music-ma0000004500","","","","","https://www.allmusic.com/album/ysa%C3%BFe-6-sonatas-for-violin-solo-op-27-sonata-no-2-in-a-minor-i-obessions-pr%C3%A9lude-mw0004008732"
"Schubert: Violin Sonata in A major, D. 574 - II. Scherzo. Presto",NA,"May 26, 2023","",NA,"","Classical","https://www.allmusic.com/genre/classical-ma0000002521","Chamber Music","https://www.allmusic.com/style/chamber-music-ma0000004500","","","","","https://www.allmusic.com/album/schubert-violin-sonata-in-a-major-d-574-ii-scherzo-presto-mw0004008738"
"Tchompitoulas",NA,"June 30, 2023","",NA,"Number C Studio, NOLA;The Purple HoneyComb Studio, FL","Pop/Rock","https://www.allmusic.com/genre/pop-rock-ma0000002613","","","","","","","https://www.allmusic.com/album/tchompitoulas-mw0004009180"
"WILLOW [Live at Electric Lady]","12:27","April 7, 2023","",NA,"","Pop/Rock","https://www.allmusic.com/genre/pop-rock-ma0000002613","","","","","","","https://www.allmusic.com/album/willow-live-at-electric-lady--mw0004009297"
"Anniversary: The Live Album","44:19","April 7, 2023","",NA,"","R&B","https://www.allmusic.com/genre/r-b-ma0000002809","","","","","","","https://www.allmusic.com/album/anniversary-the-live-album-mw0004009837"
"French Kiss","34:19","September 15, 2023","",NA,"Studios Ferber, Paris","Pop/Rock;Classical;Rap;Stage & Screen;Electronic","https://www.allmusic.com/genre/pop-rock-ma0000002613;https://www.allmusic.com/genre/classical-ma0000002521;https://www.allmusic.com/genre/rap-ma0000002816;https://www.allmusic.com/genre/stage-screen-ma0000004432;https://www.allmusic.com/genre/electronic-ma0000002572","Adult Alternative Pop/Rock;Alternative/Indie Rock;Keyboard;Underground Rap;Electronica;Trip-Hop","https://www.allmusic.com/style/adult-alternative-pop-rock-ma0000004488;https://www.allmusic.com/style/alternative-indie-rock-ma0000012230;https://www.allmusic.com/style/keyboard-ma0000011828;https://www.allmusic.com/style/underground-rap-ma0000002918;https://www.allmusic.com/style/electronica-ma0000002574;https://www.allmusic.com/style/trip-hop-ma0000002906","Ambitious;Fiery;Freewheeling;Humorous;Ironic;Irreverent;Theatrical;Clinical;Enigmatic;Satirical;Trippy;Volatile","https://www.allmusic.com/mood/ambitious-xa0000000933;https://www.allmusic.com/mood/fiery-xa0000001002;https://www.allmusic.com/mood/freewheeling-xa0000001005;https://www.allmusic.com/mood/humorous-xa0000000717;https://www.allmusic.com/mood/ironic-xa0000000723;https://www.allmusic.com/mood/irreverent-xa0000001028;https://www.allmusic.com/mood/theatrical-xa0000001120;https://www.allmusic.com/mood/clinical-xa0000000962;https://www.allmusic.com/mood/enigmatic-xa0000000991;https://www.allmusic.com/mood/satirical-xa0000001085;https://www.allmusic.com/mood/trippy-xa0000000749;https://www.allmusic.com/mood/volatile-xa0000001136","Imagination;Mischief;Playful;Late Night;Solitude","https://www.allmusic.com/theme/imagination-ma0000006299;https://www.allmusic.com/theme/mischief-ma0000006322;https://www.allmusic.com/theme/playful-ma0000006315;https://www.allmusic.com/theme/late-night-ma0000006321;https://www.allmusic.com/theme/solitude-ma0000006313","https://www.allmusic.com/album/french-kiss-mw0004009995"
"Tripomatic Fairytales: The Official Remixes",NA,"June 30, 2023","",NA,"","Electronic","https://www.allmusic.com/genre/electronic-ma0000002572","","","","","","","https://www.allmusic.com/album/tripomatic-fairytales-the-official-remixes-mw0004010526"
"Umoja","01:01:12","June 30, 2023","",NA,"","Jazz","https://www.allmusic.com/genre/jazz-ma0000002674","","","","","","","https://www.allmusic.com/album/umoja-mw0004010717"
"Gospel Classics","29:29","April 13, 2023","",NA,"","Religious","https://www.allmusic.com/genre/religious-ma0000004431","Gospel","https://www.allmusic.com/style/gospel-ma0000002622","","","","","https://www.allmusic.com/album/gospel-classics-mw0004012759"
"Beethoven, Brahms, Franck",NA,"June 30, 2023","",NA,"","Classical","https://www.allmusic.com/genre/classical-ma0000002521","Concerto","https://www.allmusic.com/style/concerto-ma0000012338","","","","","https://www.allmusic.com/album/beethoven-brahms-franck-mw0004013349"
"City Sessions","21:52","April 7, 2023","",NA,"","R&B","https://www.allmusic.com/genre/r-b-ma0000002809","Contemporary R&B","https://www.allmusic.com/style/contemporary-r-b-ma0000002969","","","","","https://www.allmusic.com/album/city-sessions-mw0004014769"
"Cut Dick",NA,"June 7, 2023","",NA,"","Electronic","https://www.allmusic.com/genre/electronic-ma0000002572","","","","","","","https://www.allmusic.com/album/cut-dick-mw0004015639"
