"album","duration","release_date","all_music_rating","recording_date","recording_locations","genre_names","genre_urls","style_names","style_urls","mood_names","mood_urls","theme_names","theme_urls","url"
"Schubert: Die schöne Müllerin","01:04:08","January 21, 2022","8","June 15, 2020 - June 19, 2020","Potton Hall Studio, Suffolk, UK","Classical","https://www.allmusic.com/genre/classical-ma0000002521","Vocal Music","https://www.allmusic.com/style/vocal-music-ma0000004520","Confident;Driving;Extroverted;Lively;Lyrical;Melancholy;Organic;Ornate;Warm","https://www.allmusic.com/mood/confident-xa0000000748;https://www.allmusic.com/mood/driving-xa0000000978;https://www.allmusic.com/mood/extroverted-xa0000000996;https://www.allmusic.com/mood/lively-xa0000000726;https://www.allmusic.com/mood/lyrical-xa0000001038;https://www.allmusic.com/mood/melancholy-xa0000000734;https://www.allmusic.com/mood/organic-xa0000001057;https://www.allmusic.com/mood/ornate-xa0000001058;https://www.allmusic.com/mood/warm-xa0000001138","","","https://www.allmusic.com/album/schubert-die-sch%C3%B6ne-m%C3%BCllerin-mw0003624791"
"Schubert: The String Quartets","06:17:39","January 21, 2022","8","February, 2021 & March, 2021","Reitstadel de Neumarkt (Allemagne);Salle de Musique de La Chaux-de-Fonds (Suisse);Théâtre-Auditorium de Poitiers (France)","Classical","https://www.allmusic.com/genre/classical-ma0000002521","Chamber Music","https://www.allmusic.com/style/chamber-music-ma0000004500","Amiable/Good-Natured;Capricious;Cheerful;Desperate;Energetic;Feverish;Graceful;Introspective;Lyrical;Melancholy;Melodic;Optimistic;Playful","https://www.allmusic.com/mood/amiable-good-natured-xa0000000934;https://www.allmusic.com/mood/capricious-xa0000000956;https://www.allmusic.com/mood/cheerful-xa0000000704;https://www.allmusic.com/mood/desperate-xa0000000974;https://www.allmusic.com/mood/energetic-xa0000000990;https://www.allmusic.com/mood/feverish-xa0000001000;https://www.allmusic.com/mood/graceful-xa0000001011;https://www.allmusic.com/mood/introspective-xa0000001027;https://www.allmusic.com/mood/lyrical-xa0000001038;https://www.allmusic.com/mood/melancholy-xa0000000734;https://www.allmusic.com/mood/melodic-xa0000001127;https://www.allmusic.com/mood/optimistic-xa0000000744;https://www.allmusic.com/mood/playful-xa0000001067","","","https://www.allmusic.com/album/schubert-the-string-quartets-mw0003624795"
"Wet Leg","36:47","April 8, 2022","8",NA,"Hester & Joshua's Flat, Isle of Wight;Jon's Studio, London;Mr Dans, London","Pop/Rock","https://www.allmusic.com/genre/pop-rock-ma0000002613","New Wave/Post-Punk Revival;Indie Rock;Alternative/Indie Rock","https://www.allmusic.com/style/new-wave-post-punk-revival-ma0000012020;https://www.allmusic.com/style/indie-rock-ma0000004453;https://www.allmusic.com/style/alternative-indie-rock-ma0000012230","Angular;Kinetic;Freewheeling;Ironic;Wry;Energetic;Gutsy;Quirky;Raucous;Rousing;Volatile;Brash;Hypnotic;Rambunctious;Witty;Provocative","https://www.allmusic.com/mood/angular-xa0000000936;https://www.allmusic.com/mood/kinetic-xa0000001030;https://www.allmusic.com/mood/freewheeling-xa0000001005;https://www.allmusic.com/mood/ironic-xa0000000723;https://www.allmusic.com/mood/wry-xa0000001144;https://www.allmusic.com/mood/energetic-xa0000000990;https://www.allmusic.com/mood/gutsy-xa0000001015;https://www.allmusic.com/mood/quirky-xa0000000743;https://www.allmusic.com/mood/raucous-xa0000001073;https://www.allmusic.com/mood/rousing-xa0000000759;https://www.allmusic.com/mood/volatile-xa0000001136;https://www.allmusic.com/mood/brash-xa0000000949;https://www.allmusic.com/mood/hypnotic-xa0000000719;https://www.allmusic.com/mood/rambunctious-xa0000001071;https://www.allmusic.com/mood/witty-xa0000001143;https://www.allmusic.com/mood/provocative-xa0000001070","Hanging Out;World View;Imagination;Mischief;Maverick;TGIF;Relationships","https://www.allmusic.com/theme/hanging-out-ma0000006297;https://www.allmusic.com/theme/world-view-ma0000005123;https://www.allmusic.com/theme/imagination-ma0000006299;https://www.allmusic.com/theme/mischief-ma0000006322;https://www.allmusic.com/theme/maverick-ma0000006335;https://www.allmusic.com/theme/tgif-ma0000006308;https://www.allmusic.com/theme/relationships-ma0000005097","https://www.allmusic.com/album/wet-leg-mw0003629848"
"House",NA,"February 18, 2022","8",NA,"","Pop/Rock","https://www.allmusic.com/genre/pop-rock-ma0000002613","Swedish Pop/Rock;Indie Pop;Alternative/Indie Rock","https://www.allmusic.com/style/swedish-pop-rock-ma0000012095;https://www.allmusic.com/style/indie-pop-ma0000004494;https://www.allmusic.com/style/alternative-indie-rock-ma0000012230","Joyous;Rambunctious;Rousing;Autumnal;Cold;Energetic;Fun;Happy;Melancholy;Reserved;Restrained;Sparkling;Summery;Confident;Exuberant;Freewheeling;Playful","https://www.allmusic.com/mood/joyous-xa0000001029;https://www.allmusic.com/mood/rambunctious-xa0000001071;https://www.allmusic.com/mood/rousing-xa0000000759;https://www.allmusic.com/mood/autumnal-xa0000000943;https://www.allmusic.com/mood/cold-xa0000000963;https://www.allmusic.com/mood/energetic-xa0000000990;https://www.allmusic.com/mood/fun-xa0000001006;https://www.allmusic.com/mood/happy-xa0000001016;https://www.allmusic.com/mood/melancholy-xa0000000734;https://www.allmusic.com/mood/reserved-xa0000001077;https://www.allmusic.com/mood/restrained-xa0000000756;https://www.allmusic.com/mood/sparkling-xa0000001102;https://www.allmusic.com/mood/summery-xa0000001116;https://www.allmusic.com/mood/confident-xa0000000748;https://www.allmusic.com/mood/exuberant-xa0000000997;https://www.allmusic.com/mood/freewheeling-xa0000001005;https://www.allmusic.com/mood/playful-xa0000001067","Everyday Life;Hanging Out;Autumn;Long Walk;Summer","https://www.allmusic.com/theme/everyday-life-ma0000005057;https://www.allmusic.com/theme/hanging-out-ma0000006297;https://www.allmusic.com/theme/autumn-ma0000004245;https://www.allmusic.com/theme/long-walk-ma0000006317;https://www.allmusic.com/theme/summer-ma0000004281","https://www.allmusic.com/album/house-mw0003632314"
"Marius Neset: Manmade; Windless; Every Little Step; A Day in the Sparrow's Life","01:05:32","January 7, 2022","8","June 14, 2021 - June 17, 2021","Grieghallen, Bergen, Norway","Classical","https://www.allmusic.com/genre/classical-ma0000002521","Concerto","https://www.allmusic.com/style/concerto-ma0000012338","Animated;Capricious;Carefree;Delicate;Energetic;Happy;Improvisatory;Magical;Majestic;Meditative;Playful;Suspenseful;Tense/Anxious","https://www.allmusic.com/mood/animated-xa0000000937;https://www.allmusic.com/mood/capricious-xa0000000956;https://www.allmusic.com/mood/carefree-xa0000000702;https://www.allmusic.com/mood/delicate-xa0000000972;https://www.allmusic.com/mood/energetic-xa0000000990;https://www.allmusic.com/mood/happy-xa0000001016;https://www.allmusic.com/mood/improvisatory-xa0000001023;https://www.allmusic.com/mood/magical-xa0000001040;https://www.allmusic.com/mood/majestic-xa0000000728;https://www.allmusic.com/mood/meditative-xa0000000732;https://www.allmusic.com/mood/playful-xa0000001067;https://www.allmusic.com/mood/suspenseful-xa0000001117;https://www.allmusic.com/mood/tense-anxious-xa0000000697","","","https://www.allmusic.com/album/marius-neset-manmade-windless-every-little-step-a-day-in-the-sparrows-life-mw0003632531"
"Mårten Jansson: Requiem Novum","53:04","March 25, 2022","8","May 15, 2021 & May 16, 2021","All Hallows' Gospel Oak, London","Classical","https://www.allmusic.com/genre/classical-ma0000002521","Choral","https://www.allmusic.com/style/choral-ma0000004509","Epic;Ethereal;Funereal;Graceful;Hymn-like;Lyrical;Melancholy;Melodic;Reassuring/Consoling;Reverent;Searching;Somber;Transparent/Translucent","https://www.allmusic.com/mood/epic-xa0000000992;https://www.allmusic.com/mood/ethereal-xa0000000993;https://www.allmusic.com/mood/funereal-xa0000001007;https://www.allmusic.com/mood/graceful-xa0000001011;https://www.allmusic.com/mood/hymn-like-xa0000001022;https://www.allmusic.com/mood/lyrical-xa0000001038;https://www.allmusic.com/mood/melancholy-xa0000000734;https://www.allmusic.com/mood/melodic-xa0000001127;https://www.allmusic.com/mood/reassuring-consoling-xa0000001074;https://www.allmusic.com/mood/reverent-xa0000000757;https://www.allmusic.com/mood/searching-xa0000001088;https://www.allmusic.com/mood/somber-xa0000001098;https://www.allmusic.com/mood/transparent-translucent-xa0000001124","Funeral;Religion","https://www.allmusic.com/theme/funeral-ma0000005125;https://www.allmusic.com/theme/religion-ma0000005098","https://www.allmusic.com/album/m%C3%A5rten-jansson-requiem-novum-mw0003660804"
"Arc I: Granados, Janácek, Scriabin","01:14:44","March 18, 2022","8","May 22, 2014 - May 24, 2014","SUNY Purchase Performing Arts Center, New York, USA","Classical","https://www.allmusic.com/genre/classical-ma0000002521","Keyboard","https://www.allmusic.com/style/keyboard-ma0000011828","Brooding;Dreamy;Fantastic/Fantasy-like;Flashy;Graceful;Indulgent;Introspective;Languid;Melodic;Mysterious;Ornate;Pastoral;Tense/Anxious;Thoughtful;Whimsical","https://www.allmusic.com/mood/brooding-xa0000000954;https://www.allmusic.com/mood/dreamy-xa0000000709;https://www.allmusic.com/mood/fantastic-fantasy-like-xa0000000998;https://www.allmusic.com/mood/flashy-xa0000001003;https://www.allmusic.com/mood/graceful-xa0000001011;https://www.allmusic.com/mood/indulgent-xa0000001024;https://www.allmusic.com/mood/introspective-xa0000001027;https://www.allmusic.com/mood/languid-xa0000001033;https://www.allmusic.com/mood/melodic-xa0000001127;https://www.allmusic.com/mood/mysterious-xa0000000738;https://www.allmusic.com/mood/ornate-xa0000001058;https://www.allmusic.com/mood/pastoral-xa0000000745;https://www.allmusic.com/mood/tense-anxious-xa0000000697;https://www.allmusic.com/mood/thoughtful-xa0000001121;https://www.allmusic.com/mood/whimsical-xa0000001140","","","https://www.allmusic.com/album/arc-i-granados-jan%C3%A1cek-scriabin-mw0003658974"
"Scarlatti: Stabat Mater & Other Works","01:16:06","April 8, 2022","8","October, 2020","Abbaye Aux Dames, Saintes (France);Palais du Tau, Reims (France)","Classical","https://www.allmusic.com/genre/classical-ma0000002521","Vocal Music","https://www.allmusic.com/style/vocal-music-ma0000004520","Animated;Complex;Dignified/Noble;Elegant;Graceful;Lyrical;Melodic;Opulent;Ornate;Plaintive;Reassuring/Consoling;Somber","https://www.allmusic.com/mood/animated-xa0000000937;https://www.allmusic.com/mood/complex-xa0000000964;https://www.allmusic.com/mood/dignified-noble-xa0000000977;https://www.allmusic.com/mood/elegant-xa0000000988;https://www.allmusic.com/mood/graceful-xa0000001011;https://www.allmusic.com/mood/lyrical-xa0000001038;https://www.allmusic.com/mood/melodic-xa0000001127;https://www.allmusic.com/mood/opulent-xa0000001056;https://www.allmusic.com/mood/ornate-xa0000001058;https://www.allmusic.com/mood/plaintive-xa0000001066;https://www.allmusic.com/mood/reassuring-consoling-xa0000001074;https://www.allmusic.com/mood/somber-xa0000001098","","","https://www.allmusic.com/album/scarlatti-stabat-mater-other-works-mw0003660448"
"Sad Cities","01:12:25","February 18, 2022","8",NA,"The Monastery Yard;The Southern Forest","Pop/Rock;Electronic","https://www.allmusic.com/genre/pop-rock-ma0000002613;https://www.allmusic.com/genre/electronic-ma0000002572","Alternative Dance;Neo-Disco;Alternative/Indie Rock;Indie Electronic;Indie Pop;Club/Dance","https://www.allmusic.com/style/alternative-dance-ma0000011883;https://www.allmusic.com/style/neo-disco-ma0000013411;https://www.allmusic.com/style/alternative-indie-rock-ma0000012230;https://www.allmusic.com/style/indie-electronic-ma0000012275;https://www.allmusic.com/style/indie-pop-ma0000004494;https://www.allmusic.com/style/club-dance-ma0000002544","Amiable/Good-Natured;Delicate;Ethereal;Intimate;Lush;Stylish;Sweet;Detached;Dreamy;Innocent;Melancholy;Restrained;Sparkling;Wintry;Wistful;Bittersweet;Sad;Gentle;Nocturnal","https://www.allmusic.com/mood/amiable-good-natured-xa0000000934;https://www.allmusic.com/mood/delicate-xa0000000972;https://www.allmusic.com/mood/ethereal-xa0000000993;https://www.allmusic.com/mood/intimate-xa0000000722;https://www.allmusic.com/mood/lush-xa0000001037;https://www.allmusic.com/mood/stylish-xa0000001113;https://www.allmusic.com/mood/sweet-xa0000000773;https://www.allmusic.com/mood/detached-xa0000000707;https://www.allmusic.com/mood/dreamy-xa0000000709;https://www.allmusic.com/mood/innocent-xa0000001025;https://www.allmusic.com/mood/melancholy-xa0000000734;https://www.allmusic.com/mood/restrained-xa0000000756;https://www.allmusic.com/mood/sparkling-xa0000001102;https://www.allmusic.com/mood/wintry-xa0000001141;https://www.allmusic.com/mood/wistful-xa0000001142;https://www.allmusic.com/mood/bittersweet-xa0000000946;https://www.allmusic.com/mood/sad-xa0000000761;https://www.allmusic.com/mood/gentle-xa0000001008;https://www.allmusic.com/mood/nocturnal-xa0000001054","Reflection;Club;In Love;Solitude;Relationships;Relaxation;Starry Sky;Winter;Yearning","https://www.allmusic.com/theme/reflection-ma0000006316;https://www.allmusic.com/theme/club-ma0000005633;https://www.allmusic.com/theme/in-love-ma0000005076;https://www.allmusic.com/theme/solitude-ma0000006313;https://www.allmusic.com/theme/relationships-ma0000005097;https://www.allmusic.com/theme/relaxation-ma0000006314;https://www.allmusic.com/theme/starry-sky-ma0000005111;https://www.allmusic.com/theme/winter-ma0000004285;https://www.allmusic.com/theme/yearning-ma0000005047","https://www.allmusic.com/album/sad-cities-mw0003662021"
"Queen of Hearts","01:17:52","February 25, 2022","8","October 2, 2019 - October 4, 2019","The Concert Hall at Drew University, Madison, NJ","Classical","https://www.allmusic.com/genre/classical-ma0000002521","Chamber Music","https://www.allmusic.com/style/chamber-music-ma0000004500","Complex;Fantastic/Fantasy-like;Flowing;Intimate;Lush;Lyrical;Mysterious;Ornate;Rustic;Shimmering;Sophisticated","https://www.allmusic.com/mood/complex-xa0000000964;https://www.allmusic.com/mood/fantastic-fantasy-like-xa0000000998;https://www.allmusic.com/mood/flowing-xa0000000713;https://www.allmusic.com/mood/intimate-xa0000000722;https://www.allmusic.com/mood/lush-xa0000001037;https://www.allmusic.com/mood/lyrical-xa0000001038;https://www.allmusic.com/mood/mysterious-xa0000000738;https://www.allmusic.com/mood/ornate-xa0000001058;https://www.allmusic.com/mood/rustic-xa0000001082;https://www.allmusic.com/mood/shimmering-xa0000001092;https://www.allmusic.com/mood/sophisticated-xa0000001100","","","https://www.allmusic.com/album/queen-of-hearts-mw0003662347"
