"album","duration","release_date","all_music_rating","recording_date","recording_locations","genre_names","genre_urls","style_names","style_urls","mood_names","mood_urls","theme_names","theme_urls","url"
"The Bond","01:01:19","April 2, 2021","8","November, 2020","Marigny Recordings Studio, New Orleans, Louisiana","Jazz","https://www.allmusic.com/genre/jazz-ma0000002674","Avant-Garde Jazz;Free Improvisation;Modern Creative;Modern Free","https://www.allmusic.com/style/avant-garde-jazz-ma0000002438;https://www.allmusic.com/style/free-improvisation-ma0000004486;https://www.allmusic.com/style/modern-creative-ma0000011987;https://www.allmusic.com/style/modern-free-ma0000012185","Airy;Ambitious;Athletic;Atmospheric;Boisterous;Bouncy;Bright;Brooding;Cathartic;Celebratory;Cheerful;Complex;Cosmopolitan;Declamatory;Defiant;Dramatic;Earnest;Earthy;Elaborate;Energetic;Euphoric;Exploratory;Fierce;Flowing;Gritty;Gutsy;Happy;Improvisatory;Kinetic;Literate;Organic;Poetic;Poignant;Rousing;Sophisticated;Spacey;Spiritual;Strong;Tender;Turbulent;Uncompromising;Visceral;Yearning","https://www.allmusic.com/mood/airy-xa0000000932;https://www.allmusic.com/mood/ambitious-xa0000000933;https://www.allmusic.com/mood/athletic-xa0000000940;https://www.allmusic.com/mood/atmospheric-xa0000000941;https://www.allmusic.com/mood/boisterous-xa0000000699;https://www.allmusic.com/mood/bouncy-ma0000005462;https://www.allmusic.com/mood/bright-xa0000000952;https://www.allmusic.com/mood/brooding-xa0000000954;https://www.allmusic.com/mood/cathartic-xa0000000958;https://www.allmusic.com/mood/celebratory-xa0000000703;https://www.allmusic.com/mood/cheerful-xa0000000704;https://www.allmusic.com/mood/complex-xa0000000964;https://www.allmusic.com/mood/cosmopolitan-xa0000000967;https://www.allmusic.com/mood/declamatory-xa0000000971;https://www.allmusic.com/mood/defiant-xa0000000706;https://www.allmusic.com/mood/dramatic-xa0000000708;https://www.allmusic.com/mood/earnest-xa0000000980;https://www.allmusic.com/mood/earthy-xa0000000981;https://www.allmusic.com/mood/elaborate-xa0000000987;https://www.allmusic.com/mood/energetic-xa0000000990;https://www.allmusic.com/mood/euphoric-xa0000000711;https://www.allmusic.com/mood/exploratory-xa0000001441;https://www.allmusic.com/mood/fierce-xa0000001001;https://www.allmusic.com/mood/flowing-xa0000000713;https://www.allmusic.com/mood/gritty-xa0000001014;https://www.allmusic.com/mood/gutsy-xa0000001015;https://www.allmusic.com/mood/happy-xa0000001016;https://www.allmusic.com/mood/improvisatory-xa0000001023;https://www.allmusic.com/mood/kinetic-xa0000001030;https://www.allmusic.com/mood/literate-xa0000001036;https://www.allmusic.com/mood/organic-xa0000001057;https://www.allmusic.com/mood/poetic-xa0000001439;https://www.allmusic.com/mood/poignant-xa0000001068;https://www.allmusic.com/mood/rousing-xa0000000759;https://www.allmusic.com/mood/sophisticated-xa0000001100;https://www.allmusic.com/mood/spacey-xa0000001101;https://www.allmusic.com/mood/spiritual-xa0000001105;https://www.allmusic.com/mood/strong-xa0000000772;https://www.allmusic.com/mood/tender-xa0000001119;https://www.allmusic.com/mood/turbulent-xa0000001128;https://www.allmusic.com/mood/uncompromising-xa0000001129;https://www.allmusic.com/mood/visceral-xa0000001135;https://www.allmusic.com/mood/yearning-xa0000000733","Empowerment;Futurism;Imagination","https://www.allmusic.com/theme/empowerment-ma0000005579;https://www.allmusic.com/theme/futurism-ma0000013565;https://www.allmusic.com/theme/imagination-ma0000006299","https://www.allmusic.com/album/the-bond-mw0003481595"
"Real Life Situations",NA,"April 30, 2021","8",NA,"","Pop/Rock","https://www.allmusic.com/genre/pop-rock-ma0000002613","Lo-Fi;Alternative/Indie Rock;Indie Rock","https://www.allmusic.com/style/lo-fi-ma0000002701;https://www.allmusic.com/style/alternative-indie-rock-ma0000012230;https://www.allmusic.com/style/indie-rock-ma0000004453","Quirky;Messy;Summery;Amiable/Good-Natured;Atmospheric;Child-Like;Eccentric;Fun;Gritty;Ramshackle;Spacey;Tender;Airy;Warm;Earnest;Fantastic/Fantasy-like","https://www.allmusic.com/mood/quirky-xa0000000743;https://www.allmusic.com/mood/messy-xa0000001046;https://www.allmusic.com/mood/summery-xa0000001116;https://www.allmusic.com/mood/amiable-good-natured-xa0000000934;https://www.allmusic.com/mood/atmospheric-xa0000000941;https://www.allmusic.com/mood/child-like-xa0000000960;https://www.allmusic.com/mood/eccentric-xa0000000983;https://www.allmusic.com/mood/fun-xa0000001006;https://www.allmusic.com/mood/gritty-xa0000001014;https://www.allmusic.com/mood/ramshackle-xa0000001072;https://www.allmusic.com/mood/spacey-xa0000001101;https://www.allmusic.com/mood/tender-xa0000001119;https://www.allmusic.com/mood/airy-xa0000000932;https://www.allmusic.com/mood/warm-xa0000001138;https://www.allmusic.com/mood/earnest-xa0000000980;https://www.allmusic.com/mood/fantastic-fantasy-like-xa0000000998","World View;Playful;Lifecycle;Summer;Loneliness;Stay in Bed;Zeitgeist","https://www.allmusic.com/theme/world-view-ma0000005123;https://www.allmusic.com/theme/playful-ma0000006315;https://www.allmusic.com/theme/lifecycle-ma0000005075;https://www.allmusic.com/theme/summer-ma0000004281;https://www.allmusic.com/theme/loneliness-ma0000004264;https://www.allmusic.com/theme/stay-in-bed-ma0000006326;https://www.allmusic.com/theme/zeitgeist-ma0000005124","https://www.allmusic.com/album/real-life-situations-mw0003480185"
"Ding Dong. You're Dead.","41:21","March 19, 2021","8","September, 2000 - November, 2020","Amper Tone","Jazz","https://www.allmusic.com/genre/jazz-ma0000002674","Avant-Garde Jazz;Electric Jazz;Guitar Jazz;Guitar Virtuoso;Avant-Prog;Jazz Instrument;Free Improvisation;Free Jazz;Instrumental Rock","https://www.allmusic.com/style/avant-garde-jazz-ma0000002438;https://www.allmusic.com/style/electric-jazz-ma0000012242;https://www.allmusic.com/style/guitar-jazz-ma0000002451;https://www.allmusic.com/style/guitar-virtuoso-ma0000002630;https://www.allmusic.com/style/avant-prog-ma0000011969;https://www.allmusic.com/style/jazz-instrument-ma0000002947;https://www.allmusic.com/style/free-improvisation-ma0000004486;https://www.allmusic.com/style/free-jazz-ma0000002598;https://www.allmusic.com/style/instrumental-rock-ma0000002827","Confident;Ambitious;Boisterous;Energetic;Kinetic;Visceral;Angular;Animated;Bombastic;Cathartic;Dramatic;Driving;Exciting;Fierce;Fiery;Powerful;Volatile;Athletic;Knotty;Swaggering;Apocalyptic;Ecstatic;Gritty;Improvisatory;Literate;Playful;Technical","https://www.allmusic.com/mood/confident-xa0000000748;https://www.allmusic.com/mood/ambitious-xa0000000933;https://www.allmusic.com/mood/boisterous-xa0000000699;https://www.allmusic.com/mood/energetic-xa0000000990;https://www.allmusic.com/mood/kinetic-xa0000001030;https://www.allmusic.com/mood/visceral-xa0000001135;https://www.allmusic.com/mood/angular-xa0000000936;https://www.allmusic.com/mood/animated-xa0000000937;https://www.allmusic.com/mood/bombastic-xa0000000948;https://www.allmusic.com/mood/cathartic-xa0000000958;https://www.allmusic.com/mood/dramatic-xa0000000708;https://www.allmusic.com/mood/driving-xa0000000978;https://www.allmusic.com/mood/exciting-xa0000000994;https://www.allmusic.com/mood/fierce-xa0000001001;https://www.allmusic.com/mood/fiery-xa0000001002;https://www.allmusic.com/mood/powerful-xa0000000747;https://www.allmusic.com/mood/volatile-xa0000001136;https://www.allmusic.com/mood/athletic-xa0000000940;https://www.allmusic.com/mood/knotty-xa0000001031;https://www.allmusic.com/mood/swaggering-xa0000001118;https://www.allmusic.com/mood/apocalyptic-xa0000000938;https://www.allmusic.com/mood/ecstatic-xa0000000984;https://www.allmusic.com/mood/gritty-xa0000001014;https://www.allmusic.com/mood/improvisatory-xa0000001023;https://www.allmusic.com/mood/literate-xa0000001036;https://www.allmusic.com/mood/playful-xa0000001067;https://www.allmusic.com/mood/technical-xa0000000775","Maverick;Imagination;Adventure;Other Times & Places;Playful","https://www.allmusic.com/theme/maverick-ma0000006335;https://www.allmusic.com/theme/imagination-ma0000006299;https://www.allmusic.com/theme/adventure-ma0000005030;https://www.allmusic.com/theme/other-times-places-ma0000006277;https://www.allmusic.com/theme/playful-ma0000006315","https://www.allmusic.com/album/ding-dong-youre-dead-mw0003480617"
"Outlaw R&B","39:39","June 4, 2021","8",NA,"Valentine Recording Studio","Pop/Rock","https://www.allmusic.com/genre/pop-rock-ma0000002613","Garage Rock Revival;Garage Punk;Alternative/Indie Rock;Neo-Psychedelia","https://www.allmusic.com/style/garage-rock-revival-ma0000012343;https://www.allmusic.com/style/garage-punk-ma0000002408;https://www.allmusic.com/style/alternative-indie-rock-ma0000012230;https://www.allmusic.com/style/neo-psychedelia-ma0000012252","Rambunctious;Boisterous;Crunchy;Fun;Lively;Ramshackle;Urgent;Aggressive;Brash;Energetic;Gritty;Provocative;Raucous;Rollicking;Confrontational;Freewheeling;Messy;Rebellious","https://www.allmusic.com/mood/rambunctious-xa0000001071;https://www.allmusic.com/mood/boisterous-xa0000000699;https://www.allmusic.com/mood/crunchy-xa0000000968;https://www.allmusic.com/mood/fun-xa0000001006;https://www.allmusic.com/mood/lively-xa0000000726;https://www.allmusic.com/mood/ramshackle-xa0000001072;https://www.allmusic.com/mood/urgent-xa0000001133;https://www.allmusic.com/mood/aggressive-xa0000000694;https://www.allmusic.com/mood/brash-xa0000000949;https://www.allmusic.com/mood/energetic-xa0000000990;https://www.allmusic.com/mood/gritty-xa0000001014;https://www.allmusic.com/mood/provocative-xa0000001070;https://www.allmusic.com/mood/raucous-xa0000001073;https://www.allmusic.com/mood/rollicking-xa0000001080;https://www.allmusic.com/mood/confrontational-xa0000000966;https://www.allmusic.com/mood/freewheeling-xa0000001005;https://www.allmusic.com/mood/messy-xa0000001046;https://www.allmusic.com/mood/rebellious-xa0000001075","Drinking;Cool & Cocky;Guys Night Out;Hanging Out;Imagination","https://www.allmusic.com/theme/drinking-ma0000004252;https://www.allmusic.com/theme/cool-cocky-ma0000006328;https://www.allmusic.com/theme/guys-night-out-ma0000006291;https://www.allmusic.com/theme/hanging-out-ma0000006297;https://www.allmusic.com/theme/imagination-ma0000006299","https://www.allmusic.com/album/outlaw-r-b-mw0003482782"
"Heaven on the Faultline",NA,"March 5, 2021","8",NA,"","Pop/Rock","https://www.allmusic.com/genre/pop-rock-ma0000002613","Alternative/Indie Rock;Indie Rock","https://www.allmusic.com/style/alternative-indie-rock-ma0000012230;https://www.allmusic.com/style/indie-rock-ma0000004453","Earnest;Reflective;Summery;Warm;Wistful;Agreeable;Airy;Innocent;Introspective;Refined;Shimmering;Bittersweet;Calm/Peaceful;Delicate;Dreamy;Flowing;Hypnotic;Laid-Back/Mellow;Relaxed;Restrained;Self-Conscious;Understated;Wry;Bright;Complex;Elegant;Intimate;Sprawling","https://www.allmusic.com/mood/earnest-xa0000000980;https://www.allmusic.com/mood/reflective-xa0000000753;https://www.allmusic.com/mood/summery-xa0000001116;https://www.allmusic.com/mood/warm-xa0000001138;https://www.allmusic.com/mood/wistful-xa0000001142;https://www.allmusic.com/mood/agreeable-xa0000000715;https://www.allmusic.com/mood/airy-xa0000000932;https://www.allmusic.com/mood/innocent-xa0000001025;https://www.allmusic.com/mood/introspective-xa0000001027;https://www.allmusic.com/mood/refined-xa0000001076;https://www.allmusic.com/mood/shimmering-xa0000001092;https://www.allmusic.com/mood/bittersweet-xa0000000946;https://www.allmusic.com/mood/calm-peaceful-xa0000000701;https://www.allmusic.com/mood/delicate-xa0000000972;https://www.allmusic.com/mood/dreamy-xa0000000709;https://www.allmusic.com/mood/flowing-xa0000000713;https://www.allmusic.com/mood/hypnotic-xa0000000719;https://www.allmusic.com/mood/laid-back-mellow-xa0000001032;https://www.allmusic.com/mood/relaxed-xa0000000755;https://www.allmusic.com/mood/restrained-xa0000000756;https://www.allmusic.com/mood/self-conscious-xa0000001089;https://www.allmusic.com/mood/understated-xa0000001130;https://www.allmusic.com/mood/wry-xa0000001144;https://www.allmusic.com/mood/bright-xa0000000952;https://www.allmusic.com/mood/complex-xa0000000964;https://www.allmusic.com/mood/elegant-xa0000000988;https://www.allmusic.com/mood/intimate-xa0000000722;https://www.allmusic.com/mood/sprawling-xa0000001108","Reflection;Hanging Out;Heartache;Summer;Sweet Dreams;In Love;Youth","https://www.allmusic.com/theme/reflection-ma0000006316;https://www.allmusic.com/theme/hanging-out-ma0000006297;https://www.allmusic.com/theme/heartache-ma0000006311;https://www.allmusic.com/theme/summer-ma0000004281;https://www.allmusic.com/theme/sweet-dreams-ma0000006301;https://www.allmusic.com/theme/in-love-ma0000005076;https://www.allmusic.com/theme/youth-ma0000004287","https://www.allmusic.com/album/heaven-on-the-faultline-mw0003480709"
"Horror Head",NA,"April 23, 2021","8",NA,"","Pop/Rock","https://www.allmusic.com/genre/pop-rock-ma0000002613","Alternative/Indie Rock;Alternative Singer/Songwriter;Indie Pop;Noise Pop;Indie Rock","https://www.allmusic.com/style/alternative-indie-rock-ma0000012230;https://www.allmusic.com/style/alternative-singer-songwriter-ma0000012100;https://www.allmusic.com/style/indie-pop-ma0000004494;https://www.allmusic.com/style/noise-pop-ma0000012156;https://www.allmusic.com/style/indie-rock-ma0000004453","Introspective;Amiable/Good-Natured;Intimate;Melancholy;Melodic;Vulnerable;Bouncy;Dreamy;Driving;Earnest;Lively;Lonely;Self-Conscious;Sophisticated;Sweet;Thoughtful;Giddy;Knotty;Trippy;Warm;Weary;Gentle","https://www.allmusic.com/mood/introspective-xa0000001027;https://www.allmusic.com/mood/amiable-good-natured-xa0000000934;https://www.allmusic.com/mood/intimate-xa0000000722;https://www.allmusic.com/mood/melancholy-xa0000000734;https://www.allmusic.com/mood/melodic-xa0000001127;https://www.allmusic.com/mood/vulnerable-xa0000001444;https://www.allmusic.com/mood/bouncy-ma0000005462;https://www.allmusic.com/mood/dreamy-xa0000000709;https://www.allmusic.com/mood/driving-xa0000000978;https://www.allmusic.com/mood/earnest-xa0000000980;https://www.allmusic.com/mood/lively-xa0000000726;https://www.allmusic.com/mood/lonely-xa0000000727;https://www.allmusic.com/mood/self-conscious-xa0000001089;https://www.allmusic.com/mood/sophisticated-xa0000001100;https://www.allmusic.com/mood/sweet-xa0000000773;https://www.allmusic.com/mood/thoughtful-xa0000001121;https://www.allmusic.com/mood/giddy-xa0000001009;https://www.allmusic.com/mood/knotty-xa0000001031;https://www.allmusic.com/mood/trippy-xa0000000749;https://www.allmusic.com/mood/warm-xa0000001138;https://www.allmusic.com/mood/weary-xa0000001139;https://www.allmusic.com/mood/gentle-xa0000001008","Introspection;Affection/Fondness;Heartache;Feeling Blue;Late Night;Loneliness;Imagination","https://www.allmusic.com/theme/introspection-ma0000006318;https://www.allmusic.com/theme/affection-fondness-ma0000006327;https://www.allmusic.com/theme/heartache-ma0000006311;https://www.allmusic.com/theme/feeling-blue-ma0000004251;https://www.allmusic.com/theme/late-night-ma0000006321;https://www.allmusic.com/theme/loneliness-ma0000004264;https://www.allmusic.com/theme/imagination-ma0000006299","https://www.allmusic.com/album/horror-head-mw0003482502"
"Shake the Foundations: Militant Funk & the Post-Punk Dancefloor 1978-1984","03:32:50","March 26, 2021","8",NA,"","Pop/Rock","https://www.allmusic.com/genre/pop-rock-ma0000002613","Post-Punk;Alternative Dance","https://www.allmusic.com/style/post-punk-ma0000004450;https://www.allmusic.com/style/alternative-dance-ma0000011883","Exciting;Rollicking;Uncompromising;Exuberant;Tense/Anxious;Belligerent;Hypnotic;Nervous/Jittery;Urgent;Austere;Brash;Meandering;Complex;Rambunctious;Ramshackle;Sprawling","https://www.allmusic.com/mood/exciting-xa0000000994;https://www.allmusic.com/mood/rollicking-xa0000001080;https://www.allmusic.com/mood/uncompromising-xa0000001129;https://www.allmusic.com/mood/exuberant-xa0000000997;https://www.allmusic.com/mood/tense-anxious-xa0000000697;https://www.allmusic.com/mood/belligerent-xa0000000698;https://www.allmusic.com/mood/hypnotic-xa0000000719;https://www.allmusic.com/mood/nervous-jittery-xa0000000741;https://www.allmusic.com/mood/urgent-xa0000001133;https://www.allmusic.com/mood/austere-xa0000000942;https://www.allmusic.com/mood/brash-xa0000000949;https://www.allmusic.com/mood/meandering-xa0000001044;https://www.allmusic.com/mood/complex-xa0000000964;https://www.allmusic.com/mood/rambunctious-xa0000001071;https://www.allmusic.com/mood/ramshackle-xa0000001072;https://www.allmusic.com/mood/sprawling-xa0000001108","Dance Party;Dancing;Imagination;Maverick;Politics/Society;Club;Motivation;Mischief;World View","https://www.allmusic.com/theme/dance-party-ma0000005051;https://www.allmusic.com/theme/dancing-ma0000013569;https://www.allmusic.com/theme/imagination-ma0000006299;https://www.allmusic.com/theme/maverick-ma0000006335;https://www.allmusic.com/theme/politics-society-ma0000005093;https://www.allmusic.com/theme/club-ma0000005633;https://www.allmusic.com/theme/motivation-ma0000005082;https://www.allmusic.com/theme/mischief-ma0000006322;https://www.allmusic.com/theme/world-view-ma0000005123","https://www.allmusic.com/album/shake-the-foundations-militant-funk-the-post-punk-dancefloor-1978-1984-mw0003480914"
"Complete Singles Collection","02:07:43","March 19, 2021","8",NA,"","Pop/Rock","https://www.allmusic.com/genre/pop-rock-ma0000002613","Glam Rock;Glitter;AM Pop;Disco;Synth Pop","https://www.allmusic.com/style/glam-rock-ma0000002619;https://www.allmusic.com/style/glitter-ma0000011935;https://www.allmusic.com/style/am-pop-ma0000012000;https://www.allmusic.com/style/disco-ma0000002552;https://www.allmusic.com/style/synth-pop-ma0000002887","","","","","https://www.allmusic.com/album/complete-singles-collection-mw0003480923"
"Even the Good Days Are Bad","34:56","May 7, 2021","8",NA,"Studio Gröndahl","Pop/Rock","https://www.allmusic.com/genre/pop-rock-ma0000002613","Alternative/Indie Rock;Indie Rock;Alternative Singer/Songwriter","https://www.allmusic.com/style/alternative-indie-rock-ma0000012230;https://www.allmusic.com/style/indie-rock-ma0000004453;https://www.allmusic.com/style/alternative-singer-songwriter-ma0000012100","Bittersweet;Earnest;Melancholy;Reflective;Thoughtful;Amiable/Good-Natured;Crunchy;Melodic;Self-Conscious;Brooding;Cathartic;Introspective;Lush;Passionate;Shimmering;Tense/Anxious;Yearning;Angst-Ridden;Anthemic;Atmospheric;Bouncy;Reassuring/Consoling;Tender;Dreamy;Energetic;Gritty","https://www.allmusic.com/mood/bittersweet-xa0000000946;https://www.allmusic.com/mood/earnest-xa0000000980;https://www.allmusic.com/mood/melancholy-xa0000000734;https://www.allmusic.com/mood/reflective-xa0000000753;https://www.allmusic.com/mood/thoughtful-xa0000001121;https://www.allmusic.com/mood/amiable-good-natured-xa0000000934;https://www.allmusic.com/mood/crunchy-xa0000000968;https://www.allmusic.com/mood/melodic-xa0000001127;https://www.allmusic.com/mood/self-conscious-xa0000001089;https://www.allmusic.com/mood/brooding-xa0000000954;https://www.allmusic.com/mood/cathartic-xa0000000958;https://www.allmusic.com/mood/introspective-xa0000001027;https://www.allmusic.com/mood/lush-xa0000001037;https://www.allmusic.com/mood/passionate-xa0000001062;https://www.allmusic.com/mood/shimmering-xa0000001092;https://www.allmusic.com/mood/tense-anxious-xa0000000697;https://www.allmusic.com/mood/yearning-xa0000000733;https://www.allmusic.com/mood/angst-ridden-xa0000000935;https://www.allmusic.com/mood/anthemic-xa0000001436;https://www.allmusic.com/mood/atmospheric-xa0000000941;https://www.allmusic.com/mood/bouncy-ma0000005462;https://www.allmusic.com/mood/reassuring-consoling-xa0000001074;https://www.allmusic.com/mood/tender-xa0000001119;https://www.allmusic.com/mood/dreamy-xa0000000709;https://www.allmusic.com/mood/energetic-xa0000000990;https://www.allmusic.com/mood/gritty-xa0000001014","Reflection;Doubt;Affection/Fondness;Introspection;Yearning","https://www.allmusic.com/theme/reflection-ma0000006316;https://www.allmusic.com/theme/doubt-ma0000013571;https://www.allmusic.com/theme/affection-fondness-ma0000006327;https://www.allmusic.com/theme/introspection-ma0000006318;https://www.allmusic.com/theme/yearning-ma0000005047","https://www.allmusic.com/album/even-the-good-days-are-bad-mw0003487691"
"Homecoming",NA,"April 2, 2021","8",NA,"","Pop/Rock","https://www.allmusic.com/genre/pop-rock-ma0000002613","Indie Rock;Alternative/Indie Rock","https://www.allmusic.com/style/indie-rock-ma0000004453;https://www.allmusic.com/style/alternative-indie-rock-ma0000012230","Brash;Freewheeling;Reflective;Boisterous;Irreverent;Rambunctious;Rousing;Witty;Wry;Confident;Lively;Weary;Energetic;Literate;Melancholy;Playful;Stylish;Swaggering;Warm;Yearning;Aggressive;Visceral;Volatile","https://www.allmusic.com/mood/brash-xa0000000949;https://www.allmusic.com/mood/freewheeling-xa0000001005;https://www.allmusic.com/mood/reflective-xa0000000753;https://www.allmusic.com/mood/boisterous-xa0000000699;https://www.allmusic.com/mood/irreverent-xa0000001028;https://www.allmusic.com/mood/rambunctious-xa0000001071;https://www.allmusic.com/mood/rousing-xa0000000759;https://www.allmusic.com/mood/witty-xa0000001143;https://www.allmusic.com/mood/wry-xa0000001144;https://www.allmusic.com/mood/confident-xa0000000748;https://www.allmusic.com/mood/lively-xa0000000726;https://www.allmusic.com/mood/weary-xa0000001139;https://www.allmusic.com/mood/energetic-xa0000000990;https://www.allmusic.com/mood/literate-xa0000001036;https://www.allmusic.com/mood/melancholy-xa0000000734;https://www.allmusic.com/mood/playful-xa0000001067;https://www.allmusic.com/mood/stylish-xa0000001113;https://www.allmusic.com/mood/swaggering-xa0000001118;https://www.allmusic.com/mood/warm-xa0000001138;https://www.allmusic.com/mood/yearning-xa0000000733;https://www.allmusic.com/mood/aggressive-xa0000000694;https://www.allmusic.com/mood/visceral-xa0000001135;https://www.allmusic.com/mood/volatile-xa0000001136","Breakup;Empowerment;Relationships;Heartache;Cool & Cocky;Playful;Imagination;Maverick;Partying;TGIF;Yearning","https://www.allmusic.com/theme/breakup-ma0000004248;https://www.allmusic.com/theme/empowerment-ma0000005579;https://www.allmusic.com/theme/relationships-ma0000005097;https://www.allmusic.com/theme/heartache-ma0000006311;https://www.allmusic.com/theme/cool-cocky-ma0000006328;https://www.allmusic.com/theme/playful-ma0000006315;https://www.allmusic.com/theme/imagination-ma0000006299;https://www.allmusic.com/theme/maverick-ma0000006335;https://www.allmusic.com/theme/partying-ma0000004272;https://www.allmusic.com/theme/tgif-ma0000006308;https://www.allmusic.com/theme/yearning-ma0000005047","https://www.allmusic.com/album/homecoming-mw0003486770"
