"album","duration","release_date","all_music_rating","recording_date","recording_locations","genre_names","genre_urls","style_names","style_urls","mood_names","mood_urls","theme_names","theme_urls","url"
"Robed in Rareness",NA,"October 27, 2023","",NA,"","Rap","https://www.allmusic.com/genre/rap-ma0000002816","","","","","","","https://www.allmusic.com/album/robed-in-rareness-mw0004069252"
"THE BEST OF","01:26","June 30, 2023","",NA,"","Latin","https://www.allmusic.com/genre/latin-ma0000002692","","","","","","","https://www.allmusic.com/album/the-best-of-mw0004070010"
"Behold: The Complete Set",NA,"September 29, 2023","",NA,"","Holiday;Religious","https://www.allmusic.com/genre/holiday-ma0000012075;https://www.allmusic.com/genre/religious-ma0000004431","Christmas;Inspirational;Praise & Worship;Gospel;CCM;Contemporary Christian;Holidays","https://www.allmusic.com/style/christmas-ma0000011929;https://www.allmusic.com/style/inspirational-ma0000004424;https://www.allmusic.com/style/praise-worship-ma0000012284;https://www.allmusic.com/style/gospel-ma0000002622;https://www.allmusic.com/style/ccm-ma0000004439;https://www.allmusic.com/style/contemporary-christian-ma0000002529;https://www.allmusic.com/style/holidays-ma0000012148","","","","","https://www.allmusic.com/album/behold-the-complete-set-mw0004070724"
"Sonicwonderland",NA,"October 6, 2023","",NA,"","Jazz","https://www.allmusic.com/genre/jazz-ma0000002674","","","","","","","https://www.allmusic.com/album/sonicwonderland-mw0004070958"
"Abandon Ship",NA,"October 20, 2023","",NA,"","Pop/Rock","https://www.allmusic.com/genre/pop-rock-ma0000002613","","","","","","","https://www.allmusic.com/album/abandon-ship-mw0004070977"
"For All Time",NA,"October 27, 2023","",NA,"","R&B","https://www.allmusic.com/genre/r-b-ma0000002809","","","","","","","https://www.allmusic.com/album/for-all-time-mw0004072124"
"THE BEST OF","01:04:56","June 30, 2023","",NA,"","Latin","https://www.allmusic.com/genre/latin-ma0000002692","Mexican Traditions","https://www.allmusic.com/style/mexican-traditions-ma0000002722","","","","","https://www.allmusic.com/album/the-best-of-mw0004072712"
"THE BEST OF","01:23:19","June 30, 2023","",NA,"","Latin","https://www.allmusic.com/genre/latin-ma0000002692","","","","","","","https://www.allmusic.com/album/the-best-of-mw0004073801"
"THE BEST OF","01:09:33","June 30, 2023","",NA,"","Latin","https://www.allmusic.com/genre/latin-ma0000002692","","","","","","","https://www.allmusic.com/album/the-best-of-mw0004073817"
"Mellow Beatscapes",NA,"September 8, 2023","",NA,"","Pop/Rock","https://www.allmusic.com/genre/pop-rock-ma0000002613","Heavy Metal;Progressive Metal;Symphonic Black Metal;Goth Metal;Power Metal","https://www.allmusic.com/style/heavy-metal-ma0000002721;https://www.allmusic.com/style/progressive-metal-ma0000002797;https://www.allmusic.com/style/symphonic-black-metal-ma0000012290;https://www.allmusic.com/style/goth-metal-ma0000011855;https://www.allmusic.com/style/power-metal-ma0000011913","Angst-Ridden;Apocalyptic;Dark;Gloomy;Manic;Melancholy;Melodic;Angry;Brooding;Cathartic;Epic;Fiery;Intense;Tense/Anxious;Theatrical;Aggressive;Ambitious;Complex;Confrontational;Dramatic;Elaborate;Menacing;Ominous;Provocative;Rousing;Mystical;Urgent;Elegant;Ethereal;Fierce;Lush;Nihilistic;Nocturnal;Scary;Uncompromising","https://www.allmusic.com/mood/angst-ridden-xa0000000935;https://www.allmusic.com/mood/apocalyptic-xa0000000938;https://www.allmusic.com/mood/dark-xa0000000970;https://www.allmusic.com/mood/gloomy-xa0000000714;https://www.allmusic.com/mood/manic-xa0000001042;https://www.allmusic.com/mood/melancholy-xa0000000734;https://www.allmusic.com/mood/melodic-xa0000001127;https://www.allmusic.com/mood/angry-xa0000000695;https://www.allmusic.com/mood/brooding-xa0000000954;https://www.allmusic.com/mood/cathartic-xa0000000958;https://www.allmusic.com/mood/epic-xa0000000992;https://www.allmusic.com/mood/fiery-xa0000001002;https://www.allmusic.com/mood/intense-xa0000000721;https://www.allmusic.com/mood/tense-anxious-xa0000000697;https://www.allmusic.com/mood/theatrical-xa0000001120;https://www.allmusic.com/mood/aggressive-xa0000000694;https://www.allmusic.com/mood/ambitious-xa0000000933;https://www.allmusic.com/mood/complex-xa0000000964;https://www.allmusic.com/mood/confrontational-xa0000000966;https://www.allmusic.com/mood/dramatic-xa0000000708;https://www.allmusic.com/mood/elaborate-xa0000000987;https://www.allmusic.com/mood/menacing-xa0000001045;https://www.allmusic.com/mood/ominous-xa0000001055;https://www.allmusic.com/mood/provocative-xa0000001070;https://www.allmusic.com/mood/rousing-xa0000000759;https://www.allmusic.com/mood/mystical-xa0000000739;https://www.allmusic.com/mood/urgent-xa0000001133;https://www.allmusic.com/mood/elegant-xa0000000988;https://www.allmusic.com/mood/ethereal-xa0000000993;https://www.allmusic.com/mood/fierce-xa0000001001;https://www.allmusic.com/mood/lush-xa0000001037;https://www.allmusic.com/mood/nihilistic-xa0000001053;https://www.allmusic.com/mood/nocturnal-xa0000001054;https://www.allmusic.com/mood/scary-xa0000000762;https://www.allmusic.com/mood/uncompromising-xa0000001129","Catharsis;Fantasy;Imagination;Late Night;Pain;Destiny;Heartache;Magic;Passion;Relationships;Breakup;Death;Empowerment;Feeling Blue;Introspection;Nighttime;Reflection;Storms;Anger/Hostility;Fear;Maverick;Affirmation;Despair;Faith;Moon;Myths & Legends;Scary Music;Visions;Winter","https://www.allmusic.com/theme/catharsis-ma0000013572;https://www.allmusic.com/theme/fantasy-ma0000005059;https://www.allmusic.com/theme/imagination-ma0000006299;https://www.allmusic.com/theme/late-night-ma0000006321;https://www.allmusic.com/theme/pain-ma0000005085;https://www.allmusic.com/theme/destiny-ma0000005053;https://www.allmusic.com/theme/heartache-ma0000006311;https://www.allmusic.com/theme/magic-ma0000005078;https://www.allmusic.com/theme/passion-ma0000005086;https://www.allmusic.com/theme/relationships-ma0000005097;https://www.allmusic.com/theme/breakup-ma0000004248;https://www.allmusic.com/theme/death-ma0000004250;https://www.allmusic.com/theme/empowerment-ma0000005579;https://www.allmusic.com/theme/feeling-blue-ma0000004251;https://www.allmusic.com/theme/introspection-ma0000006318;https://www.allmusic.com/theme/nighttime-ma0000006276;https://www.allmusic.com/theme/reflection-ma0000006316;https://www.allmusic.com/theme/storms-ma0000006278;https://www.allmusic.com/theme/anger-hostility-ma0000005031;https://www.allmusic.com/theme/fear-ma0000005060;https://www.allmusic.com/theme/maverick-ma0000006335;https://www.allmusic.com/theme/affirmation-ma0000006324;https://www.allmusic.com/theme/despair-ma0000005052;https://www.allmusic.com/theme/faith-ma0000013570;https://www.allmusic.com/theme/moon-ma0000004266;https://www.allmusic.com/theme/myths-legends-ma0000005058;https://www.allmusic.com/theme/scary-music-ma0000005070;https://www.allmusic.com/theme/visions-ma0000006280;https://www.allmusic.com/theme/winter-ma0000004285","https://www.allmusic.com/album/mellow-beatscapes-mw0004073934"
