"num","title","duration","url","composer_urls","composer_names","performer_urls","performer_names","album_url"
"1","Arrow","03:07","https://www.allmusic.com/song/arrow-mt0061520634","https://www.allmusic.com/artist/dan-snaith-mn0000512293","Dan Snaith","https://www.allmusic.com/artist/daphni-mn0002723894","Daphni","https://www.allmusic.com/album/cherry-mw0003749250"
"2","Cherry","05:55","https://www.allmusic.com/song/cherry-mt0061520635","https://www.allmusic.com/artist/dan-snaith-mn0000512293","Dan Snaith","https://www.allmusic.com/artist/daphni-mn0002723894","Daphni","https://www.allmusic.com/album/cherry-mw0003749250"
"3","Always There","03:41","https://www.allmusic.com/song/always-there-mt0061520636","https://www.allmusic.com/artist/dan-snaith-mn0000512293","Dan Snaith","https://www.allmusic.com/artist/daphni-mn0002723894","Daphni","https://www.allmusic.com/album/cherry-mw0003749250"
"4","Crimson","02:54","https://www.allmusic.com/song/crimson-mt0061520637","https://www.allmusic.com/artist/dan-snaith-mn0000512293","Dan Snaith","https://www.allmusic.com/artist/daphni-mn0002723894","Daphni","https://www.allmusic.com/album/cherry-mw0003749250"
"5","Arp Blocks","02:09","https://www.allmusic.com/song/arp-blocks-mt0061520638","https://www.allmusic.com/artist/dan-snaith-mn0000512293","Dan Snaith","https://www.allmusic.com/artist/daphni-mn0002723894","Daphni","https://www.allmusic.com/album/cherry-mw0003749250"
"6","Falling","01:12","https://www.allmusic.com/song/falling-mt0061520639","https://www.allmusic.com/artist/dan-snaith-mn0000512293","Dan Snaith","https://www.allmusic.com/artist/daphni-mn0002723894","Daphni","https://www.allmusic.com/album/cherry-mw0003749250"
"7","Mania","03:36","https://www.allmusic.com/song/mania-mt0061520640","https://www.allmusic.com/artist/dan-snaith-mn0000512293","Dan Snaith","https://www.allmusic.com/artist/daphni-mn0002723894","Daphni","https://www.allmusic.com/album/cherry-mw0003749250"
"8","Take Two","03:19","https://www.allmusic.com/song/take-two-mt0061520641","https://www.allmusic.com/artist/dan-snaith-mn0000512293","Dan Snaith","https://www.allmusic.com/artist/daphni-mn0002723894","Daphni","https://www.allmusic.com/album/cherry-mw0003749250"
"9","Mona","","https://www.allmusic.com/song/mona-mt0061520642","https://www.allmusic.com/artist/dan-snaith-mn0000512293","Dan Snaith","https://www.allmusic.com/artist/daphni-mn0002723894","Daphni","https://www.allmusic.com/album/cherry-mw0003749250"
"10","Clavicle","","https://www.allmusic.com/song/clavicle-mt0061520643","https://www.allmusic.com/artist/dan-snaith-mn0000512293","Dan Snaith","https://www.allmusic.com/artist/daphni-mn0002723894","Daphni","https://www.allmusic.com/album/cherry-mw0003749250"
"11","Cloudy","","https://www.allmusic.com/song/cloudy-mt0061520644","https://www.allmusic.com/artist/dan-snaith-mn0000512293","Dan Snaith","https://www.allmusic.com/artist/daphni-mn0002723894","Daphni","https://www.allmusic.com/album/cherry-mw0003749250"
"12","Karplus","","https://www.allmusic.com/song/karplus-mt0061520645","https://www.allmusic.com/artist/dan-snaith-mn0000512293","Dan Snaith","https://www.allmusic.com/artist/daphni-mn0002723894","Daphni","https://www.allmusic.com/album/cherry-mw0003749250"
