"num","title","duration","url","composer_urls","composer_names","performer_urls","performer_names","album_url"
"1","Night on the Bare Mountain","12:22","https://www.allmusic.com/performance/night-on-the-bare-mountain-mq0002504003","https://www.allmusic.com/artist/modest-mussorgsky-mn0000035381","Modest Mussorgsky","https://www.allmusic.com/artist/singapore-symphony-orchestra-mn0002269562;https://www.allmusic.com/artist/lan-shui-mn0002204555","Singapore Symphony Orchestra;Lan Shui","https://www.allmusic.com/album/russian-spectacular-mussorgsky-balakirev-borodin-mw0003485945"
"2","Promenade","01:45","https://www.allmusic.com/performance/promenade-mq0002504000","https://www.allmusic.com/artist/modest-mussorgsky-mn0000035381","Modest Mussorgsky","https://www.allmusic.com/artist/singapore-symphony-orchestra-mn0002269562;https://www.allmusic.com/artist/lan-shui-mn0002204555","Singapore Symphony Orchestra;Lan Shui","https://www.allmusic.com/album/russian-spectacular-mussorgsky-balakirev-borodin-mw0003485945"
"3","1. Gnomus","02:40","https://www.allmusic.com/performance/1-gnomus-mq0002504000","https://www.allmusic.com/artist/modest-mussorgsky-mn0000035381","Modest Mussorgsky","https://www.allmusic.com/artist/singapore-symphony-orchestra-mn0002269562;https://www.allmusic.com/artist/lan-shui-mn0002204555","Singapore Symphony Orchestra;Lan Shui","https://www.allmusic.com/album/russian-spectacular-mussorgsky-balakirev-borodin-mw0003485945"
"4","Promenade","00:54","https://www.allmusic.com/performance/promenade-mq0002504000","https://www.allmusic.com/artist/modest-mussorgsky-mn0000035381","Modest Mussorgsky","https://www.allmusic.com/artist/singapore-symphony-orchestra-mn0002269562;https://www.allmusic.com/artist/lan-shui-mn0002204555","Singapore Symphony Orchestra;Lan Shui","https://www.allmusic.com/album/russian-spectacular-mussorgsky-balakirev-borodin-mw0003485945"
"5","2. Il vecchio castello","04:35","https://www.allmusic.com/performance/2-il-vecchio-castello-mq0002504000","https://www.allmusic.com/artist/modest-mussorgsky-mn0000035381","Modest Mussorgsky","https://www.allmusic.com/artist/singapore-symphony-orchestra-mn0002269562;https://www.allmusic.com/artist/lan-shui-mn0002204555","Singapore Symphony Orchestra;Lan Shui","https://www.allmusic.com/album/russian-spectacular-mussorgsky-balakirev-borodin-mw0003485945"
"6","Promenade","00:34","https://www.allmusic.com/performance/promenade-mq0002504000","https://www.allmusic.com/artist/modest-mussorgsky-mn0000035381","Modest Mussorgsky","https://www.allmusic.com/artist/singapore-symphony-orchestra-mn0002269562;https://www.allmusic.com/artist/lan-shui-mn0002204555","Singapore Symphony Orchestra;Lan Shui","https://www.allmusic.com/album/russian-spectacular-mussorgsky-balakirev-borodin-mw0003485945"
"7","3. Tuileries","01:01","https://www.allmusic.com/performance/3-tuileries-mq0002504000","https://www.allmusic.com/artist/modest-mussorgsky-mn0000035381","Modest Mussorgsky","https://www.allmusic.com/artist/singapore-symphony-orchestra-mn0002269562;https://www.allmusic.com/artist/lan-shui-mn0002204555","Singapore Symphony Orchestra;Lan Shui","https://www.allmusic.com/album/russian-spectacular-mussorgsky-balakirev-borodin-mw0003485945"
"8","4. Bydlo","03:07","https://www.allmusic.com/performance/4-bydlo-mq0002504000","https://www.allmusic.com/artist/modest-mussorgsky-mn0000035381","Modest Mussorgsky","https://www.allmusic.com/artist/singapore-symphony-orchestra-mn0002269562;https://www.allmusic.com/artist/lan-shui-mn0002204555","Singapore Symphony Orchestra;Lan Shui","https://www.allmusic.com/album/russian-spectacular-mussorgsky-balakirev-borodin-mw0003485945"
"9","Promenade","00:44","https://www.allmusic.com/performance/promenade-mq0002504000","https://www.allmusic.com/artist/modest-mussorgsky-mn0000035381","Modest Mussorgsky","https://www.allmusic.com/artist/singapore-symphony-orchestra-mn0002269562;https://www.allmusic.com/artist/lan-shui-mn0002204555","Singapore Symphony Orchestra;Lan Shui","https://www.allmusic.com/album/russian-spectacular-mussorgsky-balakirev-borodin-mw0003485945"
"10","5. Ballet des poussins dans leurs coques","01:16","https://www.allmusic.com/performance/5-ballet-des-poussins-dans-leurs-coques-mq0002504000","https://www.allmusic.com/artist/modest-mussorgsky-mn0000035381","Modest Mussorgsky","https://www.allmusic.com/artist/singapore-symphony-orchestra-mn0002269562;https://www.allmusic.com/artist/lan-shui-mn0002204555","Singapore Symphony Orchestra;Lan Shui","https://www.allmusic.com/album/russian-spectacular-mussorgsky-balakirev-borodin-mw0003485945"
"11","6. Samuel Goldenberg und Schmuyle","02:22","https://www.allmusic.com/performance/6-samuel-goldenberg-und-schmuyle-mq0002504000","https://www.allmusic.com/artist/modest-mussorgsky-mn0000035381","Modest Mussorgsky","https://www.allmusic.com/artist/singapore-symphony-orchestra-mn0002269562;https://www.allmusic.com/artist/lan-shui-mn0002204555","Singapore Symphony Orchestra;Lan Shui","https://www.allmusic.com/album/russian-spectacular-mussorgsky-balakirev-borodin-mw0003485945"
"12","7. Limoges - Le Marché","01:25","https://www.allmusic.com/performance/7-limoges-le-march%C3%A9-mq0002504000","https://www.allmusic.com/artist/modest-mussorgsky-mn0000035381","Modest Mussorgsky","https://www.allmusic.com/artist/singapore-symphony-orchestra-mn0002269562;https://www.allmusic.com/artist/lan-shui-mn0002204555","Singapore Symphony Orchestra;Lan Shui","https://www.allmusic.com/album/russian-spectacular-mussorgsky-balakirev-borodin-mw0003485945"
"13","8. Catacombæ. Sepulcrum Romanum","01:57","https://www.allmusic.com/performance/8-catacomb%C3%A6-sepulcrum-romanum-mq0002504000","https://www.allmusic.com/artist/modest-mussorgsky-mn0000035381","Modest Mussorgsky","https://www.allmusic.com/artist/singapore-symphony-orchestra-mn0002269562;https://www.allmusic.com/artist/lan-shui-mn0002204555","Singapore Symphony Orchestra;Lan Shui","https://www.allmusic.com/album/russian-spectacular-mussorgsky-balakirev-borodin-mw0003485945"
"14","Con mortuis in lingua mortua","01:52","https://www.allmusic.com/performance/con-mortuis-in-lingua-mortua-mq0002504000","https://www.allmusic.com/artist/modest-mussorgsky-mn0000035381","Modest Mussorgsky","https://www.allmusic.com/artist/singapore-symphony-orchestra-mn0002269562;https://www.allmusic.com/artist/lan-shui-mn0002204555","Singapore Symphony Orchestra;Lan Shui","https://www.allmusic.com/album/russian-spectacular-mussorgsky-balakirev-borodin-mw0003485945"
"15","9. La Cabane sur des pattes de poule (Baba-Yaga)","03:41","https://www.allmusic.com/performance/9-la-cabane-sur-des-pattes-de-poule-baba-yaga-mq0002504000","https://www.allmusic.com/artist/modest-mussorgsky-mn0000035381","Modest Mussorgsky","https://www.allmusic.com/artist/singapore-symphony-orchestra-mn0002269562;https://www.allmusic.com/artist/lan-shui-mn0002204555","Singapore Symphony Orchestra;Lan Shui","https://www.allmusic.com/album/russian-spectacular-mussorgsky-balakirev-borodin-mw0003485945"
"16","10. La grande porte de Kiev","06:00","https://www.allmusic.com/performance/10-la-grande-porte-de-kiev-mq0002504000","https://www.allmusic.com/artist/modest-mussorgsky-mn0000035381","Modest Mussorgsky","https://www.allmusic.com/artist/singapore-symphony-orchestra-mn0002269562;https://www.allmusic.com/artist/lan-shui-mn0002204555","Singapore Symphony Orchestra;Lan Shui","https://www.allmusic.com/album/russian-spectacular-mussorgsky-balakirev-borodin-mw0003485945"
"17","Islamey","08:45","https://www.allmusic.com/performance/islamey-mq0002504001","https://www.allmusic.com/artist/mily-balakirev-mn0002129104","Mily Balakirev","https://www.allmusic.com/artist/singapore-symphony-orchestra-mn0002269562;https://www.allmusic.com/artist/lan-shui-mn0002204555","Singapore Symphony Orchestra;Lan Shui","https://www.allmusic.com/album/russian-spectacular-mussorgsky-balakirev-borodin-mw0003485945"
"18","Act II, No. 17: Introduction - Gliding Dance of the Maidens. Andantino","02:45","https://www.allmusic.com/performance/act-ii-no-17-introduction-gliding-dance-of-the-maidens-andantino-mq0002504002","https://www.allmusic.com/artist/alexander-borodin-mn0000794181","Alexander Borodin","https://www.allmusic.com/artist/singapore-symphony-orchestra-mn0002269562;https://www.allmusic.com/artist/lan-shui-mn0002204555","Singapore Symphony Orchestra;Lan Shui","https://www.allmusic.com/album/russian-spectacular-mussorgsky-balakirev-borodin-mw0003485945"
"19","Act II, No. 17: Wild Dance of the Man. Allegro","01:10","https://www.allmusic.com/performance/act-ii-no-17-wild-dance-of-the-man-allegro-mq0002503996","https://www.allmusic.com/artist/alexander-borodin-mn0000794181","Alexander Borodin","https://www.allmusic.com/artist/singapore-symphony-orchestra-mn0002269562;https://www.allmusic.com/artist/lan-shui-mn0002204555","Singapore Symphony Orchestra;Lan Shui","https://www.allmusic.com/album/russian-spectacular-mussorgsky-balakirev-borodin-mw0003485945"
"20","Act II, No. 17: General Dance. Allegro","02:10","https://www.allmusic.com/performance/act-ii-no-17-general-dance-allegro-mq0002503997","https://www.allmusic.com/artist/alexander-borodin-mn0000794181","Alexander Borodin","https://www.allmusic.com/artist/singapore-symphony-orchestra-mn0002269562;https://www.allmusic.com/artist/lan-shui-mn0002204555","Singapore Symphony Orchestra;Lan Shui","https://www.allmusic.com/album/russian-spectacular-mussorgsky-balakirev-borodin-mw0003485945"
"21","Act II, No. 17: Dance of the Boys and Second Dance of the Men. Presto","01:16","https://www.allmusic.com/performance/act-ii-no-17-dance-of-the-boys-and-second-dance-of-the-men-presto-mq0002503998","https://www.allmusic.com/artist/alexander-borodin-mn0000794181","Alexander Borodin","https://www.allmusic.com/artist/singapore-symphony-orchestra-mn0002269562;https://www.allmusic.com/artist/lan-shui-mn0002204555","Singapore Symphony Orchestra;Lan Shui","https://www.allmusic.com/album/russian-spectacular-mussorgsky-balakirev-borodin-mw0003485945"
"22","Act II, No. 17: Gliding Dance of the Maidens. Moderato alla breve","01:43","https://www.allmusic.com/performance/act-ii-no-17-gliding-dance-of-the-maidens-moderato-alla-breve-mq0002503999","https://www.allmusic.com/artist/alexander-borodin-mn0000794181","Alexander Borodin","https://www.allmusic.com/artist/singapore-symphony-orchestra-mn0002269562;https://www.allmusic.com/artist/lan-shui-mn0002204555","Singapore Symphony Orchestra;Lan Shui","https://www.allmusic.com/album/russian-spectacular-mussorgsky-balakirev-borodin-mw0003485945"
"23","Act II, No. 17: Dance of the Boys and Second of the Men. Presto","01:18","https://www.allmusic.com/performance/act-ii-no-17-dance-of-the-boys-and-second-of-the-men-presto-mq0002503993","https://www.allmusic.com/artist/alexander-borodin-mn0000794181","Alexander Borodin","https://www.allmusic.com/artist/singapore-symphony-orchestra-mn0002269562;https://www.allmusic.com/artist/lan-shui-mn0002204555","Singapore Symphony Orchestra;Lan Shui","https://www.allmusic.com/album/russian-spectacular-mussorgsky-balakirev-borodin-mw0003485945"
"24","Act II, No. 17: General Dance. Allegro con spirito","00:24","https://www.allmusic.com/performance/act-ii-no-17-general-dance-allegro-con-spirito-mq0002503994","https://www.allmusic.com/artist/alexander-borodin-mn0000794181","Alexander Borodin","https://www.allmusic.com/artist/singapore-symphony-orchestra-mn0002269562;https://www.allmusic.com/artist/lan-shui-mn0002204555","Singapore Symphony Orchestra;Lan Shui","https://www.allmusic.com/album/russian-spectacular-mussorgsky-balakirev-borodin-mw0003485945"
"25","Act II, No. 17: Più animato","01:39","https://www.allmusic.com/performance/act-ii-no-17-pi%C3%B9-animato-mq0002503995","https://www.allmusic.com/artist/alexander-borodin-mn0000794181","Alexander Borodin","https://www.allmusic.com/artist/singapore-symphony-orchestra-mn0002269562;https://www.allmusic.com/artist/lan-shui-mn0002204555","Singapore Symphony Orchestra;Lan Shui","https://www.allmusic.com/album/russian-spectacular-mussorgsky-balakirev-borodin-mw0003485945"
"1","O God Give Ear","03:50","https://www.allmusic.com/performance/o-god-give-ear-mq0002506465","https://www.allmusic.com/artist/william-byrd-mn0000804200","William Byrd","https://www.allmusic.com/artist/alamire-mn0002249504;https://www.allmusic.com/artist/fretwork-mn0000505763;https://www.allmusic.com/artist/david-skinner-mn0001655959","Alamire;Fretwork;David Skinner","https://www.allmusic.com/album/byrd-1588-psalmes-sonets-songs-of-sadnes-and-pietie-mw0003486004"
